"uuid","repository link","title","author","contributor","publication year","abstract","subject topic","language","publication type","publisher","isbn","issn","patent","patent status","bibliographic note","access restriction","embargo date","faculty","department","research group","programme","project","coordinates"
"uuid:a56090a3-bbce-404b-8e4b-d0e9050b518a","http://resolver.tudelft.nl/uuid:a56090a3-bbce-404b-8e4b-d0e9050b518a","Robust Nonlinear Spacecraft Attitude Control: An Incremental Backstepping Approach","Acquatella, B.P.J.","Chu, Q.P. (mentor); Falkena, W. (mentor); Van Kampen, E. (mentor)","2011","In order to meet requirements in terms of robustness, stability, and performance for future generations of advanced attitude control systems, a sensor-based approach using Incremental Backstepping control is developed and proposed in this thesis. Assuming full state availability and fast control action, the resulting time-scale separation between the state of the system and the state of the controller allows to consider an incremental form of the attitude dynamics, where backstepping controllers can be designed to achieve stability and convergence with incremental inputs. This results in integral-control action where information of angular acceleration and actuator output measurements is required. The robustness and the full potential of Incremental Backstepping are evidenced in face of external disturbances, uncertainties, and unknown parameters. External disturbances are well suppressed in contrast with conventional backstepping and Lyapunov-based (non)linear controllers. Furthermore, the attitude stabilization results to be insensitive to parametric uncertainties and robust against model uncertainties. However, this comes at the expense of higher control effort. Moreover, with the influence of model and parametric uncertainties the resulting closed-loop dynamic performance can be better accounted for by studying the convergence and stability properties in terms of Lyapunov theory. This methodology results in a simple, yet effective, family of robust nonlinear attitude controllers which aims to meet demanding requirements in terms of robustness, stability and performance, which in turn, close the gap towards the development of future advanced attitude control systems.","Spacecraft Attitude Control; Nonlinear Control; Backstepping; Incremental Backstepping; Incremental Nonlinear Dynamic Inversion; Lyapunov-based control; Modified Rodrigues Parameters","en","master thesis","","","","","","","","2016-06-01","Aerospace Engineering","Control and Operations (C&O) - Control and Simulation Division (C&S)","","Dynamics and Control of Aerospace Vehicles","",""
"uuid:cc3b1a6f-4a74-481a-a585-3308ed116d57","http://resolver.tudelft.nl/uuid:cc3b1a6f-4a74-481a-a585-3308ed116d57","Declarative Specification of Web-based Integrated Development Environments","Rabbelier, S.","Visser, E. (mentor)","2011","This thesis describes a set of tools and abstractions that facilitate the development of an Integrated Development Environment (IDE) that runs in the browser. We present a plugin for ACE, the Ajax.org Cloud9 Editor, that adds support for languages defined with SDF. The plugin supports vital editor support such as syntax highlighting and validation. Language syntax can be declaritively defined with no concern for the underlying implementation. This approach is realized by compiling a Java library to JavaScript using the Google Web Toolkit. Besides syntactic support, semantic checks are supported by means of the Stratego language. A compiler backend for the Stratego compiler is developed targetting the JavaScript language.","","en","master thesis","","","","","","","","2011-12-03","Electrical Engineering, Mathematics and Computer Science","Software Technology","","Software Engineering Research Group","",""
"uuid:ca7120a8-8fb4-415e-a286-66101990b426","http://resolver.tudelft.nl/uuid:ca7120a8-8fb4-415e-a286-66101990b426","Rider Control Identification in Bicycling","De Lange, P.D.L.","Schwab, A.L. (mentor); Happee, R. (mentor); Rixen, D.J. (mentor)","2011","Following in the wake of the increased bicycle popularity, bicycle research arose in the late 19th century. Early research, regarding the dynamic behavior of an uncontrolled bicycle, resulted in the Carvallo (1899) and more general Whipple (1899) model. In the past years, extensive research has been done to validate these uncontrolled bicycle models. However, the bicycle is normally accompanied by a rider, for which the combined rider/bicycle dynamics are less understood. The goal of this research is to identify the active rider contribution during stabilization tasks in bicycling. This knowlegde may be used to develop better and more user-specific bicycles in the future. The equations governing the combined rider/bicycle system subjected to an external disturbance are derived in the first chapter. Here, the bicycle is modeled according to the linearized Whipple model, where the passive rider dynamics are already included. After a process of trial and error, a flexible rider model structure is chosen, which interacts with the bicycle through steering torque. To be more specific, the rider model allows for proportional, integral, derivative and 2nd order derivative linear feedback on both the roll and steering angle and is limited by activation dynamics and transport delays. An experimental dataset from our colleagues of the UC Davis is used to obtain a preliminairy rider model. First a non parametric FIR model is derived, which serves as a platform for subsequent parametric modeling. The parametric models are fitted by minimizing the sum of errors squared between the non parametric and parametric steering angle responses, resulting in a set of optimized parameters. The resulting parametric model, which consists of 8 parameters, acounts for 97% of the variance of the non parametric model output. The parameter may be reduced from 8 up to 4 parameters, while the variance acounted for only lowers with 3%. The following important observations are made from the parametric model results:  The steer into the fall principle is observable in the positive roll angle and rate feedback for all measurements.  The roll angle, roll rate, steering rate and integral action are the key contributers and cannot be removed without causing a major drop of the VAF.  The integrative steering action controls the heading by applying counter steering. The identification results are used to set up a future frequency domain rider identification experiment. The experiment should be performed at forward velocities of 2, 3, . . . , 7 m/s, since the dynamic behavior is velocity dependent. A disturbance input signal has also been designed, and should be applied as a generalized roll torque to the system. A randomly appearing multisine input signal is created, with a bandwidth of 0.2 to 4 Hz, and where the input power is scaled sucht that its absolute value does not exceed the 40 Nm. The measurement time is set to 163.84 s at a sampling frequency of 200 Hz. A simulation study indicates that the parameters can be estimated with an error of less than 3% relative to the true parameters. Next, a number of perturbator designs are presented. The goal of these designs is to apply a desired perturbation spectrum as a generalized roll torque to the rider/bicycle configuration. 4 perturbator designs are presented, namely; the swing, sliding mass, lateral accelerator and simple rope perturbator. The designs are evaluated by the following criteria; active system contribution, passive system contribution, rider interaction, implementability and cost. Here, the sliding mass perturbator shows the best overall score and is recommended for further development. Apart from the rider identification, some errors in bicycle literature where encountered. To be more specific, the models presented in van Lunteren and Stassen (1970) and Stassen and Lunteren (1973) where found to contain sign errors. After correcting for these sign errors, the models where implemented in Matlab, but where found to be unstable.","Bycicle; Rider control","en","master thesis","","","","","","","","2011-12-08","Mechanical, Maritime and Materials Engineering","Precision and Microsystems Engineering","","","",""
"uuid:38df33b0-b0eb-41b4-b514-9181c9ccb9e7","http://resolver.tudelft.nl/uuid:38df33b0-b0eb-41b4-b514-9181c9ccb9e7","Study of Evacuation Behaviour During a Flood","Hek, S.L.","Hoogendoorn, S.P. (mentor); Van Lint, J.W.C. (mentor); Van den Berg, M. (mentor); Wiggenraad, P.B.L. (mentor); Molin, E.J.E. (mentor)","2011","","","en","master thesis","","","","","","","","","Civil Engineering and Geosciences","Transport & Planning","","","",""
"uuid:d1143b64-43fd-4dca-b5ce-7e9ea77260ea","http://resolver.tudelft.nl/uuid:d1143b64-43fd-4dca-b5ce-7e9ea77260ea","Impulse Based Substructuring: Theory, Improvement, and its Implementation on Real Problems","Haghighat, N.","Rixen, D.J. (mentor)","2011","Dynamic substructuring as a method to solve complex systems is becoming very important. Dynamic substructuring techniques are based on assembling the dynamic models of some simpler structures in order to generate the dynamic model of a complex structure. Impulse Based Substructuring (IBS) as a time domain substructuring technique computes dynamic response of linear structures by applying convolution product on the impulse responses of the subsystems. The IBS method can be explained in 2 main steps; 1: Computing the Impulse Response Functions (IRFs) of the substructures due to a unit impact (by applying numerical time integration), 2: Assembling procedure and computing the dynamic response of the total system by applying the convolution product between the IRFs and the applied forces. The applied forces consist of both external and unknown internal forces which are made at the interfaces due to substructuring and will be found during the assembling procedure in a way to satisfy the compatibility conditions at the interface. The IBS formulations have been developed based on the 3 different impact models. Afterwards in order to reduce the computation costs for long simulations, truncation and windowing have been applied on the IRFs. In this thesis, the 3 different formulations of the IBS method will be presented and application of the IBS method (using both normal and truncated IRFs) is illustrated by a 1D example. Finally in order to show the validity of the IBS method in real problems, a real 3D example related to an offshore wind turbine has been analyzed by IBS.","substructuring","en","master thesis","","","","","","","","2011-12-29","Mechanical, Maritime and Materials Engineering","Precision and Microsystems Engineering","","","",""
"uuid:32a2d694-c165-44fa-8767-a17d607cbabd","http://resolver.tudelft.nl/uuid:32a2d694-c165-44fa-8767-a17d607cbabd","Fully Integrated Analog Front-end for a 2-electrode ECG device","Mohan, R.","Serdijn, W.A. (mentor)","2011","Cardiovascular diseases are leading cause of deaths worldwide. With increasing graying population and limited health infrastructure there is a need for portable and implantable ECG devices to diagnose these diseases early on. In general an ECG device requires three or more electrodes, which need to be applied to the body via a gel, to obtain a satisfactory reading. This puts a constraint on the portability of the device. This thesis deals with designing a fully-integrated 10 bit analog front-end i.e. an instrumentation amplifier and an ADC, specifically, for a two-electrode ECG device. Integrated ECG read-out circuits have to deal with two challenges mainly viz. obtaining a high common-mode rejection ratio (CMRR) and integrating large time-constants on the chip. Firstly, all sources of interference which affect an ECG reading is studied. It is shown that for a portable and integrated read-out circuit, a high CMRR is obtained from the fact that the device will be floating and hence the circuit itself need not have a high CMRR. Existing techniques for integrating large time-constants are presented and compared. It is shown that these techniques either give rise to unpredictable time-constants and are non-linear near the required cut-o frequency or consume a lot of power from a system perspective. A novel mixed-signal feedback technique using a sigma-delta ADC has been proposed wherein the digital signal is scaled, integrated and fed back to the previous analog stage. The advantages of such a method are more control over the position of the cut-o frequency and higher linearity. The power consumption needed to implement such a technique is negligible. The circuit is designed in CMOS 0.35um I3T25 technology. The designed instrumentation amplifier reports the best SNR and 3rd highest Noise-Efficieny Factor (NEF). The linearity at the cut-o frequency is shown to be of 10 bits which is an improvement of 3 bits over existing techniques. The total static power consumption for the system is 66uW. The implementation of the time-constant consumes only 40nW of static power.","ECG; instrumentation amplifier; sigma delta; ADC; CMRR; SNR; NEF","en","master thesis","","","","","","","","","Electrical Engineering, Mathematics and Computer Science","Electronic Research Laboratory","","Microelectronics","",""
"uuid:574d5359-5ca1-4dbb-817e-4f57dced7012","http://resolver.tudelft.nl/uuid:574d5359-5ca1-4dbb-817e-4f57dced7012","If Disney ran regional public transport: Applying the Disney philosophy to the service and organisation of Dutch regional public transport","Sigger, B.","Van Wee, G.P. (mentor); Veeneman, W.W. (mentor); Van Nes, R. (mentor)","2011","Public transport cuts pollution, creates space for city inhabitants and offers everyone the freedom to travel, to name but a few reasons for boasting public transport. However, the performance of public transport has decreased the past decade, in spite of an overall increase in mobility. Moreover, recent economic and political developments have led to a decrease in funding for public transport in the Netherlands. Even with the efficiency gains from public tendering, it is unlikely that the retrenchment can be compensated. So, the current paradigm is not sufficient to maintain or improve the current level of service and ridership of public transport. It is therefore necessary to look at possible new paradigms. One such paradigm is the Disney philosophy, which has been successfully imported from entertainment to healthcare. The challenges in that public sector have been overcome by applying principles from the Disney philosophy. Due to its success in healthcare, the Disney philosophy is assessed for its usefulness in public transport. The goal of this project is therefore to research how the Disney philosophy may be applied to pubUc transport to consider whether or not it may be a suitable new paradigm to overcome the challenges faced by public transport.","","en","master thesis","","","","","","","","","Delft University of Technology","Transport, Infrastructure and Logistics","","TIL","",""
"uuid:8d3779cc-b463-4dae-9e35-e14a7420e0de","http://resolver.tudelft.nl/uuid:8d3779cc-b463-4dae-9e35-e14a7420e0de","Bamboo Prehensor for the developing countries","Mohamed, R.","Van der Helm, F.C.T. (mentor); Plettenburg, D.H. (mentor); Smit, G. (mentor)","2011","It is estimated that 25 million people around the world suffer from upper limb amputation. 82% of these amputees live in developing countries and usually find it difficult to provide for their families because they depend on physical labor. At first glance it would seem that the solution is simple, the use of a prosthesis. However currently available upper limb prostheses are beyond the capabilities of most of the people in the developing countries. Thus there is a need for a prosthesis that can be easily manufactured in the developing countries and which is affordable for the individuals. Bamboo is a material that can be found in most developing countries, it has a good combination of properties such as specific strength and specific stiffness. Therefore, the goal of this research project is to make a body powered hand prosthesis out of bamboo. The prosthesis uses a combination of levers to move and to provide high gripping force with a low actuation force. However, the results show that there is a high energy loss occurring at the joints of the levers. Furthermore, the operating force is high (120 N) and the grasping force is low (14 N). However, by adjusting the position of the cable and spring the operating force can be reduced while the grasping force is increased. Thus, it can be stated that a prosthesis made out of bamboo is a feasible option; but the performance of the prosthesis is very sensitive to the accuracy of the manufacturing process. ?","Bamboo Body powered prosthesis prehensor developing countries","en","master thesis","","","","","","","","2011-11-30","Mechanical, Maritime and Materials Engineering","BioMechanical Engineering","","BME","",""
"uuid:8d4748d9-e13f-4d5e-8b59-05e8794eb0dc","http://resolver.tudelft.nl/uuid:8d4748d9-e13f-4d5e-8b59-05e8794eb0dc","A Quick Look into the Future: An exploratory study of plausible future trajectories of indium supply under deep uncertainty","Sigurdsson-Norddahl, S.","Thissen, W.A.H. (mentor); Pruyt, E. (mentor); Dijkema, G. (mentor); Bastein, T. (mentor)","2011","Economic importance for the indium mineral has been growing in recent years and indium is usually referred to as one of the technology minerals. High tech industries use indium in their application because of the special properties: transparency and electrical conductivity. Indium demand has more than doubled in the last decade and is expected to grow more in the near future. Indium is not found in its pure state in the nature which makes indium supply complex because it is by-produced from zinc. Indium supply could become problematic in the future because of high demand, the high dependence on zinc supply and the market functioning of indium. The objective of this master study is the exploration under deep uncertainty of plausible futures of a system (indium) that has an important dependence on the function of another bigger system (zinc). To achieve that a simulation model was built to explore uncertainties and to analyse what causes scarcities. The purpose of the model is to generate thousands of plausible futures in order to create and capture behaviours of interest and to explain them. Indium and many other by-produced minerals have similar market conditions and expectations of growing demand hence; the purpose of this study is also to give general insights in by-produced systems and to produce a model that is generic enough to explore other types of by-produced minerals. The methods used in this thesis are System Dynamics (SD) and Exploratory Modelling and Analysis (EMA). These methods are used together as Exploratory Systems Dynamics Modelling and Analysis ESDMA for the building of the simulation model (SD) and the exploration and analysis (ESDMA) of plausible future situations. ESDMA is a new multi-method and a special emphasis is on using and testing developed tools of ESDMA and to give insights into the usefulness of the method for analysing uncertainties of systems under deep uncertainty. The model built for this study is a generic model capturing the dynamics of supply and demand for indium and zinc and their dynamic relation. The model results indicate that many plausible futures of indium scarcities could be generated. In these futures, scarcities of indium is generated by the weak supply of zinc, high recycling of zinc and low recycling efforts for indium. The model indicates that in the first 30 years, supply of indium has little problems over the entire uncertainty space. After the first 30 years supplying indium becomes difficult, due to growth in demand, lags in zinc supply and poor market conditions of indium. Indium in slags and tailings of zinc can prove to be useful to mitigate scarcities in case it is feasible to refine the indium from those sources. The use of ESDMA can prove to be useful for exploring systems under deep uncertainties. The many plausible futures generated can be hard to generate with traditional scenario analysis where only few scenarios can be explored. As uncertainties often arise, due to lack of agreement of what generates a situation or what the effects could be, ESDMA proves to be very suitable to include different points of view and to test the difference in plausible behaviours generated. Analysing what causes what with the method is still difficult, because plausible behaviours can be many and understanding all of them is time consuming. Improving interaction with the ensemble of results and the analyst would improve the method because it can help in understanding and analysing results.","Mineral scarcity; Indium; Uncertainty; Systems Dynamics; Exploratory Systems Dynamics Modelling and Analysis","en","master thesis","","","","","","","Campus only","2011-11-28","Technology, Policy and Management","Policy Analysis","","Engineering and Policy Analysis","",""
"uuid:efee68bf-9794-463a-910b-fe4efc5eb010","http://resolver.tudelft.nl/uuid:efee68bf-9794-463a-910b-fe4efc5eb010","Complexity in IT projects","Van Helvoort, R.J.","Verbraeck, A. (mentor); Bosch-Rekveldt, M.G.C. (mentor); Vrancken, J.L.M. (mentor)","2011","","complexity; IT; project management","en","master thesis","","","","","","","Campus only","","Technology, Policy and Management","Innovation Systems","","Technology, Strategy & Entrepreneurship","",""
