"uuid","repository link","title","author","contributor","publication year","abstract","subject topic","language","publication type","publisher","isbn","issn","patent","patent status","bibliographic note","access restriction","embargo date","faculty","department","research group","programme","project","coordinates"
"uuid:26dfbbe9-9400-4b2c-9072-5635b5e0d6d4","http://resolver.tudelft.nl/uuid:26dfbbe9-9400-4b2c-9072-5635b5e0d6d4","Berthing loads in structural design: Validation of partial factors","Versteegt, G.","Vellinga, T. (mentor)","2013","Structural design of these marine facilities is not implicitly covered in EN1990 (European Norm), and the types of loads and load combinations that are to be considered are different from those for buildings and bridges, since they concern operational loadings from vessels berthing and mooring, and also loads from vessels moored acting indirectly through mooring lines and fenders. The overall objective is to find and recommend action and combination factors for the safe and cost-effective structural design of marine facilities using the deterministic limit-state design methodology of EN1990.","partial factor; Monte Carlo; characteristic action; berthing loads; probabilistic design","en","master thesis","","","","","","","","2014-05-09","Civil Engineering and Geosciences","Hydraulic Engineering","","Hydraulic Engineering","",""
"uuid:e144be53-72bc-4be3-a9eb-e18239e767ca","http://resolver.tudelft.nl/uuid:e144be53-72bc-4be3-a9eb-e18239e767ca","Development of Surgical Tool to Aid in Component Positioning of THA Surgeries","Waring, A.","Melles, M. (mentor)","2013","Currently, there is no universally accepted way to carry out the cup insertion process with help of an alignment tool, and, as a result, the cup is often placed incorrectly dramatically increasing the likelihood of post surgical complications. The project was developed to aid in the proper cup placement so to reduce the chances of these post-surgical complications. The project was developed for the Integrated Product Design track within Industrial Design Engineering and fits within requirements of the Medisign specialization within the faculty. Due to the nature of the project, a collaboration between the TU Delft, the company: Biomet, and Reinier de Graaf Hospital in Delft was utilized to provide appropriate resources for carrying out the research and product development.","medisign; human hip","en","master thesis","","","","","","","Campus only","","Industrial Design Engineering","Industrial Design","","Applied Ergonomics and Design - Medisign","",""
"uuid:e6d11b35-46ec-4beb-a128-fadf026a7fa7","http://resolver.tudelft.nl/uuid:e6d11b35-46ec-4beb-a128-fadf026a7fa7","Energetische aanpak met betrekking tot de eigen woningsector - Analyse van de Blok voor Blok benadering","Luteijn, A.","Van den Dobbelsteen, A.A.J.F. (mentor); Boumeester, H.J.F.M. (mentor); Van Bueren, E.M. (mentor); Van Esch, P.J.A. (mentor)","2013","","","nl","master thesis","","","","","","","","","Architecture","Architectural Engineering and Technology","","Construction Management and Engineering","",""
"uuid:de74f530-d3ef-4e52-928f-aba7ab46d6bd","http://resolver.tudelft.nl/uuid:de74f530-d3ef-4e52-928f-aba7ab46d6bd","Future profitability of fossil-fuelled power plants in the Netherlands","Alsem, J.D.","Chappin, E.J.L. (mentor); Weijnen, M.P.C. (mentor); Correljé, A.F. (mentor); Wirtz, A.C. (mentor)","2013","The EU and the Netherlands have set multiple energy transition objectives for the year 2020. In 2009 the European Council has formulated long term goals to reach 80-95% greenhouse gas emission reduction targets for 2050, which comes down to an 80% CO2-emission reduction overall and a 95% CO2-emission reduction in the fossil-fuelled power production sector. Since power production capacity investments are only done by power production companies in the liberalized market, they are key players with a vital role for achieving CO2-emission reductions and an energy transition. Since the future electricity market situation is uncertain, it is interesting to get more insight in how different scenarios will affect the profitability of power plants and how the profitability could affect the investments that contribute to the energy transition. The EU and governments of the member states therefore have to cooperate with the power production companies to specify the roadmaps and realize the energy transition. The main goal of this research is to explore the possible profitability of Dutch fossil-fuelled power plants in 2020. The main research question is formulated as follows: What role do fossil-fuelled power plants play in the energy transition? This question touches upon both the importance of having fossil-fuelled power generation capacity available for meeting the power demand and the energy transition which implicates achieving the European and national energy policy objectives. From a stakeholder analysis it follows that the Dutch government and power producers are very dependent on each other. While power producers strive for continuity and making profits, the government wants to maintain a low electricity price, high security of supply and wants to protect the climate and environment. The research method applied for this research consists of linear modeling the Dutch merit order, a scenario analysis with the merit order model and spreadsheet modeling in order to be able do to a profitability analysis of power production portfolios. For the scenario analysis 36 scenarios for the year 2020 were created, based on different settings for the natural gas price, coal price and CO2-emission price. For all the scenarios the profitability of the Dutch expected installed fossil-fuelled power production capacity in 2020 is determined. The most important variables that cannot be influenced by the owners of the fossil-fuelled power plants, but do affect the profitability of these plants, are: the natural gas price, coal price and CO2-emission price. From the model outputs it can be concluded that the natural gas price, coal price and CO2-emission price all should be increased in order to cause a shift in the merit order so that gas-fired power plants become cheaper than coal-fired power plants. Only when this shift in the merit order is created with a high coal price and CO2-emission price, a CO2-emission reduction occurs. Since the majority of the installed power production capacity in 2020 is fossil-fuelled, the security of supply depends mainly on the fossil-fuelled power production capacity. Unprofitable power plants could be mothballed or shut down by the energy producers, which would lead to a very low security of supply. However, since the electricity has to remain affordable, a balance between the values of the three variables has to be found. As becomes clear from the scenario analysis, the CO2-emission price level needs to increase significantly before any shifts in the merit order are realized. This should be done by market intervention, since the CO2-emission price will most likely not reach the desired value through the market. However, a Dutch national increase of the CO2-emission price does not per se lead to the desired effect, if the power producers in neighbouring countries do not experience the same market conditions as in the Netherlands. An increased CO2-emission price on the European level should therefore be encouraged.","energy transition; profitability; power plant","en","master thesis","","","","","","","Campus only","","Technology, Policy and Management","Energy and Industry","","","",""
"uuid:fe0b2f31-f369-4572-8b04-125300b5b4ab","http://resolver.tudelft.nl/uuid:fe0b2f31-f369-4572-8b04-125300b5b4ab","A step forward optimizing inventory management: Using a probabilistic discrete-event simulation model to improve service levels and minimize the finished product inventory levels for the Baby care supply chain at P&G","Vrouenraets, J.M.R.","Verbraeck, A. (mentor); Warnier, M.E. (mentor); Rezaei, J. (mentor); Vergouwen, Y. (mentor)","2013","Procter & Gamble is an international producer and distributor of FMCG. The current inventory management practices at P&G, and for the Babycare category in particular, do not result in the target service and inventory levels. This thesis questions how the inventory management practices for the Babycare category should operate in order to achieve the target service levels while maintaining a minimum inventory. Moreover, the added value of the use of an inventory simulation model are explored. In order to do so, first a literature review on supply chain and inventory management is performed and compared with the results of a system analysis of the current situation at P&G to determine possible discrepancies. Next a dynamic inventory simulation model is developed and used to analyze the effects of different inventory settings on the inventory performance measures. The results show that a fixed safety stock is preferred over dynamic safety time.","inventory management; probabilistic discrete-event simulation model; supply chain; Monte Carlo Simulation","en","master thesis","","","","","","","","2014-04-26","Technology, Policy and Management","Systems Engineering","","","",""
"uuid:5ef6d4bb-a1eb-4172-ba34-4bac612157c8","http://resolver.tudelft.nl/uuid:5ef6d4bb-a1eb-4172-ba34-4bac612157c8","Mediator tool to increase the acceptance of technologies among seniors","Ascencio, G.","Pohlmeyer, A. (mentor); Romero, N. (mentor)","2013","This report presents the Graduation Project: “Mediator tool to increase the acceptance of technologies among seniors”. The project is the culmination of the MSc Programme in Design for Interaction at the Faculty of Industrial Design at Delft University of Technology. Several technologies have been developed to support seniors to live independently at home by enabling them to stay active and productive for longer, to keep a good health, to maintain social networks or to increase personal security to give some examples. Even though technologies to enable an independent living exist, seniors still face barriers in exploiting such technologies to their full potential. The report presents a tool to increase the acceptance of technologies for independent living among seniors. The focus was on motivating seniors to interact with technologies through a tool that is an intermediate step among seniors and technologies. The mediator tool should be implemented before seniors had the first contact with the technology and would encourage them to interacting with it. At the same time the mediator tool should be external to the technology itself. An innovative technology that supports seniors independent living based on a TV platform, the Care@Home system, was taken as case study. The graduation project was supported by one of the stakeholders in the development of the Care@home system, the Interactive Intelligence Group of Delft University of technology. In a literature research, factors that influence the acceptance of technologies were studied. Analysis of qualitative interviews among seniors was done to further explore the factors that influence the acceptance of technologies for independent living in a real context. The research indicated that seniors are motivated to accept new technologies when the clearly perceive the benefits that they can provide into own lives. The goal of the project was on arise awareness about possible gains to be obtained through the use of the technology by enabling seniors to discover by themselves if they could benefit from such technology. The mediator tool is a communication tool to go beyond informing seniors the gains that they could obtain; it allows seniors to create their own experience. This goal was used to develop design ideas. Three ideas were presented to seniors to research what elements of the designs would motivate them to encounter for the first time a technology for independent living. Seniors feedback was used to identify areas of opportunity for the mediator tool. It was found that seniors are motivated by trying new technologies in familiar social settings where they can interact with peers. These two elements were incorporated in the design concept, the Realization Pathway. In order to verify if the Realization Pathway reached its goal, enabling seniors to discover by themselves if they could benefit from a technology for independent living, a prototype was built and tested among nine seniors. The prototype was a low-tech version of the design concept developed that emulated the intended interactions. The participant in the user test confirmed the value of the design: The Realization Pathway aroused awareness about the possibilities of technologies for independent living. The Realization Pathway enabled to gain knowledge and then decide if one can benefit from the technology or not. The Realization Pathway enabled to meet a new technology in an positive social experience. A larger study with a diverse group of seniors with diverse needs is necessary. Most of participants recognized the gains that they could get but did not think that they could benefit from the technology. Participants value to be aware about what new technologies offer and the social side of the experience provided by the Realization Pathway. These preliminary findings suggest that using communication tools in social familiar settings could motivate seniors to approach technologies for independent living.","technology; acceptance; senior","en","master thesis","","","","","","","Campus only","","Industrial Design Engineering","Design Engineering","","Master of Science Design for Interaction","",""
"uuid:78581d92-b290-41b6-b1a7-8f03b215f605","http://resolver.tudelft.nl/uuid:78581d92-b290-41b6-b1a7-8f03b215f605","The impact of IT and Open Innovation tools on the New Product Development Process","Blomberg, F.L.","Hultink, H.J. (mentor); Govers, P. (mentor)","2013","The process of New Product Development is one of the most important competitive factors in today’s market environment. Nevertheless, it remains an risky and uncertain business and both the academic field as companies try to identify best practices to improve this process. In the past two decades, firms have increasingly adopted Information Technology (IT) tools and services to improve NPD effectiveness and efficiency. Such IT tools can support knowledge and information management, collaboration and communication, but also in the design and engineering of the product. Developments in technology, like the emergence of Web2.0, and the shift from closed innovation to a more open innovation system has caused firms to gain interest in using open innovation and new media tools in NPD activities. New tools emerge or are added to existing software, which makes IT pervasive in all phases of NPD. To improve the process of NPD and to justify investments in IT, it is important for firms to understand the impact of these tools on NPD outcomes. Since these tools are relatively new, as is their use, little empirical research exists that investigates these relationships. The main goal of this study is therefore to investigate the use of IT and open innovation tools in the New Product Development process and its impact on NPD outcomes. The study is part of a cross-national study in the United States, Australia and The Netherlands. This thesis is concerned with the Dutch part. An online survey was distributed to 209 project-level NPD team members. The survey asked the respondents to evaluate the extent of usage of 18 IT tools for each major phase in the NPD process; the discovery, development and commercialization phase. Respondents also had to evaluate project outcomes for each phase, and indicate which external partners were involved per phase. Important controls and antecedents include product complexity, competitive intensity, open innovation climate, IT infrastructure, IT embeddedness and IT champion. The final sample of The Netherlands consisted of 104 respondents which results in a 50% response rate. The functional area of the participants is balanced between R&D (35%), Sales and Marketing (24%) and ‘Other’ (31%) representing CEO’s or directors. The firms of the respondents are either quite small (51% has less than 500 employees) or quite big (25% has more than 10,000 employees), predominantly established (68% is older than 20 years) and multinational (82%). The findings suggest that most companies involve customers and suppliers in their NPD activities. The extent of usage of new media and social media open innovation tools is lower than traditional tools (e.g. Email). Next to that, IT tool usage differs across phases. Total IT usage appears to be higher in the discovery and development phase compared to the commercialization phase. The antecedent IT infrastructure was found to have most significant effect on the use of IT, though not always as expected. While a better IT infrastructure has a positive impact Process & Project Management tools and Social Media Tools, it has a negative effect on Traditional Tools. This suggests that a better IT infrastructure causes a shift in the type of tools used in a company. Furthermore, Social Media tools (e.g. Social Networking tools) have a positive impact on Process Performance, while using Traditional tools in the commercialization phase can negatively influence Process Performance. This study provides a snapshot of the use and impact of a set of IT and open innovation tools. To understand its developments and impact over time, the use of specific IT tools by phase should be examined again in a few years. The impact of IT infrastructure on the use of specific IT tools also needs further investigation as well as the impact of Social Media on NPD outcomes.","Information Technology; Open Innovation; New Product Development; Social Media","en","master thesis","","","","","","","Campus only","","Industrial Design Engineering","Product Innovation Management","","","",""
"uuid:62fc4574-9025-4641-9c97-a31101c29de5","http://resolver.tudelft.nl/uuid:62fc4574-9025-4641-9c97-a31101c29de5","Salt Intrusion Prevention in Locks: Designing a Movable Sill in the Existing Krammer Commercial Navigation Lock","Van Tongeren, B.","Jonkman, S.N. (mentor); Van de Kerk, A.J. (mentor); Molenaar, W.F. (mentor); Uijttewaal, W.S.J. (mentor)","2013","Salt intrusion is undesired because it has negative effects for drinking water and agricultural water intakes. At the Krammer locks (Zeeland, the Netherlands) a complex system is integrated in the design of the lock which prevents salt intrusion very accurate. This effective reduction of salt intrusion is regrettably accompanied with high energy consumption, high operational costs and high maintenance costs. On top of that, the entire system needs big maintenance in 2 years (20 M euro) and an extensive expansion in 10 years (300 M euro). Since retaining the current system is very expensive, other options have been elaborated. A pilot project is carried out in the smallest lock of the complex. The pilot has as main objective to get insight in possibilities for a design in the much larger commercial locks. The objective of this study is to present a feasible design for a salt intrusion prevention system in the commercial locks. It should be comparably effective as the current system, while having lower energy consumption, lower construction costs, lower maintenance costs, lower operational costs and a higher lock capacity. After an analysis it became clear that this is possible by including a movable sill in the structure. A comparison with the design of the pilot and the current system must prove the abilities of the new design. The presence of a movable sill results in a height reduction of the air bubble- and water screens in the new design. The screens are both integrated in the movable sill. In operation, the sill moves vertically up and down once every tidal cycle of 12 hours. It allows ships to sail over it, while being positioned as high as possible. Above the top level of the sill, the integrated screens reduce the negative effects. In this way, the optimum reduction of water exchange is obtained. The design of the screens is partly based on the design of the pilot. It’s optimised by using other dimensions and reducing the required air pressure for the air bubble screens. After determining the governing loads on the structure, a dimensioning has led to the final design. The driving mechanism is located above water and controls the height of the sill via vertical steel tubes. The structure is integrated in the existing lock chamber, in which a guiding rail distributes the forces of the sill to the lock chamber. The design is first compared to the current situation. In this comparison it becomes clear that salt intrusion prevention of the current system can be matched closely. The reduction of fresh water loss by the system improves considerably and the capacity of the lock increases by a third. A comparison of the design with the design of the pilot is quantified as being approximately 20% more effective, consuming 50% less energy and being 30% cheaper than a configuration with air bubble- and water screens only. The expected improvements of the design in this study show that it is an interesting design. The quantifications are obtained by calculations based on various assumptions. Before the design can be realised, there are quite a few important recommendations which need to be elaborated. The assumptions in the used calculation methods need attention especially. Nevertheless, the presented design shows that a movable sill is an interesting option, to which further studies seem worthwhile. Apart from a realisation in the Krammer locks, the design has a broader potential; the benefits hold for all locks with salt intrusion countermeasures installed. It’s especially interesting in deep locks or locks with an increasing mean water level. In that case the effectiveness may increase even more.","salt; lock; intrusion; salt intrusion prevention; movable sill","en","master thesis","","","","","","","","","Civil Engineering and Geosciences","Hydraulic Engineering","","Hydraulic Engineering","",""
"uuid:5a400eb6-5ff7-4dbc-b345-37f2f8ead7c2","http://resolver.tudelft.nl/uuid:5a400eb6-5ff7-4dbc-b345-37f2f8ead7c2","TRIcook: Product Design for Tristar to Make Social Cooking a Fun and Healthy Experience","Wolfswinkel, L.T.","Tempelman, E. (mentor); Sonneveld, M.H. (mentor)","2013","This graduation project is done for Tristar Europe B.V. The company’s core portfolio consists of domestic appliances, with a strategy to produce low-cost products in China to sell in a low price segment in Europe. However, the focus of the company is slowly changing and Tristar wants to become a more competitive and progressive brand. Tristar has detected an opportunity in their growing Funcooking section: developing a new product to take the lead in this market segment. The company desired a product that responds to the growing problem of obesity and help people cook together in a fun and healthy way. Research questions were set up to gain information about the company, funcooking, cooking & food, the market, context and obesity. The questions were answered during the analysis by retrieving the needed information through Tristar, literature research, an expert opinion and user research. The goal of this analysis was to formulate a grounded philosophy for the product that had to be designed. The ideal social cooking experience is like the Dutch Sinterklaas celebration with surprise gifts; the excitement and curiosity on forehand and spending the evening together in a cozy and relaxed atmosphere. Next to these feelings, people want to discover good food, feel balanced and share new experiences. Five core values regarding a dinner ritual were extracted; creating a cozy and relaxed atmosphere, togetherness, anticipatory pleasure, consciousness and activeness. These all contribute to enjoyment; enjoying each other and enjoying the food. With a design direction derived from the analysis, the ideation and conceptualization was started. The aim was to design a social cooking and eating ritual in combination with a corresponding funcooking device which evokes the diners in trying this new ritual. All ideas were built around the storyboard which tells the intended story of the social cooking ritual and keeps the core values in mind. Different parts of this storyboard were put into a timeline, each part having different designed solutions. By intuitively combining these solutions, the strongest ‘tracks’ in telling the intended story were extracted. The ‘TRIcook with app’ was chosen and further embodied. TRIcook ritual: The host will use the phone App to explore and decide on basic ingredients thereby afterwards sending invitations in which the diners will be asked to come up with a course based on these ingredients. Both the host and the invited diners will experience a growing curiosity due to the task. The diners will work together to create each course and the dinner will exist of cooking and tasting the different small courses after another. Working together creates togetherness and will be even strengthened by sharing all dishware and by presenting food to each other. Tasting and being conscious about the food is an important part of this ritual. TRIcook device: Using the TRIcook device, everybody is working together to create a dish: cutting on the three cutting boards, cooking on the three grill-devices and presenting this using the three plates. All parts are triangular and the arrangement will adapt to the users during the ritual, which contributes to the interaction with each other and the food. The plates and cutting boards have respectively a bended and hinged corner, which will invite the diners to pick it up, pass it around and present it to the other diners. Furthermore, pinchers are included eating tools for being in close contact with the food. A user test was performed to test if the diners encounter the intended social and food interactions during the ritual and whether this leads to a fun, cozy and healthy experience. This validation was twofold: on one hand the scenario with the tasks and the multiple courses and on the other hand the interaction with the designed product on the table.","Tristar; TRIcook; funcooking; design; cooking ritual","en","master thesis","","","","","","","Campus only","","Industrial Design Engineering","Design Engineering","","Master of Science Integrated Product Design","",""
"uuid:a9a961a4-a6ca-4368-b024-fa2058d480b1","http://resolver.tudelft.nl/uuid:a9a961a4-a6ca-4368-b024-fa2058d480b1","A product service system for a Bugaboo stroller: The business perspective","Izaguirre, M.A.","Bakker, C. (mentor); Mooij, S. (mentor)","2013","This thesis project is a collaboration between the Innovation Department at Bugaboo Inc, and Delft University of Technology. The main objective is to design a product service system for a Bugaboo stroller that can bring benefits to the consumer, the planet and the company. This report proposes a product service system called “Bugaboo Zoo”. It is a lease service targeted to first – time parents in the Benelux. It provides them with two dedicated strollers: The Bugaboo Cameleon, which provides a protective environment for the newborn, and a new product concept called The Bugaboo Zoo, which proposes a solution for the stroller’s needs of playful toddlers.","product service system","en","master thesis","","","","","","","Campus only","2015-04-26","Industrial Design Engineering","Design Engineering","","","",""
