"uuid","repository link","title","author","contributor","publication year","abstract","subject topic","language","publication type","publisher","isbn","issn","patent","patent status","bibliographic note","access restriction","embargo date","faculty","department","research group","programme","project","coordinates"
"uuid:08c9ef57-0d62-449f-934b-b1e2a2b36715","http://resolver.tudelft.nl/uuid:08c9ef57-0d62-449f-934b-b1e2a2b36715","On the generation of surfable ship waves in a circular pool: Part I: physical background & wave pool design","De Schipper, M.A.","Stelling, G.S. (mentor); Stive, M.J.F. (mentor); De Koning Gans, H.J. (mentor); Reniers, A.J.H.M. (mentor); Uijttewaal, W.S.J. (mentor); Henriquez, M. (mentor); Labeur, R.J. (mentor); Van Thiel de Vries, J.S.M. (mentor)","2007","Surfing as a sport is growing. Locations with good surfing conditions are limited and therefore crowded. The growing interest for the sport led to a new concept, surf pools. Surf pools mimic good surfing conditions found along the coast. This thesis is about the technical feasibility of a new surf pool concept, creating surfing waves in a circular pool by towing ship-like hulls around. The hulls are towed along the outer wall of the pool and waves generated by these hulls propagate inwards and break on an island in the middle of the pool. The waves break around the island which theoretically leads to endless surf rides. The initial design as suggested by Webber is based on a pool diameter of 200 m and a water depth of 3 m. The objective of his design to generate 2 m high waves for intermediate to expert surfers. Because of the lack of knowledge about ship induced waves in such an enclosed environment, a physical and a numerical model study are carried out. Various hull sizes are towed in a towing tank and the surface elevations are measured and analyzed. From this physical model study it was concluded that the wave pattern behind a hull is the result of a complex interference pattern and is easily disturbed when the velocity beside the hull becomes large. The difficulties of wave generation by a hull therefore lie in the return currents. The magnitude of the return flow is a function of the blockage, the percentage of the cross section of the pool blocked by the hull. In case the blocking and the velocity are too large, water accumulates in front of the hull and the wave field behind the hull is disturbed, the so-called trans-critical regime. Maximum wave height is found when to towing a hull at the onset of this trans-critical regime. The initial wave pool design is evaluated, and it was concluded that the water depth of 3 m is insufficient to generate the desired 2 m waves. Therefore an amended design is presented. Water depth is increased to 7 m and the generation area is enlarged to reduce the blockage to 5%. The large generation area causes a weak return flow and therefore less turbulence in the pool. In such a cross section it is considered technically possible to generate 2 m high surfable waves.","waves; surfing; ship; pool","en","master thesis","TU Delft, Civil Engineering and Geosciences; Hydraulic Engineering","","","","","","","","Civil Engineering and Geosciences","","","","",""
"uuid:d7fa0842-f64d-4f1b-b3f4-dc971b4f9dc2","http://resolver.tudelft.nl/uuid:d7fa0842-f64d-4f1b-b3f4-dc971b4f9dc2","On the generation of surfable ship waves, Part II: The application of stereo photo technique measuring water surface elevation and surface flow velocities","De Vries, S.","Stive, M.J.F. (mentor); Stelling, G.S. (mentor); De Koning Gans, H.J. (mentor); Reniers, A.J.H.M. (mentor); Uijtewaal, W.S.J. (mentor); Henriquez, M. (mentor); Van Thiel de Vries, J.S.M. (mentor)","2007","Wave pools are designed to mimic surfing conditions as they exist along coasts. The Liquid Time Wave Pool concept, invented by Greg Webber, suggests a new method for wave generation. Waves are generated by a hull which moves in a channel. These ""ship waves"" break on a slope creating surf. Key feature of the concept is to make ship waves surfable. To investigate the possibility of creating surfable ship waves an experiment is conducted. During this experiment hulls are towed through a channel and the generated waves are measured using a stereo photo technique. The objectives of this study are to: 1) Investigate the possibility of making ship waves surfable; 2) Investigate the capability of the stereo photo technique to measure water surface elevation and surface velocity over a specific area. Existing theory offers the possibility to estimate wave fields using Froude depth numbers and the blocking of the channel cross section by the hull. The Froude depth number represents the ratio of the ship speed and the shallow water celerity. When Froude depth numbers and blocking values are low, hull speeds are much smaller than the shallow water celerity. The regime is called sub-critical and a dominating secondary wave field is expected. When Froude depth numbers and blocking values are high, hull speeds are high and currents around the hull can become critical. The hull speed when return currents become critical is called the limit speed. Hull speeds exceeding the limit speed account for the trans-critical regime. The trans-critical regime holds a dominating primary wave system and a negligible secondary wave system. The angle of the generated wave determines the peel angle of the surfing wave. The peel angle is the angle enclosed by the wave crest and the path of the breakpoint. Peel angles mainly determine the surfer speed. To gain insight in wave angles and surface velocities of ship waves and to verify existing ship wave theory a physical experiment is conducted. In the experiment hulls with different blocking coefficients are towed through a channel at different speeds covering the sub-critical and trans-critical regime. The wave field generated by the hull is simultaneously photographed by two distinct calibrated cameras. These stereo photos taken by the cameras are input to the stereo photo algorithm. The output of the algorithm is the water surface elevation and the surface flow velocity of the wave field. It is found that the stereo photo technique offers a great possibility to derive water surface elevations and surface flow velocities. Water surface elevations are verified using parallel measurements by wave gauges. Accuracy of the technique highly depends on camera calibration which must be improved. Limiting factors for accuracy using the technique are the pixel resolution of the images, computational power and the density of the floats. Using the stereo photo technique theory is validated. It is found that the wave field in the trans-critical regime holds strong currents. These strong currents make the trans-critical regime not suitable for surfing. The sub-critical regime holds weak currents and wave angles suit the range of the required peel angles. The Liquid Time Wave Pool design should account for towing speeds and blocking coefficients leading to the sub-critical regime.","waves; surfing; stereo; photo; ship","en","master thesis","TU Delft, Civil Engineering and Geosciences, Hydraulic Engineering","","","","","","","","Civil Engineering and Geosciences","","","","",""
"uuid:5a4c4925-6590-4983-9095-5ebe6280f222","http://resolver.tudelft.nl/uuid:5a4c4925-6590-4983-9095-5ebe6280f222","Music on: The value of standalone digital music vending service in India: developing a service business model by using the STOF business modelling framework","Schipper, H.","Bouwman, W.A.G.A. (mentor); Dekker, R. (mentor); De Reuver, G.A. (mentor); Balachandran, S. (mentor); NXP Semiconductors India Ltd. (contributor)","2007","","","en","master thesis","TU Delft, Technology, Policy and Management, Information and Communication Technology (ICT)","","","","","","","","Technology, Policy and Management","","","","",""
"uuid:ffeb6596-36b6-4fb6-a04a-e1cb7fd441da","http://resolver.tudelft.nl/uuid:ffeb6596-36b6-4fb6-a04a-e1cb7fd441da","Klantenbinding bij kantoorhuurders. Kwaliteitsverhoging van kantoorruimte als middel om huurders te binden.","Neecke, A.","Arkesteijn, M.H. (mentor); Koppels, P.W. (mentor)","2007","Omstreeks 2001 is de economie drastisch verslechterd, maar deze is zich momenteel weer aan het herstellen. De effecten van de laagconjunctuur werken echter nog door in de vastgoedmarkt. Toen er nog sprake was van een hoogconjunctuur breidden bestaande bedrijven zich uit en werden er veel nieuwe bedrijven opgestart. Dit had tot gevolg dat er een grote behoefte was aan kantoorruimte. Een deel van de kantoorruimte die hiervoor gebouwd werd, werd door ontwikkelaars op risico ontwikkeld. Op het moment dat de economie omsloeg, duurde het nog enige tijd voordat de in ontwikkeling genomen kantoren op de markt kwamen. Deze vertraging wordt veroorzaakt door de voor vastgoed kenmerkende lange realisatietijd en is onderdeel van de varkenscyclus. Omdat de economie echter verslechterde, krompen veel bedrijven in of gingen failliet. De vraag naar kantoorruimte nam af en er ontstond veel leegstand. In de zo ontstane vragersmarkt zien veel huurders hun kans schoon om te profiteren van de marktomstandigheden. Doordat kantooreigenaren hun panden graag willen verhuren om inkomsten te genereren, zakken de huurprijzen en worden incentives geboden aan potenti huurders om hen over de streep te trekken. Huurders hebben hierdoor de optie om te verhuizen naar een nieuw kantoorpand met dezelfde kwaliteit als hun oude pand, maar een lagere huur, of een nieuw pand met dezelfde huur, maar een hogere kwaliteit. Wanneer een huurder besluit te verhuizen, laat hij een kantoorruimte achter, waarbij de kans aanwezig is dat de eigenaar van dat pand niet direct een nieuwe huurder zal vinden. Met name bij oudere kantoorpanden is dit een risico. Daarom wordt het voor kantooreigenaren steeds interessanter om te achterhalen wat zij kunnen doen om hun huurders te behouden. Het is een optie om de kwaliteitswensen van de huurder binnen de bestaande huisvesting te voldoen. Vanuit deze insteek is de volgende vraagstelling geformuleerd: De vraagstelling van dit onderzoek is of het voor een verhuurder van kantoorruimte financieel aantrekkelijk is om door middel van het verhogen van de kwaliteit van een kantoorgebouw de zittende huurders te behouden? Het is financieel aantrekkelijk voor een kantooreigenaar om te investeren in de kwaliteit van een kantoorgebouw, wanneer de te verwachte extra inkomsten van deze investering even hoog of hoger zijn dan de kosten die nodig zijn voor het realiseren van de kwaliteitsverbetering. Het is het meest aantrekkelijk om te investeren in de mate van herkenbaarheid van een gebruiker in een kantoorgebouw, waarbij gedacht moet worden aan de herkenbaarheid van de naam op de gevel van het gebouw. Na deze gebouwfactor is het het meest aantrekkelijk om te investeren in de hoofdentree van een kantoorgebouw, gevolgd door de mogelijkheid om ramen te openen en ten slotte de kwaliteit van de gevel. Om de aantrekkelijkheid van een investering in de kwaliteit van van de genoemde gebouwfactoren te visualiseren, is een investeringsmodel ontwikkeld. Dit model bestaat uit een assenstelsel met vier assen, dat is opgedeeld in twee delen: de mogelijke investering en de benodigde investering. De mogelijke investering is de investering die een kantooreigenaar kan doen op basis van extra huur die hij voor een kwaliteitsverbetering van een gebouwfactor kan vragen en de benodigde investering is de investering die daadwerkelijk nodig is om de ingrepen te financieren die nodig zijn om de kwaliteitsverbetering te realiseren.","kantoor; kwaliteit; vastgoedbelegger; investeren; huurder","nl","master thesis","Technische Universiteit Delft, Faculteit Bouwkunde, Vakgroep Real Estate and Housing","","","","","","","","Architecture","","","","",""
"uuid:dd80d419-0d55-4867-bb4d-771ed54a91b4","http://resolver.tudelft.nl/uuid:dd80d419-0d55-4867-bb4d-771ed54a91b4","Dynamic Port Planning under Competition: Development of a tool for strategic investment planning","Gerrits, W.A.","Ligteringen, H. (mentor); Zondag, B. (mentor); Van de Voorde, E. (mentor); Verhaeghe, R.J. (mentor)","2007","Since the container revolution in the mid-sixties and the scale increase it caused, seaports face changing technological developments and economic circumstances. Terminal operators and port authorities have to deal with an increasing number of uncertainties. Especially in container transport competition plays a major role. Containers have a relative large mobility and container transportation routes are less bounded to modalities, ports and logistic chains. As a consequence the substitutability of ports is considerable. Port selection within the logistic chain is part of the selection of the logistic chain which is the primary choice. The market power of shipping companies has been enhanced to the extent that they have gained control of logistic chains. The capacity of container carriers is still growing and as long as there is enough freight to transport they tend to call at less and less ports. There are huge challenges for container ports and their terminals to remain competitive and to handle the anticipated growth with an increase of their productivity, a reduction of port congestion (e.g. Maasvlakte II) and improvement of their hinterland accessibility (e.g. the Betuweline). The overall objective of this research is to provide port authorities with a tool to support their strategic investment planning in a competitive market. The tool should provide port authorities with information on the impacts of, structural and non-structural, capacity improvement measures on the future demand for container service. The present thesis contributes to this objective by the development of the Port Competition Model, a supporting planning tool. The port can be considered a node in a transport network with competition, which faces a dynamic situation concerning the timing and sizing of capacity expansions of other ports and changes in the transport network. The challenge is to incorporate the aspects of the full dynamics of port competition over the network in the Port Competition Model by simulation of the competitive strategies of other ports and the sensitivity of decisions on port investment for such strategies. To this end the Port Competition Model needs to represent varying market shares over the years in order to reflect strategies of other ports. When port planning is based on varying market shares of competitive ports it can be defined as ""dynamic port planning"". The focus of this research is the reaction of a particular port on a change in the transportation network. A scenario for such change is the entry of new routes via a competing port. This leads to decreased demands and benefits for the particular port. Potential reactions of the ports on this change include investment in port expansion and improvement of hinterland connections. The expansion of a port's surface area takes a central place in this research. The density of ports in Northwest Europe is the highest in the world. This implies severe competition. Four of the five biggest European ports are situated within the Hamburg - Le Havre range: Rotterdam, Antwerp, Hamburg and Bremen. Within this range the ports compete mainly on transit containers. The Port Competition Model has been developed for these four ports within the Hamburg - Le Havre range.","port; planning; dynamic; competition; tool","en","master thesis","TU Delft, Civil Engineering and Geosciences, Hydraulic Engineering","","","","","","","","Civil Engineering and Geosciences","","","","",""
"uuid:d3135f92-4f8e-437f-b8ed-0fd77671b136","http://resolver.tudelft.nl/uuid:d3135f92-4f8e-437f-b8ed-0fd77671b136","3D LED-display: Concepten en implementatie van roterend gedeelte","Van Dam, F.C.; Van der Leije, M.R.","Van Genderen, A.J. (mentor)","2007","De aanleiding van dit rapport is het documenteren van de ontwikkeling van het 3D LED-display. Het rapport bevat alle stappen tot de implementatie van het roterend gedeelte, waarbij nadruk op een heldere en stabiele weergave van verschillende kleuren ligt. Er zijn een tweetal keuzes gemaakt om op het roterende gedeelte een mooie 3D kleurenafbeelding te laten zien. Er is gekozen om het LED-display op te bouwen uit horizontale balkjes van acht RGB (Rood, Groen, Blauw) LED's, omdat dit een stabiele weergave oplevert. Deze RGB LED's worden parallel aangestuurd, omdat dit voor een heldere weergave zorgt. Om te zorgen dat het roterende gedeelte goed werkt, moesten er naast de gekozen concepten ook een viertal subonderdelen afgesproken en gemaakt worden. - Een lichtsluis die gemaakt is om het display adaptief aan de snelheid te maken. - Een sleepcontact om voeding en datacommunicatie van het vaste naar het roterende deel te brengen. - LIN(Local Interconnect Network)-hardware met een zelfontwikkelt protocol om een foutloze dataoverdracht te realiseren. - Een plaatje is opgebouwd uit een aantal cirkels boven elkaar, die elk weer in 64 stukken van drie bytes (RGB van 8 LED's) zijn opgedeeld.","3d; led","nl","bachelor thesis","TU Delft, Electrical Engineering, Mathematics and Computer Science, Computer Engineering","","","","","","","","Electrical Engineering, Mathematics and Computer Science","","","","",""
"uuid:52c23601-9782-46fb-92f6-e95870d8523e","http://resolver.tudelft.nl/uuid:52c23601-9782-46fb-92f6-e95870d8523e","Dynamic actor network steering and control (DANSC)","Helmerhorst, G.J.","Van Loon, P.P.J. (mentor); Bruil, I. (mentor); Hobma, F.A.M. (mentor)","2007","In de huidige praktijk van gebiedsontwikkelingsprojecten vindt het besluitvormingsproces plaats in pluricentrische besluitvormingsarenas, waarin sprake is van interorganisatorische planning. Door de wederzijdse afhankelijkheid tussen de partijen in deze arenas, de daaraan verbonden steeds wisselende partnerschappen en het onbekende eindresultaat, is het sturen van dergelijke projecten een complexe taak. De betrokken partijen (actoren) in deze arenas zijn niet hirchisch ten opzichte van elkaar geordend, waardoor de traditionele, veelal hirchisch geordende plannings- en besluit-vormingsmethodiek uit de bestaande ruimtelijke ordeningsprocessen, niet meer toereikend is. Om het complexe pluricentrische besluitvormingsproces in de huidige gebiedsontwikkelingen te ondersteunen wordt er in dit rapport een nieuw, op het multi-actoren proces gericht, management-instrument geroduceerd. Met dit instrument kunnen de verschillende sub-besluitvormingsprocessen, die in de arenas optreden, in keer als een multi-level netwerk worden gemodelleerd. Dit gebeurt niet centraal maar door de verschillende actoren zelf. Dit multi-level netwerk bestaat daardoor uit de betrokken actoren, hun activiteiten en hun (besluitvormings)relaties. Als resultaat geeft dit instrument elke actor inzicht in het besluitvormingsnetwerk en de mogelijkheid om in zowel zijn/haar eigen organisatie als in zijn/haar persoonlijke werkzaamheden (en bijbehorende activiteiten en relaties) te sturen. __ In urban planning nowadays, the decision-making process takes place in pluricentric decision-making arenas using multi-actor interaction. Due to mutual interdependency between the actors involved and ever-changing partnerships, managing this process is a complex task. Hence, trying to steer and control this process by means of traditional local-government-based hierarchical planning is nearly impossible. To aid this process a special management system for multi-actor urban decision making is introduced in this thesis. The system models the multi-actor process and the decision making activities in this process as a multi-level network, which consists of actors, activities, and the decision-making relations between them. As a result it provides each actor with the possibility to manage and enhance both his organisational and personal networks and the activities which go along with it. Two key system concepts are the dynamic solution space and the equal collaboration structure based on mutual interdependence. In order to implement these ideas, commonly-used critical path algorithms are insufficient, and a Linear Programming model is used instead. An experimental tool in early development is introduced.","multi-actor network; operations research critical path planning; interorganisational; solution space modelling; formal and hybrid structures","en","master thesis","TU Delft, Architecture, Real Estate & Housing","","","","","","","","Architecture","","","","",""
"uuid:beb954c2-f66b-4883-938f-e2bb16ff1020","http://resolver.tudelft.nl/uuid:beb954c2-f66b-4883-938f-e2bb16ff1020","Wave-impact driven dune face erosion processes: An analysis using stereo video observations and in-situ measurements","Kateman, I.","Stive, M.J.F. (mentor); Reniers, A.J.H.M. (mentor); Uijttewaal, W.S.J. (mentor); Cohen, A.B. (mentor); Van Thiel de Vries, J.S.M. (mentor)","2007","For socio-economic and safety reasons it is desirable to be able to model shoreline retreat. To that end, it is essential that models predict dune and beach profile change under storm conditions as accurately as possible. Several approaches to dune erosion modelling have been proposed. The wave-impact driven dune erosion model decouples inner surf and swash zone sediment transports from dune face erosion, enabling a combination of this model with a process-based morphodynamic model for the nearshore. Such a combined model allows for a physical feedback between nearshore hydrodynamics, dune face erosion and the evolution of the nearshore and foreshore from that erosion. The present report describes a study on wave-impact driven sediment flux. Previous research by Fisher et al. (1986) resulted in a linear relation between wave impact and dune face erosion volumes. In their approach the total erosion of a dune during a certain period is considered as the summation of the specific erosion volumes from single impacts on the dune face. From observations during large-scale dune erosion experiments in the Delta flume, it is concluded that dune face erosion under wave attack takes place in periodical slump events, preceded by a period of wave attack. In this research, the relation between wave impact and dune face erosion volumes is studied taking into account the periodicity of slump events. To this end, wave impact, period of wave attack and corresponding dune erosion volumes are defined and derived from data of the large-scale dune erosion experiments. Wave impact for a predefined period is derived from in-situ pressure and flow velocity measurements, while erosion volumes for entire tests and for individual slump events are derived from respectively in-situ profile measurements and video data. Stereo video calculations are used to process video data into 3D-profiles. The period of wave attack is derived from video measurements. The resulting values show a clear coherence between wave impact and sediment flux. Several relations can be fitted through the data points for the situation where the dune face is entirely above still water level (SWL) and the dune face has a near-critical slope. Fitted relations are not applicable for the situation where the toe of the dune is below SWL, as this implies a fundamentally different dune erosion process.","dune erosion; video monitoring; dune modelling","en","master thesis","TU Delft, Civil Engineering and Geosciences, Hydraulic Engioneering","","","","","","","","Civil Engineering and Geosciences","","","","",""
"uuid:6f32b195-f2b7-41e4-b70e-adae72c078e9","http://resolver.tudelft.nl/uuid:6f32b195-f2b7-41e4-b70e-adae72c078e9","Hygro-thermal properties of sheep wool insulation","Tuzcu, T.M.","Cauberg, J.J.M. (mentor); Van der Linden, A.C. (mentor); Van der Spoel, W.H. (mentor); Hasselaar, B.L.M. (mentor); Fraaij, A.L.A. (mentor)","2007","The primary energy use for house heating has increased strongly in the second half of the previous century. The environmental and economical impact of this high energy consumption has augmented the use of affordable insulation materials which have moderate environmental impact. Sheep wool is one of these natural products which are becoming more popular in the construction industry. Because sheep wool insulation, as a product, is very new on the market and also produced at this moment on relatively small scale, the general properties of sheep wool and especially the properties regarding moisture transfer have not been examined in great detail yet. Therefore, in first instance, a broad research is done about the wool fiber as a material and about the moisture transfer properties of wool (samples) in the hygroscopic range. Traditionally, the vapor transfer inside a material is governed by sorption on one hand, and on the other hand by the resistance to vapor flow. For sheep wool, the (steady-state) sorption behavior of wool has been studied extensively. Also the vapor resistance has been studied in some detail. But, the ?-factor of two wool insulation products with identical mass density can lay far from each other, both being measured according to the German norm (DIN 52615). Because of these differences, it was decided to measure the ?-factor of sheep wool insulation in this study using the well-known cup method. In addition, since wool samples may exhibit varying properties, the sorption isotherm of the wool was measured as well. And finally, besides these two experiments, a third experiment was carried out which focused on the time and space-dependent vapor transfer in a column of wool. The data from this quite unique experiment may indicate whether the vapor transfer inside the wool can be described using a Fickian diffusion model (i.e. one effective differential equation for the vapor transfer) or that non-Fickian effects do occur. The analysis of the cup method indicated that the vapor resistance (?-factor) lies between 1,2 (at 60% RH) and 2,12 (at 95% RH). As the ?-factor is expected to be constant or decrease with increasing RH, it is speculated that the increase of ?-factor was probably due to dilution of the salt solution. Consequently, the measurement of the permeability at lowest measured RH at the start of the experiment is probably the most reliable one. Therefore, it is concluded from this experiment that the ?-factor is 1,2 ±0,2. In these measurements it was seen that the sorption occurred in two stages after a step in RH. The first stage was fast, and occurred within a couple of hours, while the second step was very slow and took days to reach thermodynamic equilibrium. The second sorption stage was hardly present in the 45-60% RH range, but it was clearly observed in the range of 75-90% RH. This slow second stage of the adsorption is thought to be due to swelling of wool with increasing relative humidity.","","en","master thesis","","","","","","","","","Civil Engineering and Geosciences","Design and Construction","","","",""
"uuid:cdac434c-264e-4122-a707-776347b7aa56","http://resolver.tudelft.nl/uuid:cdac434c-264e-4122-a707-776347b7aa56","Ontwikkeling van een Battery Management System voor de Nuna Solar Car","Brouwer, J.P.; Van Eeden, C.J.; Geljon, M.; van Kessel, C.L.; Moolenaar, P.; Van Zwieten, J.S.B.","Bossche, A. (mentor); Bastemeijer, J. (mentor); Nuna 4 team (contributor)","2007","For the safe use of lithium-based batteries, a management system is neccessary. This management system keeps an eye on the battery to prevent it from overloading (explosion hazard) and underloading (battery failure). Furthermore, it strongly reduces degradation of the battery.","li-ion; battery management","nl","bachelor thesis","TU Delft, Electrical Engineering, Mathematics and Computer Science, Electrical Power Engineering","","","","","","","","Electrical Engineering, Mathematics and Computer Science","","","","",""
