"uuid","repository link","title","author","contributor","publication year","abstract","subject topic","language","publication type","publisher","isbn","issn","patent","patent status","bibliographic note","access restriction","embargo date","faculty","department","research group","programme","project","coordinates"
"uuid:ca4f1533-5fcb-4367-bd00-b95a5853df81","http://resolver.tudelft.nl/uuid:ca4f1533-5fcb-4367-bd00-b95a5853df81","The Design of a Small Aeroacoustic Wind Tunnel","Vendrig, Perrin (TU Delft Aerospace Engineering)","Mikkelsen, Robert (mentor); Ragni, Daniele (graduation committee); Fischer, Andreas (graduation committee); Delft University of Technology (degree granting institution); Technical University of Denmark (degree granting institution)","2020","In this master thesis project the initial steps for the design of a new wind tunnel<br/>for aeroacoustic measurements are made. Well-documented sizing methods for<br/>different wind tunnel parts were found in a literature study and were used<br/>together with 2D CFD simulations to create a new wind tunnel design. Thick<br/>corner vanes were used in this design with the purpose of using them as baffle<br/>mufflers to create a better environment for aeroacoustic measurements inside the test section. The performance of the wind tunnel was evaluated thereafter by 3D CFD simulations. The 3D simulations provide an idea of the flow velocities, the flow uniformity, turbulence intensities, pressure losses and noise sources inside the wind tunnel. Since an existing wind tunnel fan and 42 kW motor was to be reused, noise measurements were done to find the noise characteristics of the fan-motor combination and to have an idea of how noise would propogate in<br/>the environment were the new wind tunnel would be placed. After the noise<br/>measurements, predictions of the transmission loss through the corner vanes<br/>were made by using finite element analyses.","","en","master thesis","","","","","","","","","","","","Aerospace Engineering | Aerodynamics and Wind Energy","",""
"uuid:095559d3-1109-438d-ac78-80edad507f39","http://resolver.tudelft.nl/uuid:095559d3-1109-438d-ac78-80edad507f39","Design of a module for bipolar vessel sealing: The conversion of Electrosurgical to Advanced bipolar power for Low- and Middle-income countries","Sinha, Shivani (TU Delft Electrical Engineering, Mathematics and Computer Science; TU Delft Microelectronics)","Robertson, Daniel (mentor); French, Paddy (graduation committee); Dankelman, Jenny (graduation committee); Bossche, Andre (graduation committee); Delft University of Technology (degree granting institution)","2020","According to recent survey [1], about 6 billion people live in Low-and-Middle Income Countries (LMICs) who do not have proper access to safe surgical care. There are several reasons behind this, such as lack of funding to the healthcare department, below par maintenance of the available devices, poor infrastructure and most importantly high cost of the surgical equipment necessary in an operating room. A bipolar vessel sealing system is one of the many devices which is required for laparoscopic surgery and new innovations in the vessel sealing technologies have transformed the ways of electrosurgery as these devices perform surgery in a safe, reliable and efficient way with minimum operating time and reduced blood loss. Unfortunately, these units have been extensively designed and developed for High Income Countries but not so much for LMICs. The department of Medical Instruments &amp; Bio Inspired Technology at TU Delft is currently working on a solution to produce a vessel sealing system which is safe and reliable to be used in LMICs. Electrosurgery is a type of surgery where high frequency alternating current is used to obtain a desired tissue effect like cut, coagulate, desiccate and fulgurate by converting electrical energy into thermal energy. An Electrosurgical unit is a generator which provides energy for many such surgical procedures and is available in every hospital. The aim of this project is to provide an additional module which can be attached to the ESU and generate energy of a bipolar vessel sealing system. The module will have a simple circuit design for easy maintenance and will be made of easily available, replaceable and inexpensive components. This will provide a possible solution to use bipolar vessel sealing in low cost setting. The list of requirements for the circuit of this module is collected from technical details in user manuals and experimental studies for both conventional ESUs and bipolar vessel sealing systems. It also determined the input and output characteristics of the module. The circuit design of the module is based on the block diagram of a common ESU and similar components have been used to establish a connection. The circuit was designed and simulated in a software and the outcomes were matched to the output of a bipolar vessel sealing system already in use (LigaSure vessel sealing system).Further investigation and research are required to make this module functional for clinical applications as the module does not perform all the functions of a bipolar vessel sealing system, but it does fulfil the basic purpose for which such a system is used in electrosurgery.","Electrosurgical unit; vessel sealing; LMICs","en","master thesis","","","","","","","","","","","","Electrical Engineering | Microelectronics","",""
"uuid:e59cb2de-c42f-4505-86b6-76cf030e849a","http://resolver.tudelft.nl/uuid:e59cb2de-c42f-4505-86b6-76cf030e849a","Seasonal Underground Heat Storage","ter Meulen, Bram (TU Delft Electrical Engineering, Mathematics and Computer Science)","Infante Ferreira, Carlos (mentor); Delft University of Technology (degree granting institution)","2020","This study aims to assess the role and need of (seasonal) thermal energy storage in the next generation renewable, and sustainable central heating systems for the built environment in the Netherlands. Specifically, the neighbourhood ""Karwijhof"" in the city Nagele which is transitioning to a collective renewable district heating network incorporating 24 users. The emphasis of this study lies on the technology for storing thermal energy and two different heat collection technologies. The storage of heat is done using an underground seasonal thermal energy storage (USTES), in this case an underground sensible heat storage tank using water as storage medium. The system relies on a small scale district heating network (DHN) for the distribution of heat. For this research two heat collection technologies are considered resulting in two systems to be compared, both incorporating the USTES as main system component. The first system relies on heat collection by solar thermal collectors, the second on an air-water heat pump. Both systems are modelled in the Matlab-Simulink software environment and back tested on historic (publicly available) weather data provided by the Royal Dutch meteorological institute (KNMI). Different system sizes are tested on their key performance indicators through an iterative process. System sizes depend on the capacity of the main components which include: volume of the USTES, surface area of the solar thermal collectors, and air-water heat pump capacity. Key performance indicators include the levelised cost of heat (LCOH) and the seasonal coefficient of performance of the system which gives an indication on the autonomy of the system. To increase the autonomy of the systems a photo-voltaic (PV) array is considered for both systems to offset the electricity use. However, the systems are allowed to exchange electricity with the grid translating into the goal of ""zero on the meter"" autonomy. The model results show a mismatch between heat demand and generation. Demand peaks during winter from December-March while generation peaks during the summer months May-August. The USTES is needed to overcome this mismatch and ensure access to heat throughout the year. The results show that both systems can ensure heat throughout the year for the users considered during this study. However, systems cannot compete with traditional natural gas heating systems based on the LCOH. This is partly due to the high cost of the district heating network. The systems including a PV array show a LCOH that can compete with the traditional natural gas HR-boiler but are constraint by the rooftop area available during this study leading to a non competitive LCOH. Though, even with enough rooftop area for a PV array the systems cannot pay them self back relative to the base scenario due to the financing costs. During the study no subsidies were taken into account. Subsidies will be needed to make the renewable energy systems presented in this study financially more attractive in the short term. When considering the environmental benefits it can be argued that the systems are already competitive to the traditional natural gas heating systems. Further studies should focus on efficiency gains in the district heating network and the control mechanism of the air-water heat pump. It is expected that the LCOH of systems as proposed in this study will decline in the future as a result of cost reductions and/or efficiency increases of the system components. Also, a lower LCOH is deemed achievable for neighbourhoods with simpler district heating networks (i.e. less meters of DHN piping per user).","","en","master thesis","","","","","","","","2025-05-29","","","","","",""
"uuid:013ef48a-15cc-4fab-ad66-4d73f0e3bd29","http://resolver.tudelft.nl/uuid:013ef48a-15cc-4fab-ad66-4d73f0e3bd29","Design, simulation, fabrication and measurement of a superconducting microwave resonator allowing the application of a DC bias through a symmetry point","Gimbel, Pieter (TU Delft Applied Sciences)","Steele, Gary (mentor); Delft University of Technology (degree granting institution)","2020","Superconducting microwave resonators based on coplanar waveguides (CPWs), which allow for on-chip implementation, have a wide variety of uses, from the coupling of qubits to the detection of photons from interstellar clouds. With the integration of a bias circuitry, the already versatile resonator will become even more so. However, applying a DC voltage or current bias to the resonator without significantly degrading its quality factor <i>Q</i> is no trivial task. One of the first superconducting microwave resonators with the ability to allow for the application of a DC bias, made use of symmetry points. In order to not rely on those symmetry points, our group came up with a different design that used a shunted capacitor instead. However, this design needs a more extensive and in particular more complicated fabrication process. As the groups focus is now completely away from the original design, we go back in this thesis, to honestly evaluate such a resonator by applying a bias to its center. We present a design with the cavity length <i>l</i> to be a full wavelength (<i>l</i> = λ) terminated on both ends to ground, fed in by a capacitively coupled AC-feedline at λ/4 and a DC-bias line at its center (λ/2). After the first fabrication trial we were unable to successfully judge the performance of the microwave resonator as it suffered from bad internal loss, leading to a low internal <i>Q </i>~ 300 at 4 K. The only thing that this showed us, is that its design is perhaps not as straightforward. On the other hand, interesting results specific to the design were obtained from QUCS simulations (using a combination of lumped and distributed elements). These simulations showed that the quality of the resonator is highly sensitive to the position of its galvanically connected bias line, with respect to the center of the cavity (voltage node). Where <i>Q</i><sub>int</sub> drops down to 10 % of its maximum for &lt; 0.1 mm (= <i>l</i>/320) away from the center. Furthermore, we saw that asymmetry in the ports causes the maximum <i>Q</i><sub>int </sub>(voltage node) to be off-center by 9 μm, and that adding an extra feedline in symmetry to the existing one puts it back on-center. Demonstrating the voltage node susceptibility to asymmetries of the cavity mode. Despite the unpromising signs the results show, suggestions have been put forward about better isolation of the bias line that have the potential to still make the design attractive. While these isolations still baring the traits of a faster and less complex fabrication.","microwave resonator; quality factor; DC bias; coplanar waveguide","en","master thesis","","","","","","","","","","","","","",""
"uuid:b167cbe1-6738-4866-80a8-33c0e0d7420f","http://resolver.tudelft.nl/uuid:b167cbe1-6738-4866-80a8-33c0e0d7420f","Eﬀects of Salinity Variations in the Labrador Sea: An evaluation of salinity eﬀects on the Labrador Sea circulation through an idealized model","Woud, Storm (TU Delft Civil Engineering and Geosciences)","Katsman, Caroline (mentor); Vizcaino, Miren (graduation committee); Pietrzak, Julie (graduation committee); Sayol España, Juanma (graduation committee); Delft University of Technology (degree granting institution)","2020","The Labrador Sea is one of the deep convection sites in the world's oceans and the water masses formed here are an important component of the Atlantic Meridional Overturning Circulation (AMOC). To study this linkage, one study in particular used an idealized model of the Labrador Sea where the density variations consists only of temperature variations. In this study, it is questioned whether the assumption of neglecting salinity is appropriate, by analysing the pathways of water mass and water mass transformation in the Labrador Sea.<br/>This is investigated by using that same idealized model (here called the reference run) and comparing this to a model where salinity variations are added whilst keeping density variations the same (Sconstant) to produce a similar circulation pattern. Furthermore, a model configuration is created which investigates if a seasonal cycle in salinity impacts the circulation pattern of the Labrador Sea (Sseasonal). The pathways of water masses in these model configurations are analyzed by Lagrangian particle tracking from A to B. <br/>It was found that with the same initial density variations the maximum surface eddy kinetic energy (EKE) increases by 41 % when salinity is incorporated in the model. An increase in EKE is often associated with more water mass leaving the boundary current (BC) due to an increase in instabilities. Surprisingly, the opposite was found: 7.02 and 8.22 Sv are transported through the BC for the reference run and Sconstant, respectively. Furthermore it was found that most of the water mass leaves and re-enters the BC near the maximum EKE for each model configuration. An increase was found in maximum overturning in density space from an Eulerian perspective: from 3.9 to 4.8 Sv for the reference run and Sconstant, respectively, where about 10 % so called density compensation occurred for Sconstant. No significant annual changes are found when adding a seasonal cycle to the model. For all model configurations a large discrepancy exists between Eulerian and Lagrangian calculations in downwelling. This discrepancy is due to Lagrangian particles that reside in the models at the end of their simulation duration Thus the overturning in the Labrador Sea is significantly influenced by particles that have a long residence time (longer than 4 years in these model simulations). Between 22 and 25 % of the Lagrangian volume transport does not reach the outflow of each model simulation.<br/>There are also properties that salinity did not influence: no significant changes were found between the model configurations for the overturning in depth space, the annual MLD and barotropic streamfunction. In conclusion adding salinity to the idealized model showed only minor changes in the pathways of water mass and water mass transformation: the order of magnitude of all analyzed properties stays the same. Density compensation however is neglected when no salinity variations are added in the model. This means that for a highly idealized model of the Labrador Sea, salinity variations can be neglected, when density variations due to salinity variations are represented by temperature variations.","Labrador Sea; Overturning; Lagrangian particle tracking; eddy kinetic energy; mixed layer depth","en","master thesis","","","","","","","","","","","","","",""
"uuid:263d00b6-0b0f-4ad5-b9dd-2d4522238c46","http://resolver.tudelft.nl/uuid:263d00b6-0b0f-4ad5-b9dd-2d4522238c46","Range of motion assessment during total hip arthroplasty: Development and validation of a new instrument for range of motion measurement during total hip arthroplasty","Boedhoe, Raoul (TU Delft Mechanical, Maritime and Materials Engineering; TU Delft Biomechanical Engineering)","Horeman, T. (mentor); Wei, J.C. (mentor); Dankelman, J. (graduation committee); Seth, A. (graduation committee); Delft University of Technology (degree granting institution)","2020","Total Hip Arthroplasty (THA) is a procedure where a defective hip joint with pain symptoms or functional impairment is replaced by a hip prosthesis. During this procedure, the optimal hip prosthesis should be chosen and placed in the correct orientation to achieve a stable hip joint. Failure to do so can lead to dislocation, mechanical failure or infection of the hip joint. To improve the outcome of the THA, range of motion (ROM) of the hip joint can be evaluated during the surgery after placement of the hip prosthesis. Current methods of measuring hip ROM have some limitations. For example, there is a low intra- and inter-test reliability between identification of the bony landmarks and goniometric alignment. The goal of this project was to develop an instrument that can measure the ROM during THA without the limitations of current instruments. An instrument was developed that determines its orientation via an inertial measurement unit (IMU). The IMU is connected on the upper leg via a strap and aligned with the bony landmarks via laser beams. A test has been performed to validate the usage of the instrument. The ROM of the hip for flexion and abduction motion was measured with the instrument and compared to a reference measurement made with two video cameras. A significant difference was found: the instrument did not stay aligned with the hip joint. For further development of the instrument, the drift should be minimised and multiple straps should be tested to allow a better fixation. Additionally, the added-value of the laser requires further research.","Total Hip Arthroplasty; Range of motion; IMU; hip prosthesis","en","master thesis","","","","","","","","","","","","Biomedical Engineering","",""
"uuid:6c2325c6-1fa7-4685-8000-9e161343cd34","http://resolver.tudelft.nl/uuid:6c2325c6-1fa7-4685-8000-9e161343cd34","Truthful Trading in Local Energy Markets","Liu, Lawrence (TU Delft Electrical Engineering, Mathematics and Computer Science)","Cvetkovic, M. (mentor); Saur, R. (graduation committee); Delft University of Technology (degree granting institution)","2020","With the increasing share of renewable and thus volatile distributed generation<br/>worldwide, small-scale energy producers, prosumers and consumers will become more and more involved in the overall energy system. These small-scale actors were formerly excluded from the energy market, as legislative restrictions about generation size and legal stipulations prohibited them from actively taking part in the bidding process. While DERs of intermittent nature, such as PV installations already constitute a significant part of the generation mix, the wholesale electricity markets have not been designed taking their characteristics (production variability, low predictability, zero marginal cost of generation and strong site-specificity) into account, thus making their market integration harder. Local electricity markets (LEMs) solve this issue by providing a local market platform to residential actors within a community. They empower small scale electricity producers, prosumers, and consumers and offer economic incentives for creating local electricity balances. Yet, definitions of LEMs, their concepts and market mechanisms are mostly case driven instead of comparative. Furthermore, mechanisms which induce truthful bidding from market participants have received little attention within the context of residential LEMs. This thesis attempts to address these gaps by comparing several truthful double auction mechanisms and proposing a market mechanism framework suitable for residential LEMs. A Monte Carlo simulation is conducted to compare mechanism performance indicators under various LEM scenarios. Main performance indicators include the quantity of energy traded locally, gains-from-trade between market participants and total revenue received by the market operator. Finally, recommendations on capturing the value of implementing truthful mechanisms are made for potential LEM stakeholders.","Local Energy Markets; Mechanism Design","en","master thesis","","","","","","","","2021-05-29","","","","Electrical Engineering | Sustainable Energy Technology","",""
"uuid:c21489a5-d9f7-4203-9bac-517fa7590eeb","http://resolver.tudelft.nl/uuid:c21489a5-d9f7-4203-9bac-517fa7590eeb","Increasing energy storage in compliant tape-spring mechanisms","Verzendaal, Jan Maarten (TU Delft Mechanical, Maritime and Materials Engineering)","van de Sande, W.W.P.J. (mentor); Plettenburg, D.H. (mentor); Herder, J.L. (mentor); Delft University of Technology (degree granting institution)","2020","This thesis studies the possibility of energy increase in tape-spring assemblies through stacking, defined as the practice of placing tape-springs on top of each other in parallel. consists of five chapters. Chapter 2 consists of a paper that presents a theoretical approach to stacking of tape-springs, and studies the potential of energy storage using analytical functions of tape-spring strain energy and deformation behaviour. The goal of this simplified approach is to understand the potential of energy increase through stacking, and subsequent material considerations, without taking practical considerations in account yet. This creates context for the next chapter, in which a more specific configuration is further worked out. Chapter 3 consists of a paper with a simulation and experimental approach on energy increase in tape-springs, considering a specific configuration of boundary conditions, comparable to an arm support system. The goal of this paper is to verify the energy storage increase for a practical implementation of a stack of tape-springs. The strain energy distribution in the material and the resulting force-deflection behaviour is studied in a finite element shell model in MATLAB. The force-deflection behaviour of a stack of two tape-springs is experimentally validated, and compared to the force-deflection behaviour of the individual tape-springs. Chapter 4 contains the general discussion of the findings for both the theoretical, as well as for the simulation and experimental approach to the stacking of tape-springs. The main findings are highlighted in chapter 5. Some additional information on this thesis is added in the appendices.","Tape spring; Energy storage; Stacking; Compliant Shell Mechanisms","en","master thesis","","","","","","","","2021-05-29","","","","Mechanical Engineering | BioMechanical Design","",""
"uuid:7bdd88c6-5f5d-4931-9b0f-cbc9bdaa6856","http://resolver.tudelft.nl/uuid:7bdd88c6-5f5d-4931-9b0f-cbc9bdaa6856","Experimental investigation on the effect of dimple-protrusion surfaces in a counter flow heat exchanger","Tinwala, Sakina (TU Delft Mechanical, Maritime and Materials Engineering)","Delfos, R. (mentor); Peeters, J.W.R. (mentor); Kitzhofer, Jens (graduation committee); Delft University of Technology (degree granting institution)","2020","Flat plate heat exchangers are widely used in industrial and domestic applications. Industrial plate type heat exchangers generally operate in the turbulent flow regime. Although, increase in flow speeds leads to higher transport of heat, it also causes a rise in the pressure loss which is undesirable. Therefore, to combat the problem of high pressure drop, this thesis explores the use of a passive enhancement technique to improve heat transfer. The aim of this thesis is to experimentally investigate the effect of dimple-protrusion surfaces in a counter flow type heat exchanger. The flow behavior is studied using Laser Doppler Anemometry and the local heat transfer characteristics are investigated with the help of Infrared thermography. The average Nusselt number and friction factor data is compared with those of a flat plate and it is found that the use of dimple-protrusion surfaces provide maximum improvement in the performance of the heat exchanger by 21% in the laminar-to-turbulent transition regime, at Reynolds number of approximately 2900.","Heat exchanger; Heat Transfer; Flow measurement technique; Infrared Imaging","en","master thesis","","","","","","","","2021-05-31","","","","Mechanical Engineering | Energy and Process Technology","",""
"uuid:f6bc64b6-bc11-4c22-899c-1d2852e47efa","http://resolver.tudelft.nl/uuid:f6bc64b6-bc11-4c22-899c-1d2852e47efa","Cooperative Robot Manipulators for Parcel picking and placing","Jacobs, Olav (TU Delft Mechanical, Maritime and Materials Engineering)","Kober, Jens (mentor); Damsteeg, Jan-Willem (graduation committee); Delft University of Technology (degree granting institution)","2020","In this thesis, a control scheme for lifting parcels using two robot manipulators is presented. The robots do not have a rigid grasp on the object. Instead, they use friction to lift the parcels. First, a controller calculates the desired force to make sure the parcels do not slip. The required force, as well as a trajectory are then sent to a hybrid force position controller, which controls the force the robot is pushing with in the direction perpendicular to the contact surface, while controlling the position in all other directions. The control scheme thus controls both robots separately given a desired force and position. That way the controller a lot simpler compared to closed kinematic chain controllers, which aim to control the entire system as a single robot. Since the parcels weight is unknown for an actual system where the robots pick and place parcels, the controller is extended with an adaptive part, that estimates the weight of the parcel. The estimated weight can than be used to improve the feedfordward controller, making the system less reliant on feedback. The estimator works by calculating the difference between the predicted forward dynamics and the actual dynamics of the system. It is shown that the estimator yields good results for estimating the mass of parcels. Furthermore, the trajectory tracking property of the system is improved when using the estimated weight for feedforward control.","Robot; Manipulator; Control; Adaptive Control","en","master thesis","","","","","","","","","","","","Mechanical Engineering | Systems and Control","",""
