"uuid","repository link","title","author","contributor","publication year","abstract","subject topic","language","publication type","publisher","isbn","issn","patent","patent status","bibliographic note","access restriction","embargo date","faculty","department","research group","programme","project","coordinates"
"uuid:5677048f-b672-40b9-b5d4-0d7ad4d74bd9","http://resolver.tudelft.nl/uuid:5677048f-b672-40b9-b5d4-0d7ad4d74bd9","Logistics of empty marine containers","Mol, S.J.","Van Ham, J.C. (mentor); Rijsenbrij, J.C. (mentor); Van Wee, G.P. (mentor)","2007","A research on strategies for port planning, concerning the storage and flow of empty marine containers in the port of Rotterdam. The aim of this research is to give insight in the effects of port planning strategies of the Rotterdam Port Authority (RPA), regarding storage facilities for empty containers (empty depots) at the Port of Rotterdam (PoR). Empty depots generate transport of empty containers (often by truck), and increasingly require port terrain. Given the expected growth of trade volumes, the environmental regulations and the quality of the accessibiliy of the PoR requires a planning strategy for empty depots. In the allocation of storage areas for empty containers the RPA needs to decide upon the location, the quantity, the dimensions of the required area, the related infrastructure (which impacts the accessibility of the port) and the lease price of empty depot terrain.","","en","master thesis","","","","","","","","","Delft University of Technology","Transport, Infrastructure and Logistics","","TIL","",""
"uuid:e5e8f2da-75fe-4101-9add-22cab85c2fba","http://resolver.tudelft.nl/uuid:e5e8f2da-75fe-4101-9add-22cab85c2fba","Het creëren van een vastgoedportfolio in de beleveniseconomie; over een mogelijke toekomst van vastgoedmanagement","Venselaar, M.H.","Arkesteijn, M.H. (mentor); Snel, A. (mentor)","2007","In het onderzoek wordt gezocht naar een verband tussen ontwikkelingen in de economie en filosofie en veranderingen in het vakgebied vastgoedmanagement. Het resultaat van dit onderzoek is een model dat verwachtingen beschrijft hoe organisaties in de toekomst in de beleveniseconomie een vastgoedportfolio zullen gaan creëren. Beleveniseconomie is het fenomeen van een verschuiving van aandacht in de economie op drie thema's: de toename van de waardering van de immateriële aspect, de actievere rol van de klant in het creëren van de belevenis en de toename van de individualiteit van de belevenis. De Nederlandse filosoof Arnold Cornelis beschrijft in zijn boek ""Logica van het gevoel"" eenzelfde soort verschuiving van aandacht. Echter richt hij zich niet op de economie, maar op mens en maatschappij als geheel: een hoger abstractieniveau. Hij beschrijft dat mens en maatschappij in een transitie leven van het sociaal regelsysteem naar communicatieve zelfsturing. In het sociaal regelsysteem, zo beschrijft Cornelis, wordt veel waarde gehecht aan feiten, materiële en wetenschappelijke aspecten van de werkelijkheid. Mensen zoeken naar een vervulling van materiële behoeften en het individu wordt gestuurd door de buitenwereld, de mens wordt gevormd door de cultuur. Het individu neemt een passieve rol aan. Een communicatief zelfsturend individu hecht veel waarde aan persoonlijke waarden, het niet tast-bastbare innerlijke van de mens. Een communicatief zelfsturend individu is in staat haar eigen cultuur te vormen door communicatie op een gelijkwaardige basis. Het volgt niet zwijgzaam alle regels op die de individu van buitenaf krijgt opgelegd, maar gaat in discussie over het ""waarom"". Op zowel economisch gebied als in de mens en maatschappij is dus sprake van een transformatie. In de oude systemen wordt veel aandacht wordt gehecht aan materiele zaken en feiten, vindt weinig communicatie op een gelijkwaardige basis plaats en de mens en maatschappij worden gevormd door de regels die van buitenaf worden opgelegd. Het nieuwe systeem kenmerkt zich door communicatie op een gelijkwaardige basis met alle partijen, er wordt veel waarde gehecht aan persoonlijke waarden en de mens begint weer haar eigen cultuur te vormen in plaats van andersom. In vastgoedmanagement wordt ook veel waarde gehecht aan feiten en materialistische zaken, zo blijkt uit een intensieve literatuurstudie. Ook blijkt uit die studie dat er weinig aandacht lijkt voor communicatie. Maar enkele case studies, waarin bedrijven zijn onderzocht die vooruitstrevend zijn in de beleveniseconomie, tonen aan dat binnen die bedrijven de manier waarop vastgoedmanagement bedreven wordt overeenkomt met de kenmerken van de beleveniseconomie en het communicatief zelfsturend systeem. Aan de hand van deze nieuwe theoretische en praktische kennis is het ""Model voor het creëren van een vastgoedportfolio met Mensen"" ontworpen. Dit model geeft dus aan wat de verwachtingen zijn van de kernpunten van vastgoedmanagement in de toekomst. Wanneer deze verschuiving binnen het vastgoedmanagement precies plaats zal gaan plaatsvinden is onbekend. Het is ook niet gegarandeerd dat deze verschuiving precies op deze manier plaats zal gaan vinden. Het ""Model voor het Creëren van een Vastgoedportfolio met Mensen"" kan voor de vastgoedmanager die geïnteresseerd is in deze theorie een leidraad en inspiratiebron zijn om in zijn werk toe te passen. -Cornelis, A., Logica van het gevoel, stabiliteitslagen in de cultuur als nesteling der emoties, 1993, Amsterdam / Brussel / Middelburg, Uitgave Stichting Essence, 747 pag., ISBN 90-72258-02-9","beleveniseconomie; co-creation; vastgoedmanagement; communicatieve zelfsturing; Arnold Cornelis","nl","master thesis","TU Delft, Architecture, Real Estate & Housing","","","","","","","","Architecture","","","","",""
"uuid:3e819b05-d362-4957-8321-77982bf7ecd7","http://resolver.tudelft.nl/uuid:3e819b05-d362-4957-8321-77982bf7ecd7","Hoofdaannemer en onderaannemer: Partners voor een consumentgericht bouwproces. Een lean model voor de samenwerking tussen hoofdaannemer en onderaannemer, gericht op de realisatie van een consumentgerichte woning","Meijvogel, A.J.","Geraedts, R.P. (mentor); Cuperus, Y.J. (mentor); Bac, J.P.G. (mentor)","2007","Anno 2007 wordt een andere denkwijze in de industrie steeds meer geaccepteerd als alternatieve en nieuwe benadering voor productie: lean. Deze theorie is er op gericht de stroom van (bouw)materiaal te stroomlijnen. Zo kunnen, door continue verbetering van het bouwproces, verspillingen worden voorkomen en gemineerd. Op deze manier wordt de hoogste woningkwaliteit voor de koper bereikt, tegen de laagste kosten, in de kortst mogelijke tijd. In dit afstudeeronderzoek wordt, vanuit het oogpunt van lean, een model opgesteld voor de samenwerking tussen hoofdaannemer en onderaannemers. De huidige samenwerking tussen deze partijen kent diverse knelpunten, bijvoorbeeld in afstemming en communicatie. Verwacht wordt dat de huidige, aanbodgerichte vastgoedmarkt binnen vijf ien jaar verschuift naar een vraaggestuurde markt, waarin de consument meer invloed uitoefent. Hierdoor zullen in eerdere fasen van het bouwproces meerdere bouwpartijen aanwezig zijn, waardoor een optimale afstemming en communicatie tussen de hoofd- en onderaannemers van groot belang is. Daarnaast zal het proces, door de invloed van de consument, worden gekenmerkt door een groter aantal onzekerheden. Om te voorkomen dat de kosten ten gevolge van bouwfouten in de toekomst verder stijgen, is een goede afstemming en samenwerking tussen hoofdaannemer en onderaannemers van groot belang.","lean; consumentgericht; bouwproces; samenwerking; hoofdaannemer","nl","master thesis","TU Delft, Architecture, Real Estate & Housing","","","","","","","","Architecture","","","","",""
"uuid:e50879e3-b91c-4730-abd1-adf53bc3c375","http://resolver.tudelft.nl/uuid:e50879e3-b91c-4730-abd1-adf53bc3c375","Het effect van kribverlaging op de afvoercapaciteit van de Waal ten tijde van hoogwater","van Broekhoven, R.W.A.","de Vriend, H.J. (mentor); Labeur, R.J. (mentor); Havinga, H. (mentor); de Groot, J.K. (mentor); van der Wal, M. (mentor)","2007","Om in de toekomst de veiligheid rondom de Nederlandse rivieren tegen overstromen te waarborgen heeft het kabinet het standpunt ""Ruimte voor de Rivier"" ingenomen. Hierin staat beschreven dat in 2015 een pakket aan maatregelen ervoor moet zorgen dat een maatgevende Rijnafvoer van 16.000 m³/s binnen de gestelde veiligheidsnormen moet kunnen worden afgevoerd. Deze maatregelen betreffen naast extra dijkverbeteringen projecten die ervoor moeten zorgen dat de ruimte wordt teruggegeven aan de natuur. Een van deze maatregelen is het verlagen van de kribben in de Waal. Door het verlagen van de kribben zal de hydraulische weerstand van de rivier afnemen. Hierdoor wordt de afvoercapaciteit van de rivier vergroot. Het is echter onduidelijk hoeveel de afvoercapaciteit zal toenemen en of kribverlaging een effectieve maatregel tegen de hoogwaterproblematiek is. Doel van dit onderzoek is het bepalen van de toename van de afvoercapaciteit als gevolg van kribverlaging. Om deze doelstelling te verwezenlijken moet de bijdrage die de weerstand van de krib levert aan de hydraulische weerstand van de rivier worden geanalyseerd en gekwantificeerd. De bijdrage die de weerstand van de krib levert aan de hydraulische weerstand van de rivier is onderzocht met behulp van twee eenvoudige eendimensionale modellen. De onzekerheden in deze modellen zijn verkleind met behulp van een 2DV numeriek model. Naar aanleiding van de resultaten van het 2DV model kan geconcludeerd worden dat de beste benadering voor het beschrijven van de stroming over een krib is om te weerstand van de krib te beschouwen als een sleepweerstand. Omdat de stroming bij overstroomde kribben driedimensionaal is, is ook gebruik gemaakt van een numeriek 3D model. Hiermee is bepaald hoe de hydraulische weerstand van de gehele rivier verandert als de kribben worden verlaagd. Uit de modelresultaten kan een goede schatting worden gegeven van de toename van de afvoercapaciteit gerealiseerd door het verlagen van de kribben. Op grond van de resultaten van het model kan worden geconcludeerd dat wanneer de kribben aan weerszijde van de rivier worden verlaagd met 1 meter de afvoercapaciteit kan toenemen met 200-250 m³/s. Een verlaging van 2 meter levert een toename op van 350-400 m³/s. Dit komt overeen met een waterstandsdaling van respectievelijk 7 en 13 cm voor een maatgevende Rijnafvoer van 15.000 m³/s.","kribben; kribverlaging; ruimte voor de rivier; impulsuitwisseling; groynes","nl","master thesis","TU Delft, Civil Engineering and Geoscience, Hydraulic Engineering","","","","","","","","Civil Engineering and Geosciences","","","","",""
"uuid:a8cc2962-c6c1-4695-bc24-2f2a7f27a2dd","http://resolver.tudelft.nl/uuid:a8cc2962-c6c1-4695-bc24-2f2a7f27a2dd","Container Terminal Automation: Feasibility of terminal automation for mid-sized terminals","Rademaker, W.C.A.","Ligteringen, H. (mentor); Groenveld, R. (mentor); Rijsenbrij, J.C. (mentor); Tyler, J. (mentor); van der Sluijs, N. (mentor)","2007","Containers have become the standard for unitised cargo transport. In the past two decades, the emergence of the global economy has caused a boom in the volume of containers transported by sea. Maritime container transport can be divided into a global network of major shipping routes and numerous regional, short-sea services. In ports, container terminals link the different shipping lines and provide the intermodal connection between the maritime and continental transportation networks. On the major shipping routes, very large container ships operate the intercontinental services. Container terminals in gateway and hub ports, along these routes, annually handle throughputs of over 500,000 TEU. The majority of these terminals is owned and operated by so called global terminal operators (GTO) that own and operate many terminals worldwide. Regional and short-sea services between regional and minor ports in the periphery of the network are operated by smaller vessels. For the majority of terminals in these ports, annual throughput is much less. Local, single terminal operators (STO) generally operate these container terminals. Public sector involvement is often large. Shipping lines are pressuring both larger and smaller terminals, to increase the level of services offered and, at the same time, reduce handling costs. Labour expenses take up a large part of those handling costs. For large terminals automated container handling has proven itself as a reliable and effective way to reduce operational costs. Especially in Europe, small and medium sized terminals face heavy competition. The number of ports that compete for the same hinterland is increasing. To stay ahead of the competition, terminals are forced to offer a very high level of services. Meanwhile, flexible routes of regional services makes business development forecasts uncertain. Investment risks are therefore high in this capital intensive industry. As a result conservativeness is considered a virtue among small and medium sized terminal operators, and scepticism towards innovative technology is widespread. The goal of this study is to inventory ""off-the-shelf"" automated container handling equipment and study the feasibility of automated container handling in small and medium sized terminals.","container; terminal; automation; feasibility","en","master thesis","TU Delft, Civil Engineering and Geosciences, Hydraulic Engineering","","","","","","","","Civil Engineering and Geosciences","","","","",""
"uuid:b7824e09-43a7-4a23-87d4-c1e70e992876","http://resolver.tudelft.nl/uuid:b7824e09-43a7-4a23-87d4-c1e70e992876","Critical Success Factors for Computer Supported Collaboration within the Dutch Healthcare Insurance board","Louwers, E.","Verbraeck, A. (mentor); Den Hengst-Bruggeling, M. (mentor); Costa, A.C. (mentor); CVZ (contributor)","2007","","","","master thesis","","","","","","","Campus only","","Technology, Policy and Management","","","","",""
"uuid:f0e6cd75-50e8-4066-98c4-199881d2ce1a","http://resolver.tudelft.nl/uuid:f0e6cd75-50e8-4066-98c4-199881d2ce1a","Validation of Oceanic Mass Changes derived from GRACE Gravimetry: A comparison with independent data from Bottom Pressure Recorders in the Southern Ocean","Rietbroek, R.","Ambrosius, B.A.C. (mentor); Wouters, B. (mentor); Schrama, E.J.O. (mentor); LeGrand, P. (mentor)","2007","The satellite mission GRACE (Gravity Recovery and Climate Experiment) provides monthly solutions of the global gravity field of the Earth. Temporal variations in gravity reflect mass redistributions over the Earth. Those mass movements are caused by physical phenomena such as ice sheet dynamics, accumulation of hydrological masses over land, the dynamics in the solid Earth and the dynamics in the atmosphere and ocean. This thesis work focuses on the validation of the oceanic mass variations derived from GRACE. The goal of the project is to compare the oceanic estimates from the space-borne instrument with independent data from pressure recorders (BPRs), deployed on the bottom of the deep ocean in the southern ocean. Although those datasets seem to be of a completely different nature they measure the same quantity. Namely, the variations of mass in the atmosphere and ocean, which in their turn influence the dynamics of the ocean. In this study the GRACE data is compared to the following two quantities: - Local bottom pressure at the BPR stations - Pairwise differences of local bottom pressure (a measure of the oceanic transport) The processing methodology applied to the BPR records is as follows: The raw BPR data is de-tided using a harmonic analysis method. The data is then averaged (over a month) to make them equivalent to the GRACE solutions. GRACE data from three different computing centers1 are compared. The spherical harmonic coefficients are converted to equivalent water height and geostrophic flow, indicators of the variations in the ocean and atmosphere. The solution is filtered to remove correlated errors, after which the de-aliasing models are added back to the solutions. The final solution is obtained by applying a spatial averaging filter. The bottom pressure comparison showed good agreements at locations in the southern Indian ocean, the south Atlantic and the Argentine basin. The best correlations obtained values over 0.8 and typical errors of below 1.5 cm. The analysis showed an apparent connection between phenomena in the Argentine basin and near Crozet. A two monthly mode appeared to be present in both areas. The capabilities of GRACE to detect this mode is marginal and further investigation is required. The comparison for the geostrophic flow (pressure differences) showed a significant agreement in the south Indian ocean, with correlations over 0.7 and errors as low as 7 mm/s. Correlations in other areas were weak or even non existent. We conclude that, for dedicated areas, GRACE shows the ability to measure realistic large scale variations in bottom pressure and geostrophic flow on spatial scales yet barely explored.","grace; gravimetry; ocean bottom pressure; deep ocean currents","en","master thesis","TU Delft, Aerospace Engineering, Astrodynamics and Satellite Systems","","","","","","","","Aerospace Engineering","","","","",""
"uuid:5a78ed85-20ce-447f-9902-6e4ddce422f7","http://resolver.tudelft.nl/uuid:5a78ed85-20ce-447f-9902-6e4ddce422f7","The Emergence of Virtual Power Plants (VPPs)","Aanzi, M.","Künneke, R.W. (mentor); Fens, T. (mentor); Bouwmans, I. (mentor); Turkstra, J.W. (mentor); Gasterra (contributor)","2007","","","","master thesis","","","","","","","Campus only","","Technology, Policy and Management","","","","",""
"uuid:c0aad5e2-cb07-4219-a382-d8dca650bc25","http://resolver.tudelft.nl/uuid:c0aad5e2-cb07-4219-a382-d8dca650bc25","Cultivation planning for flower production: A model in linear programming","Kromhout, R.M.","Thissen, W.A.H. (mentor); Cunningham, S.W. (mentor); Van Beers, C. (mentor)","2007","","","","master thesis","","","","","","","Campus only","","Technology, Policy and Management","","","","",""
"uuid:47717b01-aff2-4b1b-b211-571fab849b4e","http://resolver.tudelft.nl/uuid:47717b01-aff2-4b1b-b211-571fab849b4e","Aanpassing Breeddiep: Hydraulische en nautische haalbaarheid; Redesigning the Breeddiep: hydraulic and nautical feasibility","De Bruijn, F.A.","Ligteringen, H. (mentor); Vellinga, T. (mentor); Zijlema, M. (mentor); Stolker, C. (mentor); Van Wijhe, H.J. (mentor)","2007","The Breeddiep is a connecting waterway between the Nieuwe Waterweg and Calandkanaal, in the west of the Rotterdam port area. It is predominantly used by inland vessels travelling from the hinterland to the Maasvlakte, in the utmost west part of the port. It is a narrow waterway in a dynamic environment with respect to tidal and fluvial currents. Because of this, the manoeuvres of the ships are difficult and time consuming. In the future, the number and size of the inland vessels will increase and as a result the current Breeddiep will not suffice anymore. In this project the feasibility of the possibilities of redesigning the Breeddiep were studied, as to enable for handling the increased traffic of the future. This was achieved by doing two- and three-dimensional flow studies for different design alternatives with the flow models WAQUA and TRIWAQ. In the following phase, the most promising results were used as input for fast-time manoeuvring simulations to determine the nautical feasibility of a new design. The alternative used in the nautical study comprised of a new waterway just west of the present Breeddiep, which stayed as it is. The results appeared to be quite promising. For ships that currently make frequent use of the Breeddiep, the manoeuvre will become easier and safer. In most cases, vessels of increased size, that are not able to use the present Breeddiep, are able to use the newly designed opening. Furthermore, large sea-going vessel that pass by the Breeddiep, are not significantly influenced by the increased flow at the Calandkanaal. The results of this study have not led to an optimised design for a new Breeddiep. Nevertheless, recommendations can be done for the follow-up of the study. Since all traffic will be safer through a new Breeddiep it is advisable to study the consequences of closing the present Breeddiep. Furthermore, it is recommended to carry out full-mission real-time simulation for the manoeuvres that were found to be critical in this study.","Breeddiep; Port of Rotterdam; hydraulic; nautic feasibility","nl","master thesis","TU Delft, Civil Engineering and Geosciences, Hydraulic Engineering","","","","","","","","Civil Engineering and Geosciences","","","","",""
