"uuid","repository link","title","author","contributor","publication year","abstract","subject topic","language","publication type","publisher","isbn","issn","patent","patent status","bibliographic note","access restriction","embargo date","faculty","department","research group","programme","project","coordinates"
"uuid:e11623fd-dcc0-401e-bd6b-653c6893d41a","http://resolver.tudelft.nl/uuid:e11623fd-dcc0-401e-bd6b-653c6893d41a","Modeling of Surface Segregation for Binary Alloys in Vacuum and Gas Environments: Applied to Pd-alloys","Castillo, D.E.","Böttger, A. (mentor); Thijsse, B.J. (mentor); Sietsma, J. (mentor)","2013","","","en","master thesis","","","","","","","","","Mechanical, Maritime and Materials Engineering","Materials Science and Engineering","","","",""
"uuid:8c580bb1-78fc-4567-b0a7-1755dbb73cc2","http://resolver.tudelft.nl/uuid:8c580bb1-78fc-4567-b0a7-1755dbb73cc2","Congestion pricing schemes controlled by the gMFD: A comprehensive design and appraisal to bridge the engineering and economic perspective","Simoni, M.D.","Hoogendoorn, S.P. (mentor); Pel, A.J. (mentor); Verhoef, E.T. (mentor)","2013","Charging drivers for the congestion they cause is a well-known concept among economists, traffic engineers and transport professionals. Many studies have been performed to explore and better address this issue during the history of transport economics and in recent years the first congestion pricing schemes have been finally implemented in some cities (Singapore, London, Stockholm). Nonetheless, several theoretical and practical problems still restrain this measure from being widely adopted. The lack of consistency with the traffic engineering perspective and limited degree of realism represent the main theoretical limitations of traditional congestion pricing models. The public resistance and fair distribution of gains and losses are the major practical barriers to the implementation of congestion pricing schemes. In this thesis, we discuss congestion pricing models controlled by the gMFD within agent-based simulation (MATSim). With this approach we seek efficient tolling schemes from an economic and traffic perspective. Furthermore, by means of investigations of the distributional effects of the proposed schemes we look for the strategy that maximizes the social welfare and with the highest potential acceptability. In the first phase of this study, through a review of theoretical studies and real experiences we identify the main reasons behind and factors influencing public resistance to the introduction of congestion pricing measures. Particularly, the question of equity is discussed in order to derive the necessary background for the evaluation of distributional effects. A thorough review of the major congestion pricing models proposed to date is made to construct our model. The survey goes from the traditional approaches like Marginal Cost Pricing and the bottleneck model to the most recent approaches based on macroscopic traffic models. During the review we discuss the main advantages and drawbacks of each approach. In the end, we describe the concept of Macroscopic Fundamental Diagram (MFD) and introduce important issues like the distribution of traffic and the phenomenon of hysteresis. The experiment is set up with MATSim to study the metropolitan area of Zurich. First, we test the consistency of simulation outputs with the traffic flow theory by playing with different parameters of the traffic model in order to obtain the most reliable result. Then, we derive and explore the main macroscopic traffic relations of the network defined by the cordon. This analysis shows the influence of distribution of traffic, expressed by the spatial spread of density, on the performance of the network. Furthermore, this property can be associated to the phenomenon of hysteresis loops. In order to account for this additional complexity, a generalized macroscopic fundamental diagram (gMFD) is experimentally derived to express the relationship between accumulation, production and spread of density. Finally, three tolling schemes differently controlled by the gMFD are designed: a uniform toll (Flat Toll) that allows the system working below the critical accumulation threshold; a time-varying toll (Step Toll) that charges drivers according to the total delay inside the cordon estimated through the gMFD; the Spread Toll that explicitly considers the question of spatial distribution of traffic inside the cordon. In particular, the Step Toll applies a charge in order to completely eliminate delay, whereas the Spread Toll penalizes users only for actual delays due to the overall increase of demand rather than clustering of congestion. By integrating different aspects like the traffic performance improvements, travel behavior responses and economic impacts we carry out a comprehensive evaluation of the schemes. In this broad appraisal framework the typical traffic enhancement measurements (heaviness of congestion, delays etc.) are combined with economic indicators such as the variation of agents’ utility. An analysis of travel behavior responses is carried out to identify the major trends associated with the tolling schemes and possible relationships with the traffic and economic impacts. Different socio-demographic groups are defined in order to evaluate the distributional impacts on inhabitants of different neighborhoods and areas, and on different trip purposes (work, home, education, shopping and leisure). Finally, considerations on the potential levels of public acceptance of the schemes are made on the basis of some indicators such as the share of winners, the average gain and loss, and the benefit-cost ratio. The proposed schemes have shown to perform differently from each other. While the Step Toll and the Flat Toll determine comparable traffic enhancements, the first one outperforms the second one in terms of economic impacts and distributional effects. The smoother adaptation of demand determined by the Step Toll is probably its strong point. The Spread Toll, which was conceived as the fairest scheme, does not produce any considerable traffic improvement and it is even detrimental from the economic perspective. As to the question of public acceptance, although the slightly lower share of winners, the Step Toll determines higher gains than the other two schemes. Hence, from a social welfare perspective (combination of efficiency and distributional impacts), the Step Toll is the best performing scheme, followed by the Flat Toll and Spread Toll. Besides these results, the investigations of macroscopic traffic properties of networks have shed light on important aspects of the traffic flow theory. First, the distribution of congestion expressed as spatial spread of density has considerable influence on the network performance. This property could be modeled in heterogeneous networks by introducing the spread as additional variable in the gMFD. Second, hysteresis loops in the MFD plane occur in presence of congestion and their pattern can be identified with the spread. Furthermore, the decrease of performance seems to be related to the frequency of loading-unloading cycles.","congestion pricing; MFD; public acceptance; equity; agent-based models","en","master thesis","","","","","","","","2013-11-29","Civil Engineering and Geosciences","Transport & Planning","","Transport and Planning","",""
"uuid:e0be40de-26d1-4ca6-ba63-e44a6c9354e9","http://resolver.tudelft.nl/uuid:e0be40de-26d1-4ca6-ba63-e44a6c9354e9","Project Smart 45XS: ""an outlook to the fourth generation smart""","Alberda, W.","Van Grondelle, E.D. (mentor); Silvester, S. (mentor); Pothoven, A. (mentor)","2013","This design project has been done in order to give an outlook to the fourth generation smart fortwo, regarding its overall package and exterior design. The project investigates the core qualities of smart and shows how they can be translated into a concept for 2020 and beyond. The concept that was created – the smart 45XS – is based on four ‘pillars’ that formed the backbone of the project: SMART The original smart thanks a great deal of its success to its unique compactness and 2.5m length, making it ‘unschlagbar parkbar’ (unequalled parking ability). However, over time the smart gained volume and has grown in length to over 2.7m, mainly due to safety regulations and limiting the costs. Within the context of continuous urbanization and increasing mobility density, an easy-to-park urban micro car will become increasingly practical. Therefore the smart 45XS concept brings the length back to <2.6m and regains its small volume, without compromising safety and performance. SAFE The small smart faces a mayor challenge when it comes to safety, especially regarding pedestrian protection. The fourth generation will have to deal with world-wide regulations and standards. Therefore the smart 45XS integrates the best solutions for occupant protection (the best structure smart can make and a crash-optimized front-end package), unique pedestrian protection design (3PS) and supports active safety assist systems. STRATEGY In order to stay competitive on the market, smart needs to maximize the market occupation of the fortwo. Therefore smart needs to offer their three main customer groups (private, commercial and car2go) more specific and appropriate products. The 45XS concept suggests that smart amplifies the flexibility of the car in order to easily create derivatives based on one basis. Therewith smart provides its customers with a variation of products, all containing the core qualities of smart. STYLE smart is also about individual and stylish mobility. The customizable plastic body-panels allowed the user to change its colour every once in a while, but this is currently hardly used and is no business for smart anymore. However, expressing individuality will increase in the future, especially through digital and interconnected devices. The 45XS concept suggests that the exterior of the smart car plays along with the behaviour of its customers and supports individualization via digital and interactive elements. Merging these four pillars resulted in the 45XS concept vision. Rather than providing one concept car, the 45XS concept suggests that smart can create more customer-specific and individual products – all based on identical technology, safety and design characteristics – by using the following 4-STEP build-up plan: STEP 1: TECHNICAL BASIS The basis of the 45XS concept is a fixed platform, which is on its own a drivable, ‘naked’ car. It includes a rigid construction, the full electric powertrain, the passenger compartment and a crash- and pedestrian safety optimized front-end design. STEP 2: DERIVATIVE MODULE The second step is to create various architectures by mounting different modules to the basis. With a simple roll-over bar, a beach buggy is almost instantly created. Different modules allow to build up e.g. a roadster, a coupé or a micro van architecture. STEP 3: EXTERIOR CHARACTER Thirdly, the derived bases are cladded with exterior panels; partly identical, partly unique. Each archetype can be cladded with various exterior modules, e.g. a full translucent roof, a removable hard-top roof or customized storage system. Each derivative shows the characteristic metal Tridion, a ‘greenhouse’, a layer of resilient plastic body panels with an identical leitmotif, and something new: ‘i-zone’ areas. STEP 4: i-ZONE CONFIGURATION The last step is the configuration of the i-zones. The i-zones include everything that has to do with individuality, intelligence, interaction and innovation. With the i-zones, the smart adapts to the user’s varying and changing needs and preferences. Besides, the i-zones can be updated with new features and technologies during its lifecycle; therewith responding to the rapidly changing technologies use of digital devices. This project shows that with these four steps the 45XS concept enables smart to offer immense flexibility and adaptation to various customer needs while preserving the smart core qualities, using standardized safety- and performance elements and playing along with new ways people use to individualize and express personality.","automotive; smart; design; engineering","en","master thesis","","","","","","","Campus only","2014-11-29","Industrial Design Engineering","Industrial Design","","Master of Science Integrated Product Design","",""
"uuid:4272752e-71e7-4f02-a2d1-f89344e4e6af","http://resolver.tudelft.nl/uuid:4272752e-71e7-4f02-a2d1-f89344e4e6af","Positive design in office environments","Jimenez, S.","Pohlmeyer, A.E. (mentor); Desmet, P.M.A. (mentor); Huzen, G. (mentor)","2013","This Masters graduation report presents how design methodology founded on theories of positive psychology can be used to design for happiness in an office setting. Office workers spend a substantial portion of their time in an office environment. This environment should be designed to be safe, efficient and comfortable. According to the World Health Organization (WHO), the workplace is “a priority setting for health promotion”. Recently, this definition has broadened its scope by including aspects of subjective well-being in organisations, which represents a mayor opportunity for positive design in the context of office environments. In the first part of the report the concept of office environment is explored and defined, dominant theories and frameworks of positive psychology are presented, and an introduction on positive design is given, including some frameworks developed during the last years. The work pattern model is presented as being relevant for the design of products in the context of office environments, and used in the conceptualization phase of the project. The insights gathered during the literature research laid the basis for the user study reported in the second part of the report. The main objective of the user study was to find out what made people happy at work. For this purpose, the participants collected anecdotes during their time at work when they felt good; moments that put a smile on their face. The main motivations for the study were important findings of positive psychology applied in some frameworks of positive design. It seems that one way to increase our level of happiness is in engaging on meaningful activities. Accordingly, activities and experiences are put to the fore as a means to design for happiness. The anecdotes collected in the study were turned into patterns by finding important time points, phases, and significant elements that made them meaningful. Next, they were given a theme and used as design inspiration for the conceptualization phase of the project. Hence, the main focus was placed on experiences as a means to design for happiness. The third part of the report, conceptualization, presents the complete process of ideation and embodiment design of the final concept: gibbous chair. The concept was inspired by one of the experiences named ‘dissolving in the moment’. In this experience the person takes a step away from her desk, and goes to a beautiful and sensorial place in which she spends a moment enjoying a cup of coffee. In this space the person can ‘let her mind wander’. The concept is an elevated piece of furniture, which has the facilities for the user to have a drink and enjoy a moment of self-indulgence. Elements like the height of the chair, the asymmetry of the shapes, the coffee spot, and the context, are intended to recreate the experience distilled from the pattern. The concept is further elaborated and prototyped for user testing. Furthermore, a marketing plan is proposed to BMA ergonomics. In this marketing plan, it was decided to consider the experiential side of the design instead of solely offering its physical attributes. ‘It’s not so much the chair, but how it changes your perspective at work’ was proposed as a starting point of their marketing vision. The last part of the report, evaluation, presents the set-up and results of the user testing with the 1:1 prototype. The results of the testing were mostly positive and inspiring for the design process. People described the product and the experience of sitting on it in rich and varied ways. Of relevance is the placing of the product inside the office environment. This showed to have important effects on how people perceive it, and if they are prone to use it. Besides, recommendations for further development of the concept are presented. Finally, some recommendations for positive design in the context of office environments are proposed to BMA Ergonomics as a final outcome of this thesis.","positive design; design for well-being; office environments","en","master thesis","","","","","","","Campus only","","Industrial Design Engineering","Industrial Design","","","",""
"uuid:c8d54628-52e1-4c94-8567-32c723ddab64","http://resolver.tudelft.nl/uuid:c8d54628-52e1-4c94-8567-32c723ddab64","Simulation of level-ground gait with a foot prosthesis","Frieling, S.","Vallery, H. (mentor); Wisse, M. (mentor)","2013","The number of amputees is expected to grow drastically in the coming years as a result of dysvascular disease, trauma and cancer. Therefore the need for foot prostheses will increase and currently a new generation of prostheses with improved physiological characteristics is under development. However, testing of new prostheses is costly and time-consuming, and test users are scarce. Computer simulations of prosthetic gait have a large potential to fulfil this task, because parameters can be varied and tested without the need to construct prototypes and perform experiments. In this study it is shown that a muscle-reflex walking model can reproduce unilateral transtibial prosthetic gait to a reasonable extent. The model showed human-like overall kinematics and characteristics of unilateral transtibial prosthetic gait that were also found experimentally and in literature. Furthermore, the walking model combined with the prosthesis model could mimic characteristics of different passive carbon fibre foot prostheses by reproducing prosthesis kinematics. Lastly, some effects of different prostheses on walking behaviour were predicted. These effects include altered knee flexion during the swing phase on the sound side, a change in knee flexion during early stance on the prosthetic side, and differences in energy storage and return by the prosthesis and in total energy consumption. Concluding, these outcomes suggest that a muscle-reflex walking model could be a valid tool for the testing of new prostheses in the future. This would make it possible to test new prostheses in an easier, faster and cheaper way compared to the current methods.","","en","master thesis","","","","","","","","2018-11-29","Mechanical, Maritime and Materials Engineering","BioMechanical Engineering","","BMD","",""
"uuid:805f113d-aa0a-4912-9843-900ef1cde60d","http://resolver.tudelft.nl/uuid:805f113d-aa0a-4912-9843-900ef1cde60d","Measuring Young’s modulus of 20LP10L20-LLA40 Microspheres and Gelatin-Methacrylamide (Gelma) Hydrogel using nanoindentation","Rauker, J.","Weinans, H.H. (mentor); Zadpoor, A.A. (mentor)","2013","Nanoindentation using AFM and nanoindeter was used to measure the Young's modulus of 20LP10L20-LLA40 Microspheres and Gelatin-Methacrylamide (Gelma). Three different analytical methods were used for calculating the Young's modulus of microspheres in order to compare the results and find the optimal analytical method. The Young's modulus of GelMA samples was calculated from force-displacement and creep curves. Oliver-Pharr's analytical method was used to calculate the modulus from force-displacement data and a curve fitting method developed by Oyen was used to calculate the modulus from creep data.","nanoindentation","en","master thesis","","","","","","","","2015-11-29","Mechanical, Maritime and Materials Engineering","BioMechanical Engineering","","BME","",""
"uuid:6b142495-00d3-4ed4-a73e-65c74e30c577","http://resolver.tudelft.nl/uuid:6b142495-00d3-4ed4-a73e-65c74e30c577","The influence of the under layer on the stability of single layer armour units","Brouwer, M.F.","Uijttewaal, W.S.J. (mentor); Verhagen, H.J. (mentor); Van den Bos, J.P. (mentor); Reedijk, J.S. (mentor); Muilwijk, M.P. (mentor)","2013","This thesis tests the influence of the under layer profile on the stability of the armour layer of concrete interlocking armour units. The analysis is aimed to offer insight into the influence of different under layer profiles on the stability of the armour layer. Furthermore the thesis includes a test of the design guideline of the under layer for Xbloc armour units, which is developed by Delta Marine Consultants (DMC). DMC prescribes that the maximum vertical difference between the constructed and designed profile, i.e. the tolerance, may not exceed 0.5 times the nominal diameter D_n50 of the under layer rocks. This requirement holds in both the positive and negative perpendicular direction. Physical model tests have been carried out at the wave flume of DMC in Utrecht, The Netherlands. Different vertical deviations have been tested in combination with variable length scales of the deviations. Furthermore convex and concave shaped profiles are also tested to assess the influence of the direction of the deviation. The under layer profiles are measured with a laser device. A spherical foot staff is simulated numerically in order to represent prototype values of the tolerances. The difference between the laser and simulated sphere is comparable to that of the conventional staff and the sphere and therefore in line with the theoretical difference between a sphere and conventional staff. Tolerance levels are tested in the range between 1.0 and 3.5 D_n50. The tests show larger damage numbers with increased tolerance. This can be explained by introducing a transition from a steep slope to a milder slope, i.e. the step. Around the step the quality of interlocking is low and consequently this area is very vulnerable to damage. Furthermore deviated profiles have locally milder slopes which result in less interlocking as well. No clear influence of the length scales of the deviations is observed. Based on three tests with a convex profile it can be concluded that convex shaped profiles are more stable than concave shaped profiles. This can be explained by the absence of the step. Because convex profiles show a different behaviour, they are excluded from the trend line which describes the trend between tolerances and damage. An additional scenario with a narrower grading and larger D_n50 of under layer material is tested. The results show smaller settlement and larger damage of the armour layer, which are a logical consequence of the increased natural roughness. It can be concluded that both an increased additional and natural roughness result in more damage of the armour layer. It is therefore recommended not to increase the tolerance requirement for Xbloc armour layers. On the other hand, the experiments show that the lower bound of the tolerance in model situation is close to the prescribed tolerances. It is therefore concluded that sufficient efforts should be made to secure the quality of placement of the under layer. In order to determine the quality of placement of the under layer, a well carried out measurement campaign is recommended.","Breakwater; armour layer stability; under layer; tolerance; roughness; measurement method; physical scale model; Xbloc","en","master thesis","","","","","","","","","Civil Engineering and Geosciences","Hydraulic Engineering","","","",""
"uuid:549d17b0-f906-4674-9e30-92c0c0cf7a3e","http://resolver.tudelft.nl/uuid:549d17b0-f906-4674-9e30-92c0c0cf7a3e","Addressing the global burden of stroke by the design of a low cost robotic exoskeleton system for upper limb post-stroke rehabilitation","Luijten, J.","Rusák, Z. (mentor); Kooijman, A. (mentor)","2013","This report for the degree of Master of Science, at the faculty of Industrial Design Engineering at Delft University of Technology, presents the design process of an exoskeleton system for cost effective upper limb rehabilitation of post-stroke patients. The aim of this graduation project is to optimize the effect of post-stroke rehabilitation by the design of a robotic device capable of supporting natural motion within the workspace of tasks of everyday life. In addition, the device optimizes the cost-effectiveness of post-stroke rehabilitation by introducing a low cost robotic exoskeleton device. According to the World Healthcare Organization stroke is the leading cause of disability worldwide. In Europe; roughly 1.1 million new people are affected by stroke every year and an estimated 6 million people live with moderate to severe disabilities as a result of stroke. 85 % of post-stroke patients suffer from disabilities to the upper extremities. The economic burden of stroke is estimated to be 27 billion annually in Europe alone and expected to double by 2030 due to demographic changes. Of the annual 27 billion spend on stroke 16% is attributed to labor costs for therapists providing post-stroke rehabilitation. Next to the projected increasing economic burden; the shortage of therapists able to provide adequate rehabilitation services is projected to grow. The goal of this graduation project is to address the economic burden of stroke by increasing the functionality and cost effectiveness of robotic post-stroke rehabilitation by offering an affordable yet fully functional upper limb rehabilitation system. The process for the recovery from paralysis as a result of stroke is based on brain plasticity. The working principle of brain plasticity is based upon research suggesting that the brain is capable of circumventing the damaged neuron pathways by reassigning undamaged neurons to take over the function. Brain plasticity occurs when new neuron pathways are formed, thereby partially or even fully restoring motor functions, provided that the patient is subject to intensive rehabilitation therapy to stimulate the growth of these new neuron pathways Robotics is implemented in post-stroke rehabilitating due to the potential advantages over conventional rehabilitation methods with regard to recovery of functions, costs and recovery time. Robotic devices offer a potential tool for physicians and patients to increase the cost effectiveness of post-stroke therapy. The advantages of using robotics for rehabilitation purposes are the repeatability of the task, repeatability of performance and the scalability to adjust the task to the user’s physiological properties and cognitive capabilities. These advantages promote the shortening of the required recovery time and increase the restoration of motor functions during the patient’s rehabilitation. Clinical tests show favorable results when comparing robotic therapy with traditional therapy when considering constrained induced movement therapy, bilateral therapy and repetitive motion therapy The key problems regarding robotic devices enabling neurorehabilitation can be identified as: 1) Limited supported workspace of natural motion within meaningful task exercises. 2) Limited applicability in the recovery process due to limitations to the clinical environment. 3) Limited cost effectiveness with respect to traditional treatment due to high initial costs. Current “state of the art” are implemented as high end systems. They are composed of high-tech components developed according to standards for manufacturing robots. Manufacturing robots are designed with demands on high accuracy and precision, which requires the use of precision solutions employing expensive sensor and actuator systems. In addition, development of high precision solutions requires thousands of man hours greatly increasing the labor cost of the design and development. Rehabilitation, on the other hand, does not require high precision robotic solutions. Exercising motion of the upper limb with 5-10 mm accuracy is acceptable within therapy practice in contrast to manufacturing robots operating with 0.01-1 mm accuracy. Existing robotic devices are designed to be employed in western medical practice and limited to the clinical environment because they are grounded and heavy devices. This graduation project proposes a low cost robotic exoskeleton device, named “Adjutor”, enabling upper limb stroke rehabilitation to provide rehabilitation therapists and patients with the means for cost effective post-stroke therapy. The solution supports the natural kinematic model of the human upper extremities by introducing a virtual point of rotation around the center of rotation of the glenohumeral joint. For this purpose a wearable Stewart platform is reconfigured around the human body to provide support within the natural workspace and protect the muscles joints from harmful forces during the exercise. The proposed exoskeleton supports natural motion of the shoulder girdle, glenohumeral joint and elbow joint within the current design stage. The workspace of the proposed robotic device optimizes the effect of the therapy by supporting motion of everyday life. Control software will implement a programming by example principle. Upper limb exercises can be programmed by the rehabilitation therapist by moving the patients arm wearing the exoskeleton in the desired path. The sensors log the motion of the upper limb and store it as motion path of an exercise. The patient can practice the pre-programmed exercise without additional help from the therapist. The combination of selected actuators, mechanisms, orthotic devices, sensors and control systems provide the foundation for further development of a low cost robotic device for post-stroke therapy. A prototype has been developed from a bottom up approach for 1400 within the span of this graduation project.","post-stroke rehabilitation; physical therapy robot; wearable exoskeleton; low cost","en","master thesis","","","","","","","Campus only","2014-11-29","Industrial Design Engineering","Design Engineering","","Master specialisation Medisign","",""
"uuid:5db873a4-32f5-4185-8803-d7193c09338e","http://resolver.tudelft.nl/uuid:5db873a4-32f5-4185-8803-d7193c09338e","The Spike app: A programable neuron to stimulate brain slices in electrophysiology","Jimenez Soto, H.S.","Serdijn, W. (mentor); Van Dongen, M. (mentor)","2013","Methods to stimulate living neurons in electrophysiological experiments involve the use of nerve stimulators that output deterministic patterns fixed at a certain frequency. Thus, they are unable to generate realistic sequences of action potentials to stimulate living neurons. By emulating firing patterns of excitable cells we are able to give electrical stimulation to the cells with more biological relevance during electrophysiological experiments. Two methods are proposed in this thesis. The first one is the spike generator system, which is based on the Leaky-Integrate and-Fire (LIF) neuron model used to stimulate brain slices in electrophysiological trials. The second is an analog electronic neuron, based on the same neuronal model. It aims to demonstrate the concept employed in software but in hardware and facilitated comparisons between the two methods. According to the experimental results cell activation is observed and shows more physiological response to the stimulation provided by the spike generator than the deterministic stimuli of a typical nerve stimulator. For that reason, the spike generator system can be used as a pulse generator in electrophysiology for brain slices.","nueral emulator; Integrate-and-Fire; electrical stimulation; analog neuron","en","master thesis","","","","","","","","2013-12-09","Electrical Engineering, Mathematics and Computer Science","Electrical Power Engineering","","BME","",""
"uuid:7c216487-6a17-4857-bfd8-e46b55af139b","http://resolver.tudelft.nl/uuid:7c216487-6a17-4857-bfd8-e46b55af139b","Health Caddy - Creating quality and efficiency in modern healthcare","Tel, F.M.C.","Ruiter, I.A. (mentor); Prins, J.F. (mentor); Veendijk, A. (mentor)","2013","The Health Caddy is a modular distribution concept for daily-based caregiving goods. Users can freely decide what kind of materials they want to bring along. Changing the configuration is easy due to the modular character. The Health Caddy has also possibilities to preserve and dispense medication and it has a mobile information system. The product is primarily developed for Siza. Their many different locations, environments and client groups were taken into account. Resulting in a domestic, smooth product with blurred functions.","healthcare; institutions","en","master thesis","","","","","","","Campus only","","Industrial Design Engineering","Industrial Design","","Master of Science Integrated Product Design","",""
