"uuid","repository link","title","author","contributor","publication year","abstract","subject topic","language","publication type","publisher","isbn","issn","patent","patent status","bibliographic note","access restriction","embargo date","faculty","department","research group","programme","project","coordinates"
"uuid:a642491a-3e90-41d6-a7e3-aacb8586a632","http://resolver.tudelft.nl/uuid:a642491a-3e90-41d6-a7e3-aacb8586a632","Plate buckling in design codes: The difference between NEN 6771 and NEN-EN 1993-1-5","Van der Burg, M.J.M.","Bijlaard, F.S.K. (mentor)","2011","Slender steel plates loaded in compression will buckle out of plane before their cross-sectional capacity is reached. Precisely determining the failure load in an analytical way is an impossible exercise. Therefore many researchers have put effort into finding a simple design method, which would still predict the plate buckling load with the required accuracy. Many different methods have been developed, some of which have been adopted in the currently valid design code in the Netherlands. Some preliminary calculations showed that the Eurocode (NEN-EN 1993-1-5) gives much more plate buckling capacity then the Dutch code (NEN 6771). This observation was the start of this thesis, of which the main goal is to find and explain the differences between the two design codes. A secondary goal is to formulate an advice as to what method in the Eurocode is the best to use.","plate buckling; plooi; design codes; normen; NEN6771; NEN 6771; NEN-EN 1993-1-5; Eurocode","en","master thesis","","","","","","","","2011-06-23","Civil Engineering and Geosciences","Design and Construction","","Structural Engineering","",""
"uuid:56e97d1e-3a1f-43fd-b29a-388c3508d900","http://resolver.tudelft.nl/uuid:56e97d1e-3a1f-43fd-b29a-388c3508d900","Rondom de metro: Een onderzoek naar de fysieke inrichtingspotentie van metrostationsomgevingen in de autogeorienteerde regio Rotterdam","Van Huet, R.","Van der Hoeven, F. (mentor); Sanders, F.M. (mentor); Schrijnen, P.M. (mentor); Wiggenraad, P.B.L. (mentor); Polhuijs, G.J. (mentor)","2011","","metro; metrostation; Rotterdam; stationsomgeving; stedelijk programma; inrichtingskwaliteit","nl","master thesis","","","","","","","","","Civil Engineering and Geosciences","Transport & Planning","","","",""
"uuid:8367201d-8f5f-475b-b01f-bed461ba6be2","http://resolver.tudelft.nl/uuid:8367201d-8f5f-475b-b01f-bed461ba6be2","Experimental Investigation of Steady and Oscillating Flow in Rigid, Collapsed Tubes","Vleugels, Roel (TU Delft Aerospace Engineering)","Corieri, Patricia (mentor); Vetrano, Maria Rosaria (mentor); Riethmuller, ML (mentor); Scarano, Fulvio (mentor); Delft University of Technology (degree granting institution)","2011","The research explained in this report is conducted as part of a larger project which aims to have a better understanding of the fluid dynamics inside the pulmonary system. This part of the project aims more specifically on the effect of chronic obstructive pulmonary diseases (COPD) on the flow inside the pulmonary system. COPD causes loss of elastic support of the airways which leads to airway collapse during exhalation. As a first step towards a complete understanding of this type of flow, there is focused in this report on the flow inside a rigid, collapsed tube. PIV measurements are done in order to obtain 2D vector fields. A total of four tubes with different rates of collapse are investigated. Three different types of flow are simulated. Steady flow, flow with a step change in flow direction and oscillating flow with a sinusoidal flow rate. This last type of flow resembles a normal, human breathing pattern. Unlike the real situation where the Reynolds number is below one, the Reynolds number during the experiments performed is equal to 64, 191 and 350. Besides the experiments itself there is focused on obtaining optimal measurement and post-processing conditions to reduce the peak-locking effect inherent to PIV measurements.","","en","master thesis","","","","","","","","","","","","Aerospace Engineering","",""
"uuid:dec6c38f-e482-40fa-93bf-d9f1bb7806cc","http://resolver.tudelft.nl/uuid:dec6c38f-e482-40fa-93bf-d9f1bb7806cc","Renovation for Transfer Points in Dry Bulk Terminal","Hong, L.","Lodewijks, G. (mentor); Pang, Y. (mentor); Davydenko, I.Y. (mentor)","2011","This project focuses on the transfer point renovation topic in one dry bulk terminal. As in reality, a lot of manufacturers take great efforts in offering better transfer point solution, less academic research has been done especially for the transfer point itself This makes transfer points a quite interesting topic for me. And the Kleinpolder plein which is one of the transfer points in EMO dry bulk terminal plays the key role in being the case study object. Although the research and design is done for the Kleinpolder plein, the methodology used and the designs developed in the project can be applied to other transfer points once adaption has been made.","","en","master thesis","","","","","","","","","Delft University of Technology","Transport, Infrastructure and Logistics","","TIL","",""
"uuid:47096dcc-26f3-471e-8dbd-bafef3e08e96","http://resolver.tudelft.nl/uuid:47096dcc-26f3-471e-8dbd-bafef3e08e96","Information Dissemination in Vehicular Networks","Veres, T.Z.","Onur, E. (mentor)","2011","","","en","master thesis","","","","","","","","","Electrical Engineering, Mathematics and Computer Science","Wireless and Mobile Communications","","Telecommunications","",""
"uuid:c281056f-a646-4736-9f4b-bb53ecaa5d72","http://resolver.tudelft.nl/uuid:c281056f-a646-4736-9f4b-bb53ecaa5d72","ANTARES: Automatic Diagnosis of Software/Hardware Systems","Gupta, S.","Gemund, A.J.C. (mentor)","2011","With the market becoming increasingly competitive, there is a pressure to deliver systems with more functionality and at the same cost, which thus leads to more complexity in terms of number of components. Moreover, the society is becoming increasingly dependent on these systems for its critical functions. This coupled with shrinking time-to-market and reducing life-cycle, creates a need to and ways to ensure reliability of these complex systems both effciently and quickly. Due to large size and complexity of modern day systems, fault-finding problem is a non-trivial one. Traditionally, Model-Based Diagnosis (MBD) is used to locate faults in the hardware. A prerequisite for MBD is the accurate model of the components. However, modeling of such complex components requires huge effort, time and expertise. Earlier, a spectrum-based hardware solution named BACINOL was proposed to diagnose the hardware system without the aid of a component model. But BACINOL suffers from low diagnosis quality due to large size of ambiguity sets in the final diagnosis. In this thesis, we introduce a new spectrum-based hardware diagnosis technique ANTARES. It attempts to break these ambiguity sets by providing a better estimate of system's False Negative Rate (FNR) information to the diagnosis method. A series of experiments are performed on the ISCAS benchmark circuits to compare the performance of ANTARES with BACINOL and MBD. Results clearly show that ANTARES has better diagnosis quality as compared to BACINOL but has lower performance than MBD.","","en","master thesis","","","","","","","","","Electrical Engineering, Mathematics and Computer Science","Computer Science","","","",""
"uuid:67186c81-cac5-41b6-a21f-8e3670cafead","http://resolver.tudelft.nl/uuid:67186c81-cac5-41b6-a21f-8e3670cafead","Testing DNS capability of OpenFOAM and STAR-CCM+: In support of thermal fatigue assessment for complex geometries","van Haren, S.W.","Gerritsma, M.I. (mentor); Komen, E. (mentor)","2011","It was seen that performing a DNS in complex geometries is asked for by the problem of thermal fatigue. Performing a DNS in complex geometries calls for the use of methods, the 2nd order accurate FVM, and cell types, extruded polyhydral cells and full polyhydral cells, which are normally not used for a DNS. It was shown that pipe and channel flows can be calculated within a few percent of the references when comparing the RMS of the fluctuations. Moving to complex geometries mesh strategies were described together with compromises in the solver settings. In conclusion it can be said that these methods and cell types can be used with confidence in predicting the channel and pipe flows. If more complex geometries, such as a T-junction, are used, results can still be considered highly accurate. To exactly quantify the accuracy for these geometries more analysis needs to be done.","","","master thesis","","","","","","","","","Aerospace Engineering","","","","",""
"uuid:8828f052-dea4-4b8f-a03c-2c7d237fd3ab","http://resolver.tudelft.nl/uuid:8828f052-dea4-4b8f-a03c-2c7d237fd3ab","Implementation, Characterization, and Optimization of an FPGA-based Time-to-Digital Converter","Menninga, L.H.","Charbon, E. (mentor)","2011","Many fields need high performance time measurements, including Single-Photon Avalanche Diode (SPAD) cameras, Positron Emission Tomography (PET) systems, and other time-of-flight systems. These measurements are often performed by means of time-to-digital converters, that for these applications, require high resolution, accuracy, and throughput. This is often accomplished using custom circuitry, which entails high cost, long development time, and low flexibility. Other time measurement implementations, such as TDCs implemented on field-programmable gate arrays (FPGAs), have been studied to meet the demands of time measurement without the drawbacks of custom circuitry. This thesis presents an FPGA-based TDC with many advantages of custom circuitry but few of the drawbacks. A characterization of the TDC, based on a Virtex-6 FPGA, is executed and many influences on performance are described, including distortions from the FPGA architecture, temperature effects, intra-chip position variation, and chip-to-chip variation. The TDC has 10ps resolution, 3.85LSB integral non-linearity, and a throughput of 300MS/s. Some directions for future work are presented, with the possibility to improve FPGAbased TDCs even more. The results show that FPGA-based TDCs can achieve high performance, and can be used in a wide range of applications requiring high throughput and accurate time measurements.","TDC; FPGA; Virtex-6; High Throughput; Multi Channel; Open Source; 10ps; PET","en","master thesis","","","","","","","","","Electrical Engineering, Mathematics and Computer Science","EWI","","Circuits and Systems","",""
"uuid:244e05c5-6f75-424f-8387-3ab395a75ae9","http://resolver.tudelft.nl/uuid:244e05c5-6f75-424f-8387-3ab395a75ae9","Designing accessible mobile web interfaces for visual disabled people","Van Rhijn, R.","Ridder, H. (mentor); Melles, M. (mentor)","2011","Project purpose The purpose of this project is to design a method which supports designers in creating accessible mobile web interfaces for visual disabled users. This will be done by formulating a set of design principles which describe the do’s and don’ts of accessible mobile web design. Background Visual disabled people cannot interact with mobile devices the way normal people do. Whether an interface is accessible or not depends on two factors. First of all, back-end software, such as magnification software and screenreaders, should be able to transcribe the information to and/or from the interface correctly. Secondly, the interface itself should be designed in such a way that the back-end software is able to transcribe its information. In other words: the interface and the back-end software should speak the same language. If either one of these factors does not meet the requirements, the user-interface interaction cannot function properly. This project is about the second factor, designing the accessibility of the interface itself. User research How should mobile web interfaces be designed in order to make them accessible to people with visual disabilities? Based on user research, the purpose of this section was to clarify who visually disabled people really are and how they interact with mobile web applications. Five visual disabled participants were personally interviewed and observed while working with several mobile web interfaces. They stated that mobile web accessibility is of significant importance to them because it greatly supports freedom and independence. Furthermore mobile web interfaces are mainly used for general orientation and managing travel schedules. In this manner apps are clearly preferred over websites due to the limited amount of information, the simple and consistent structure and the immediate access to the user’s target. Following from the results a set of design principles was formulated for accessible mobile web design. ‘Profound simplicity’ considers the simplicity of hierarchy and the limitation of information. ‘First impressions’ emphasizes that users should be able to read and control information as quick as possible. ‘Screenreader accessibility’ explains that screenreaders should be able to transcribe the information to blind users just like it is intended to sighted users. ‘Magnification accessibility’ accentuates the possibility to magnify the content in an effective way. ‘Substitute solutions for typing’ encourages designers to avoid typing solutions where possible in order to help visual disabled users spare energy. Finally, ‘Use your imagination’ encourages designers to gain understanding of the target group in order to design suitable solutions. Design To demonstrate the effect of the principles on the accessibility level a redesign of the main menu of the app ‘9292OV Pro’ was created. Prior to the design process, the original design was elaborately analysed in order to identify the accessibility benefits and problems. Subsequently a structural and a graphic redesign were created. In preparation of the accessibility test a prototype was developed in cooperation with the company. Accessibility test The prototype was tested in order to verify whether the design principles indeed increase the level of accessibility as intended. A test with five sight impaired and five blind users was set up to compare the accessibility level of the redesign with the original app. The test consisted of some tasks that were executed with both designs. The accessibility level of the designs was evaluated by means of a survey. The results were then analysed on a quantitative and a qualitative level. In general, the analysis has verified that the design principles have a large positive effect on the accessibility level for both sight impaired and blind users. Other than some explicit advantages that were established by the participants, some issues were as well identified considering hierarchy, magnification and substitute solutions for typing. Based on the findings the principles were evaluated and revised in order to optimise their effect on the accessibility level. Discussion Assuming that other mobile devices are supplied with appropriate back-end software in the future, the principles will be eligible for implementation in other industries as well. Other than smartphones, a number of examples are digital photo and video cameras, MP3 players, portable game consoles, tablet PC’s, portable navigation systems for pedestrians and health monitoring devices such as glucose meters. It is important to realize that the formulation of the principles is based on just one interface. Since each interface is unique, it is likely that with other interfaces additional insights can be gained that might be very valuable in completion to the current principles. For this reason the company was recommended to continue testing future interfaces on the level of accessibility.","visual disability; accessibility; interface","en","master thesis","","","","","","","Campus only","","Industrial Design Engineering","Industrial Design","","Master of Science Design for Interaction","",""
"uuid:4e157be3-7d10-4bfa-8c93-cc05617e59ae","http://resolver.tudelft.nl/uuid:4e157be3-7d10-4bfa-8c93-cc05617e59ae","Adaptive Policies: A way to improve the cost-benefit performance of megaprojects?","Yzer, J.R.","Marchau, V. (mentor); Walker, W.E. (mentor); Kwakkel, J.H. (mentor)","2011","Megaprojects are built as a result of a policy that tries to cope with an expected demand in the future. To assess the financial viability of a megaproject, a Cost-Benefit Analysis (CBA) is performed, which is very much dependent on the accuracy of predictive models that are used to forecast future demand. The outcomes of these models are very vulnerable to unexpected events (Walker, Rahman et al. 2001). As a result, the CBA becomes unreliable and gives an unrealistic presentation of the financial viability of a project. As a consequence megaprojects suffer from huge cost overruns and overestimated benefits. An alternative way of policymaking that tries to take uncertainty into account is the adaptive policymaking approach. The efficacy of this type of policymaking has already been shown by Kwakkel et al. (2010), but whether this leads to a better cost-benefit performance of megaprojects is unknown. At the moment it is not possible to perform a CBA on an adaptive policy since the CBA method is static opposed to the flexible adaptive policymaking approach. This leads us to a two-folded research question: - How to apply CBA to adaptive policymaking approach? - How good is the cost-benefit performance of megaprojects when using the adaptive policymaking approach compared to cost-benefit performance when using the traditional policymaking approach? A framework was developed that enables us to perform a CBA on an adaptive policy, using real options theory. The FASMAPA model of Kwakkel (2011) has been extended with a CBA module for the case of Amsterdam Airport Schiphol, to compare the cost-benefit performance of the traditional policy with the cost-benefit performance of the adaptive policymaking approach. Furthermore, to investigate whether a traditional policy with ad hoc decisionmaking has a better cost-benefit performance than a traditional policy without such decisionmaking, an agent-based model has been developed. The cost-benefit performance of the three policies was investigated for numerous plausible futures using Exploratory Modeling and Analysis (EMA). The results of the simulations showed that the adaptive policymaking approach has a smaller range of plausible Net Present Values, indicating that the adaptive policy can deal better with different futures. In only 5.5% of the simulations did the cost-benefit performance of the traditional policy score better. Concerning the cost-benefit performance of the traditional policy under ad hoc decisionmaking, it turned out that in this case, the performance was slightly worse compared to the cost-benefit performance of a “normal” traditional policy. Overall, it can be concluded that in this case, the cost-benefit performance of the megaproject under the adaptive policymaking approach is better compared to its performance under the traditional policy. This is considered to be a first indication that adaptive policies can improve the cost-benefit performance of megaprojects.","megaprojects; CBA; adaptive policy; traditional policy; real options","en","master thesis","","","","","","","","","Technology, Policy and Management","Policy Analysis","","EPA","",""
"uuid:8a7635fb-4009-4e8e-90d7-5fa0f388a041","http://resolver.tudelft.nl/uuid:8a7635fb-4009-4e8e-90d7-5fa0f388a041","Development of a device to assist force generation for high-load orthopaedic actions","Van Gorkum, R.F.P.","Dankelman, J. (mentor); Tuijthof, G.J. (mentor)","2011","Orthopaedic surgery includes frequent removal of bony tissue with large instruments that require a significant force to operate. An increasing number of surgeons, especially female and older surgeons, cannot operate high-load orthopedic instruments properly because they lack the necessary force or hand span. The goal of this study is to develop a device that assists surgeons with force generation for high-load orthopaedic actions. It should enable surgeons of any age, gender and gripping strength to operate bone excision instruments with their dominant hand only by amplifying the users gripping force. Methods: The device was designed for the “worst case scenario”: a 60 year old female surgeon cutting hard cortical bone with a large rongeur. The device amplification (2.2x) was determined by calculating the discrepancy between the available gripping force for this person (207N) and the maximum bone cutting force (474N), determined by cutting 90 slices of tibia with a large Luer-Stille rongeur. Several qualitative requirements were taken into account, such as maintaining haptic feedback and sterilizibility. The prototype features an amplification mechanism based on ratchets that enables two operating modes: it can either be used like a traditional rongeur or with extra amplification where needed. The device was evaluated by experimentally comparing the amplification of the prototype with the intended amplification. Results: The prototype provided more than the necessary amplification: gripping force is amplified at least 2.8 times in amplification mode. Conclusions: The proposed design shows potential to be a valuable addition to orthopedic instruments because it enables surgeons with less gripping force to cut through hard tissue with one hand. The presented prototype delivers the necessary amplification of gripping force but shows some limitations, for which solutions were presented. When these limitations are solved, clinical testing can be initiated.","orthopedic; rongeur; gripping force; mechanical amplification; ratchet mechanism","en","master thesis","","","","","","","","","Mechanical, Maritime and Materials Engineering","BioMechanical Engineering","","","",""
"uuid:518bb6e3-87f4-437f-960a-ad8d52545328","http://resolver.tudelft.nl/uuid:518bb6e3-87f4-437f-960a-ad8d52545328","Design and Optimization of Ultra High Speed Permanent Magnet Machine","Etemadrezaei, M.","Polinder, H. (mentor)","2011","The purpose of this thesis is to present a precise analytical method for modeling the rotor induced eddy current losses in the surface mounted PM machine. First, an analytical insight in to the eddy current loss in each layer of the rotor has been developed. Next, major design parameters that have the most important effects on the rotor losses have been identified.","Permanent magnet; Eddy current","en","master thesis","","","","","","","","2011-06-02","Electrical Engineering, Mathematics and Computer Science","Electrical Power Engineering","","Electrical Power Proccessing","",""
