"uuid","repository link","title","author","contributor","publication year","abstract","subject topic","language","publication type","publisher","isbn","issn","patent","patent status","bibliographic note","access restriction","embargo date","faculty","department","research group","programme","project","coordinates"
"uuid:4a7f8ee9-c354-4e3e-997c-cc2652f54731","http://resolver.tudelft.nl/uuid:4a7f8ee9-c354-4e3e-997c-cc2652f54731","Creating value through opening up data by commercial companies: A case study at PostNL Data Solutions","van der Wielen, Michael (TU Delft Technology, Policy and Management)","Warnier, Martijn (mentor); Zuiderwijk-van Eijk, Anneke (mentor); Beekenkamp, Ellen (mentor); Delft University of Technology (degree granting institution)","2019","In recent years the growth in the amount of available data has increased enormously. More and more companies, government organizations and citizens are becoming data dependent. Simultaneously with this growth in the availability of the amount of data, there is increasing interest in opening up this data. Open data is data that is freely available to everyone, can be reused by everyone and can be redistributed by everyone again. Up to now, it is mainly government organizations that make the data publicly available or use open data sources themselves. However, various studies have indicated that a great potential for open data is still unused. If a larger part of the current available data were to be opened up, much (economic) value could be achieved. However, these studies do not determine for commercial companies. These companies are currently lagging behind in opening up their data because they do not see the potential of this. Opening up data is seen as unnecessary insight for the competition and a loss of the market position and the annual turnover. To show companies the value of open data, this research aims to design a method that companies can apply. By applying this method it becomes clear to companies which data in the current structure of their business system has the potential to be opened up and subsequently what value this opened-up data yields for the company.<br/><br/>This methodology, named ""Open Data Implementation Methodology (ODIM)"" in this study, was designed using the design science research approach. The various phases in this approach made it clear which factors are important of open data at commercial companies and, among other things, offered a framework for setting up the method. By going through all the phases in the design science approach, the methodology could be designed, tested and evaluated.<br/><br/>In the first phase, the identification of the problem and the motivation, an extended literature review showed, among other things, that most research into open data focuses on government organizations. From these investigated projects the most striking challenges have been identified to be included in the design of the method. These challenges within open data projects are in the technical, social, legal and economic areas. Analyzing the literature also confirmed that conducting a case study is a suitable method to test open data projects. All these elements were then included in the design of the ODIM. Because analyzing the value of open data projects at companies has to do with the design and organization of new systems at companies, it was investigated what a suitable design method was for the ODIM. Due to the iterative nature and previously proven functions, the design engineering approach has been chosen according to Dym and Little. This method was used to subsequently adjust it so that it is suitable for open data implementation projects at companies. The method, the artefact in the design science aproach of this study, follows different phases that companies can go through. By mapping the current system in detail, determining requirements of open data in the new system and analyzing for example the costs, revenues and use of the data by current users, a concept system design can be drawn up with a central role for open data. This design shows which datasets are suitable for opening up and what changes this entails within the business processes. By testing this new system with experts currently working with the system, the value of the open data in the new system can be determined and changes can be added. The results of the method for a company are ultimately insights into current systems and the value of open data in a newly designed system.<br/><br/>This open data implementation methodology was demonstrated in this study at the commercial company PostNL Data Solutions in the Netherlands. The new open data system and the ODIM have been validated through an expert panel workshop. The results were that open data was seen as a very valuable change compared to current business processes. The value of open data was primarily recognized in the economic, cultural and organizational area. According to the experts who participated in the workshop, opening the data ensures that innovation is stimulated and new and better products and services can be built. The transparency of the company and the accuracy of the data will also increase in this new system. Risks are that it can cost a lot of money and time to set up current IT systems for open data and that privacy can pose risks to users. To be able to apply this method to other companies as well, the benchmarks for value creation must be made more specific to companies. Value creation is very context dependent, which makes it difficult to apply the ODIM broadly. By means of the ODIM, it is possible to make clear how current data systems are structured at companies and determine which data sets are suitable for being opened up.<br/><br/>The conclusion of this research is that open data can create value at commercial companies by reorganizing current systems. The open data implementation method helps companies to gain insight into this and to determine the value of open data for their company. Further research is needed into the broad applicability of the method by examining multiple cases and into benchmarks for value creation. In addition, an implementation plan must also be developed in order to successfully build the developed system with open data.","Open data; Value creation; Commercial companies; Design Science Research","en","master thesis","","","","","","","","","","","","Complex Systems Engineering and Management (CoSEM)","",""
"uuid:393d2261-8f01-406f-acd3-9bb813dc430c","http://resolver.tudelft.nl/uuid:393d2261-8f01-406f-acd3-9bb813dc430c","Thermotion: an exploration of facilitating emotion perception with wearable thermal displays","Yang, Xingyu (TU Delft Industrial Design Engineering)","Jansen, Kaspar (mentor); Hartcher-O'Brien, Jess (graduation committee); Ali, Abdallah (graduation committee); Delft University of Technology (degree granting institution)","2019","The project aims at exploring tangible ways to communicate emotion. To narrow down the scope, I lay the focus on emotion communication in remote settings, a context when nonverbal communication is usually limited. From interviews, the neutral expression is found to be the main factor hindering a sufficient understanding of others' emotional state. Therefore, the scope is narrowed down to a topic related to the real-world problem: Contributing to the emotion interpretation from the neutral verbal expression.<br/>While verbal communication cannot convey emotion sufficiently, tangible modalities like haptics, thermal feedback are promising extra channels to explore. Communicating affection with the physical stimulus is not only supported by theoretical studies like embodying emotion theory but also practiced through prototyping and experimenting from HCI filed. Within this project, thermal stimulus, a modality highly related to emotional experience without causing privacy issue, is selected for the study. Thus, the research can be further framed as: How thermal stimulus contribute to emotion interpretation from the neutral verbal expression? Considering the application perspective and the requirement about wearables from CWI, the thermal stimulus should be designed as wearables. The research is conducted in the path of the controlled experiment to generate solid findings. Voice message, a medium less explored in the area of remote communication, is chosen as the case for study. Therefore, the final research question is formulated as follows: How can wearable thermal display contribute to emotion interpretation from the neutrally spoken voice messages?<br/>The project follows the path of research through design. First, through literature review and quick user test, a pre-study leads to some initial decisions for the experiment: 1) using the upper chest as the body location. 2) using woven silk as the contact medium. 3) setting four thermal stimuli (high intensity warm 38°C, low intensity warm 35°C, high intensity cold 26°C, low intensity cold 29°C).<br/>Afterward, the first experiment is conducted to find the recognizable and acceptable on-body thermal stimulus with a suitable contact medium (skin or fabric) for the second experiment. The study with 12 participants collects the ratings in terms of subjective intensity and comfort. The findings indicate that low intensities cannot be used if the thermal stimuli should be detectable for most people. For the cool stimuli, the intensity is decreased from -6°C to -4°C to ensure participant comfort. Besides, the fabric is not used for the second experiment because of its delay effect on thermal sensation.<br/>Between the two experiments, a study is conducted to validate that the neutral tone can make a normal voice message perceived more neutral. Twelve neutrally spoken voice stimuli are generated by an AI voice generator and compared with the original normally spoken voices (from a validated database) in terms of valence and arousal. The result shows that the neutral expression does make a sentence with either positive or negative content perceived more neutral.<br/>The second experiment is to explore how thermal stimulus can affect emotion perception from nuetrally spoken voice messages. Participants listen to eight voice messages and experience the thermal stimuli at the same time. Afterward, they give their ratings in terms of valence and arousal from the voice messages. Each voice message is paired with three thermal conditions (warm, cold, baseline). The result shows that warm stimulus augments the perceived positiveness of positive messages while cold stimulus augments the negativeness of negative messages.<br/>However, augmenting the emotion perception doesn't necessarily mean the accuracy of emotion perception. The contribution and limitation of the project are discussed in the end.","Thermal display; Tangible Interaction; Affective computing; Wearables; Fabrication; Communication","en","master thesis","","","","","","","","","","","","","",""
"uuid:6edb3603-31e3-4c21-8fed-774bc4ea54d4","http://resolver.tudelft.nl/uuid:6edb3603-31e3-4c21-8fed-774bc4ea54d4","Port of Rotterdam Intertidal wetland: Final Report","Bushell, Terry (TU Delft Civil Engineering and Geosciences); Jin, Yueyuan (TU Delft Civil Engineering and Geosciences); Huang, Haoxi","Delft University of Technology (degree granting institution)","2019","The Port of Rotterdam has many old harbours located close to the Rotterdam city center that are no longer suitable to be used for industrial purposes. Meanwhile due to expansion and population growth of the city, more recreational spaces are needed. The idea is to use the abundant dredged material from the Port of Rotterdam to fill in and construct intertidal wetland parks in some of these old harbours. They will serve as natural habitats for different types of flora and fauna such as migratory birds. These intertidal parks are also ideal recreational spaces for residents. This multidisciplinary project aims to provide a conceptual design of a tidal wetland in the Maashaven harbour. In this report, a general design is presented, and special attention is paid to technical issues that may occur in the construction process.","dredged sediment consolidation; wetland construction; conceptual design","en","student report","","","","","","","","","","","","","MDP291",""
"uuid:643e59e3-403a-4159-b3e4-bdde272610e4","http://resolver.tudelft.nl/uuid:643e59e3-403a-4159-b3e4-bdde272610e4","Optimization of heat extraction within sedimentary reservoirs for CO2 Plume Geothermal (CPG) electricity generation","Ravilov, Marat (TU Delft Civil Engineering and Geosciences)","Adams, Benjamin (mentor); Saar, Martin (graduation committee); Delft University of Technology (degree granting institution); ETH Zürich (degree granting institution); RWTH Aachen University (degree granting institution)","2019","The primary goal of the present work is evaluation and comparison of vertical and horizontal well placements and their impact on the power output of a CPG (CO2 Plume Geothermal) system. Performances of vertical and horizontal wells are evaluated for a repeated five-spot pattern. Six numerical models were developed in MOOSE (Multiphysics Object Oriented Simulation Environment), tested and compared against each other and a benchmark study. Simulations show that the reservoir will respond differently to different well configurations, with buoyancy playing a major role in its response. The study concludes with recommendations on ways to improve the accuracy of present models and directions for future research on optimal well placement for CPG systems","","en","master thesis","","","","","","IDEA League - Joint Master's in Applied Geophysics","","","","","","Applied Geophysics | IDEA League","",""
"uuid:403b5bd5-8761-4c34-b132-2e83050775e2","http://resolver.tudelft.nl/uuid:403b5bd5-8761-4c34-b132-2e83050775e2","Corrosion in Submerged Offshore Slip Joints","de Bruin, Koen (TU Delft Mechanical, Maritime and Materials Engineering)","Hoving, Jeroen (mentor); Veljkovic, Milan (mentor); Gonzalez Garcia, Yaiza (mentor); Delft University of Technology (degree granting institution)","2019","In order to connect a monopile to a transition piece of an offshore wind turbine efficiently, a new connection method called the Slip Joint is being developed. The Slip Joint is made out of a conical section at the top of the monopile foundation and a conical section at the bottom of the transition piece which are slid over each other to form a connection. Van Oord is currently getting the Slip Joint connection certified by DNVGL, requiring that the structural integrity must suffice during the total lifetime. Offshore with harsh salty conditions, corrosion important to be aware of. The interface between the cones of the Slip Joint creates a local environment with crevices that has a unknown corrosion behavior. Because it is necessary to know the corrosion behavior within the Slip Joint, the following research question has been formulated: What corrosion behavior can be expected in offshore submerged Slip Joint crevices?<br/>Because research towards steel crevices of large geometries was not carried out before, a test method had to be developed. This required multiple innovative methods, and thus trial tests to confirm the feasibility of the test method. Chosen is to use specimens with multiple crevice geometries and test them during a 60 days immersion test. In total 260 steel plates and 37 different crevice geometries have been studied on their corrosion behavior. To monitor the corrosion behavior during the test period, open current potentials have been measured. After the test period the specimens were cleaned and weight losses have been measured. With the weight loss measurement, the corrosion rate of each specimen has been calculated. Additionally to testing the corrosion behavior in crevices, the usability of Impressed Cathodic Corrosion Protection on a crevice is tested by applying a current on the specimens using a potentiostat.<br/>The data of the tests show that the test was carried out in a consistent manner and that the test method gives reproducible results. The test indicate that local corrosion attack in the crevices of the Slip Joint can occur and that the corrosion behavior is correlated with the crevice geometry. A model has been formulated which can be used to estimate corrosion rates in crevices for design purposes.","Corrosion; Slip Joint; Crevice; Offshore","en","master thesis","","","","","","","","2024-08-30","","","","","",""
"uuid:229b0db1-06e9-4cbd-9e90-e2e16bd162bb","http://resolver.tudelft.nl/uuid:229b0db1-06e9-4cbd-9e90-e2e16bd162bb","Formal verification of upper bounds on translative packing densities","Mulder, Ike (TU Delft Electrical Engineering, Mathematics and Computer Science)","de Oliveira Filho, Fernando (mentor); Aardal, Karen (graduation committee); Hart, Klaas Pieter (graduation committee); Delft University of Technology (degree granting institution)","2019","Packing problems are concerned with filling the space with copies of a certain object, so that the least amount of space stays unoccupied. The famous Kepler conjecture asserts that the cannonball packing of spheres is the most efficient packing achievable, and was recently formally proven by Hales.<br/><br/>Dostert, Guzman, Oliveira Filho and Vallentin investigated the packing problem for other shapes. They focused on translative packings, in which all objects are oriented in the same direction. They proved several new upper bounds on translative packing densities of various Platonic and Archimedean solids. However, their results rely heavily on complex computer calculations to ensure they satisfy the conditions of a theorem.<br/><br/>In this thesis, proof assistant Coq is used to formally verify these conditions. An introduction to Coq is provided, aimed at the working mathematician. Then, the theorems required for the proof are developed. Several results from multivariate calculus and convexity were required for the proof, but not available in Coq. The proof also requires a large amount of floating point calculations. A method is developed to efficiently perform floating point calculations on a large scale in Coq.<br/><br/>Using the developed techniques, the improved upper bound of Dostert et al. on the translative packing density of the truncated tetrahedron is formally verified. These techniques can be reused to formally verify the other improved upper bounds of Dostert et al.","Formal verification; Packing densities; Tetrahedral symmetry; Truncated tetrahedron; Coq; Proof assistant","en","master thesis","","","","","","","","","","","","","",""
"uuid:6011234f-ce54-43f2-b254-0f8d65747291","http://resolver.tudelft.nl/uuid:6011234f-ce54-43f2-b254-0f8d65747291","Simulating smart charging optimization for electric vehicles: A quantification and statistical analysis of the cost reduction and emission reduction potential of an aggregated Dutch EV fleet","Paanakker, Marnix (TU Delft Electrical Engineering, Mathematics and Computer Science)","Ghotge, Rishabh (mentor); Westerhof, Oscar (mentor); van Wijk, Ad (graduation committee); Nane, Tina (graduation committee); Homem de Almeida Correia, Goncalo (graduation committee); Delft University of Technology (degree granting institution)","2019","The objective of this research is to understand what smart charging can bring business and society at large. In close collaboration with the largest fleet operator in the world and a commercial aggregator, the impact of smart charging on both cost reduction and carbon reduction was simulated for an electric vehicle (EV) fleet in 2018. The simulation is designed to quantify the cost reduction of EV smart charging in The Netherlands as realistic as possible. Besides cost reduction quantification, the objective is to create a better understanding of what variables influence smart charging cost reduction. This is done via a statistical analysis of the smart charging simulations output. Furthermore, this research also has the objective find the direct impact of smart charging on carbon intensity of the electricity used for personal transport.<br/>In this research, an EV aggregators perspective is leading. The EV aggregators could utilizing available flexibility in an EV fleet to deliver flexibility services. The strategy chosen to simulate is based on day ahead market optimization and passive balancing on the imbalance market. The EV fleet is assumed to be an isolated portfolio handled by the balance responsible party (BRP). The average synthetic load profile over 2018 was €41,56 per MWh and this is used as benchmark to quantify the smart charging savings in the simulations. <br/> Different smart charging simulation set-up scenarios are designed and executed. In all simulations a real-world charging data set with 300.000 historic charging sessions was used. For each session, a new smart charging profile is determined by the optimization algorithms. The session price and session carbon intensity is calculated for both the smart charging scenarios as the business-as-usual scenarios. To compare the results of the different smart charging set-up scenarios, the average session price of all session in that simulations is used. At the same time, the smart charging savings is calculated based on the defined benchmark. The findings within this thesis support the conclusion that the used smart charging algorithms work properly and could decrease the electricity purchase price in The Netherlands. Additionally we found that the carbon intensity of the charged electricity during the smart charging schedule decreases compared to a business as usual scenario. This is a direct result of a correlation between the carbon intensity in the grid and day ahead prices in The Netherlands. EV aggregators are able to add flexibility to the demand side of the electricity system by means of smart charging, if a strong price incentive is provided. If stakeholders across the mobility and the energy sector work together, a real-world commercial implementation based on the price incentives on day ahead market and imbalance market in The Netherlands is possible. In the statistical analysis, multiple regression models show a linear relation between three independent variables (the session duration, session volume and maximum power of the charge point) and two dependent variables (the average session purchase price and savings per session). The key insights from the models empowered three main recommendations to EV aggregators to optimize the smart charging savings in the future: 1) Encourage longer session length. 2) Encourage regular overnight charging sessions behaviour, independent from the charging needs. 3) Stimulate access to high charging power. The data showed compelling differences between the 20% BEVs and the 80% PHEVs and their results were separated accordingly in this research. In all simulation set-up scenarios are the PHEVs outperforming the BEVs in terms of a lower average session price and higher cost reduction. If the smart charging strategy is executed as proposed in this thesis, the EV aggregator is exposed to the day ahead market and imbalance settlements for its portfolio. The EV aggregator is able to decrease the electricity purchase price, while acting as BRP. The exposure to the markets brings significant risk. Collaboration with an electricity supplier or BRP could potentially increase the smart charging savings for the EV aggregator. Furthermore, other revenue streams to utilize flexibility could be investigated. If stacking different flexibility strategies is possible, it could increase the smart charging value in the future.","Electric Vehicle; Smart Charging; optimization algorithms; Aggregator; carbon reduction; cost reduction; flexibility","en","master thesis","","","","","","","","2023-09-01","","","","Electrical Engineering | Sustainable Energy Technology","",""
"uuid:0ad25d1e-ecc4-47d3-b5f4-35086fba1652","http://resolver.tudelft.nl/uuid:0ad25d1e-ecc4-47d3-b5f4-35086fba1652","Exploring fairness in visual employment contracts","Montella Lavin, Andrea (TU Delft Industrial Design Engineering)","Baha, Ehsan (mentor); Wijntjes, Maarten (mentor); Beleen, Lieke (mentor); Delft University of Technology (degree granting institution)","2019","The current thesis explores the impact that the use of visual contracts has from the fairness perspective. The project developed in collaboration with the company Visual Contracts, a start-up specialized in Legal Design Thinking, aims to provide an added value and evidence that supports the relevance of their activity. A design process that combined research with a practical approach was the chosen approach for the development of the project. The project focused on the context of employment contracts due to its big social relevance and its potential for business opportunities. Several conflicts which seriously compromise the well-being of the parties, the employer and the employee, arise as a consequence of misunderstandings in the employment contracts. To prevent these conflicts and to offer and added value to the company Visual Contracts, the exploration of the impact of visual contracts is addressed from the fairness perspective. Three design cycles were pursued during this thesis. The first cycle, had as a goal to create an in-depth understanding of the project scope (contracts, understandability, and fairness) and to design the first visual contract. The second cycle was focused on improving the user experience and the implementability in the real context. Finally, the third cycle aimed to detail the visual contract and validate it in the real context. Along this process, a combination of desk and empirical research with the stakeholders of contracts, was conducted to gain more understanding of the scope of the project. It was also developed a framework which aimed to ease the creation of fair employment contracts and set the basis for a good relationship between the parties. Finally, one contract was designed on each cycle and afterwards tested to generate knowledge and insights for improvement. The final result iterated from an initial interactive document to a platform where the user can perform all the tasks related to their hiring and onboarding process, from reading the contract to uploading the necessary documents for the formalities. The results of the project provided the company Visual Contracts with a business opportunity in the context of employment contracts, along with evidence and tools for the further development of this project. As an overall conclusion, it was stated that the use of visual contracts contributes to fairness and generates a positive impact by improving understandability and fostering evaluation. The impact is demonstrated in the following way: visual contracts support and empower the stakeholders during the decision making process and negotiation of the agreement, they improve the relationship between the parties, by fostering trust and open communication, and finally, they prevent conflicts and set realistic expectations.","Contracts; Legal Design; User Experience; Law; Employment; Design","en","master thesis","","","","","","","","","","","","Design for Interaction","",""
"uuid:3ee232d0-17aa-4f95-92cb-d1a9453cfe7c","http://resolver.tudelft.nl/uuid:3ee232d0-17aa-4f95-92cb-d1a9453cfe7c","Semio.Soles: A Smart Garment for Covert Police Operations","Balk, Otmar (TU Delft Industrial Design Engineering)","Sonneveld, Marieke (mentor); Petreca, Bruna (graduation committee); Delft University of Technology (degree granting institution)","2019","This project is an exploration of the application opportunities for the next generation of smart textile products in the niche context of high-pressure police operations. This target group is chosen as the current communication media enable concrete and clear communication, but are also bulky and obtrusive, to the extent that they are visible and distinguishable to the attentive criminal or bystander. Yet, their line of communication is paramount for a good result, i.e. clear and concise communication at all times are critical factors during operations. Both the context and timeline of observation operations are researched, as well as the current state of smart textiles in modern society. As conclusion of the research, a future vision of smart textiles is formulated and a design space for ideation is outlined. The goal of the product is to re-establish a connection between covert agents in situations where conventional communication (visual or auditive) is not possible. Semio.Soles is a product concept that enables observation agents to notify their colleagues that they are ok, while operating in a no-contact situation. Agents can send basic status information about themselves and the situation that they are in, to other agents that are on standby in the vicinity. This helps agents standing-by to maintain situation awareness of a situation that they are not in and cannot see or hear.<br/>Concluding the project, a final evaluation is done and recommendations for future development and research are formulated.","covert operation; hapticshoe; Semio.Soles","en","master thesis","","","","","","","","","","","","Design for Interaction","",""
"uuid:76393137-cadf-4f0f-8e2b-9a5676e85d91","http://resolver.tudelft.nl/uuid:76393137-cadf-4f0f-8e2b-9a5676e85d91","Process standardization in the construction industry: An explorative study into the right balance between standardization and flexibility","Peponi, Nefeli (TU Delft Civil Engineering and Geosciences; BAM � Royal BAM Group nv)","Bakker, Hans (mentor); Lousberg, Louis (graduation committee); Liu, Yan (graduation committee); Delft University of Technology (degree granting institution)","2019","Today’s rising project complexity in combination with the changing economic environment has led to an increased interest in improving organizational business processes. Large multinational companies were always affected by those two factors in a greater extent than other smaller more localized competitors, rendering process reengineering an indispensable need for their continuous thrive. Determining best-practice approaches and integrating scale and knowledge into business process management may improve business performance by reducing error potential. This could be achieved through process standardization according to best-practice approaches. However, the proclaimed uniqueness of construction projects in combination with the numerous uncertainties that the industry is facing is rendering process standardization in the construction industry more complex. This research aims to explore the implications, opportunities and barriers of standardization in the construction industry and the implementation of previously gained knowledge – marked as best practices.","process standardization; construction industry; critical factors; perspectives","en","master thesis","","","","","","","","","","","","Civil Engineering | Construction Management and Engineering","",""
