"uuid","repository link","title","author","contributor","publication year","abstract","subject topic","language","publication type","publisher","isbn","issn","patent","patent status","bibliographic note","access restriction","embargo date","faculty","department","research group","programme","project","coordinates"
"uuid:89777746-b702-43e5-9b0b-8d006b1a56b5","http://resolver.tudelft.nl/uuid:89777746-b702-43e5-9b0b-8d006b1a56b5","Micro Particle Image Velocimetry measurements in a capillary","Van Steijn, V.","Kreutzer, M.T. (mentor); Kritzinger, H.P. (mentor); Klein, C.R. (mentor)","2004","","","en","master thesis","","","","","","","","","Applied Sciences","Kramers Laboratorium voor Fysische Technologie","","","",""
"uuid:9a2c42da-c249-43d1-ba27-a8dddccb177c","http://resolver.tudelft.nl/uuid:9a2c42da-c249-43d1-ba27-a8dddccb177c","The fatigue properties of a welded tubular T-joint: A calculation and comparison of initial defect sizes","Janssen, M.H.E.","Hermans, M.J.M. (mentor); Zuidema, J. (mentor); Richardson, I.M. (mentor)","2004","","","en","master thesis","","","","","","","","","Applied Sciences","Technische Materiaalwetenschappen","","","",""
"uuid:6b7b2b6d-364c-4318-b510-52760448a5b5","http://resolver.tudelft.nl/uuid:6b7b2b6d-364c-4318-b510-52760448a5b5","Een CFD studie van media milling","Busing, F.C.","Kleijn, C.R. (mentor)","2004","","","en","master thesis","","","","","","","","","Applied Sciences","Kramers Laboratorium voor Fysische Technologie","","","",""
"uuid:5f63b646-4ba9-4092-b6cd-747542cbcca8","http://resolver.tudelft.nl/uuid:5f63b646-4ba9-4092-b6cd-747542cbcca8","An Effective Technology Deployment Model For Big-Oil-Company Exploration and Production","De Vries, T.S.","Ortt, R. (mentor); Verburg, R.M. (mentor)","2004","","","","master thesis","","","","","","","Campus only","","Technology, Policy and Management","","","","",""
"uuid:cf5bb288-e9cc-4e2c-aa22-bfc067a631d3","http://resolver.tudelft.nl/uuid:cf5bb288-e9cc-4e2c-aa22-bfc067a631d3","Fieldwork Coastal Engineering: Varna (Bulgaria)","Bos, C.; Burgers, J.J.; Van Dijk, M.; Heeringa, E.; Van den Hengel, D.; Lausman, R.; Oortman, N.; Poot, R.; Segboer, T.; De Sonneville, B.","","2004","Research has been carried out in St. Konstantin, Varna, Bulgaria. In the second chapter of this report an Analysis of the Tetra pods on breakwater of the “Sunny Day Marina is presented, where the damage is determined and different approaches are used and compared to determine the significant wave height. In the third chapter the beach measurements are described. An analysis of the development of the beach line and the beach profiles is compared with other years and a sieve analysis is carried out. Chapter four describes wave measurements for the area; these are made visually and with a pressure gauge. In chapter five, the contours of a groin in the area is measured and compared with data from other years.Chapters six contains information about the stones measurements in the quarries we visited. In chapter seven the bottom of the sea is mapped by using the echo sounding data. In chapter eight, the sediment characteristics are determined. At the village of St-Constantin a group of investigators wants to make an artificial island in the sea, requirements are presented in chapter eight. The final chapter nine relates about another project, the expansion of hotel White lagoon.","fieldwork; Varna; Bulgaria; CT5318","en","student report","TU Delft, Department Hydraulic Engineering","","","","","","Campus only","","Civil Engineering and Geosciences","Hydraulic Engineering","","","",""
"uuid:9c4f9523-1e15-43ac-bd53-b9360331e550","http://resolver.tudelft.nl/uuid:9c4f9523-1e15-43ac-bd53-b9360331e550","Toepassingsmogelijkheden van Dynamisch Railverkeersmanagement in Arnhem","Van den Top, J.","Wiggenraad, P.B.L. (mentor); Heijer, T. (mentor); Schaafsma, A.A.M. (mentor); Hansen, I.A. (mentor)","2004","","toepassingsmogelijkheden; railverkeersmanagement; Arnhem","nl","master thesis","","","","","","","","","Civil Engineering and Geosciences","Transport en Planning","","","",""
"uuid:d8901e48-95be-4cd2-8f83-3291dcfc8c0d","http://resolver.tudelft.nl/uuid:d8901e48-95be-4cd2-8f83-3291dcfc8c0d","Twee werelden, Een water. Prioriteiten stellen op de grens van onderzoek en beleid.","Sweelssen, M.P.G.","Thissen, W.A.H. (mentor); Karstens, S.A.M. (mentor); Dicke, W.M. (mentor); Rijkswaterstaat (contributor)","2004","","","","master thesis","","","","","","","Campus only","","Technology, Policy and Management","","","","",""
"uuid:6b76a274-7eb8-4a64-83ea-b9a571087bdf","http://resolver.tudelft.nl/uuid:6b76a274-7eb8-4a64-83ea-b9a571087bdf","Application of Feed Forward Controller on Delta-Mendota Canal","Bruggers, M.R.","Van Overloop, P.J.A.T.M. (mentor); Dijkstra, S. (mentor); Brouwer, R. (mentor); Burt, C.M. (mentor)","2004","The presence of water makes life possible on this planet. Our existence and our economical activities are very dependent on this resource. Proper management of the available water is therefore essential. This research is part of the operational level of quantitative water management, which concerns the daily operation of the water system infrastructure (sluices, gates, pumping stations, etc.). It is done in collaboration between the Delft University of Technology and the Irrigation Training and Research Center in San Luis Obispo, California. The research object is the southern part of the Delta-Mendota Canal (DMC) between the O’Neill Forebay and the Mendota Pool and flows through the western part of the San Joaquin Valley, California. These 75 km of the DMC are divided by nine check structures, creating eight reaches with an average length of 9.4 km. The canal was completed in 1951 and is mainly essential for irrigation supply. The upstream controlled structures consist of three parallel radial gates and two short crested weirs. At the downstream end of each reach an irrigation district has its turnouts located, to distribute water from the canal to the users. The controlled irrigation system cannot respond fast enough to large downstream water demands, resulting in water level deviations in the downstream reservoir. With a faster response, the size and duration of the water level deviations can be reduced. Several requirements apply: 1. the 'solution' has to be an additional component to the controller so that the robustness of the present control system is not affected; 2. only the measuring points upstream of each check structure may be used and 3. the communication frequency is limited to once every 5 minutes. One solution is found in a feed forward controller in combination with re-tuned constants. An alternative solution is formed by a temporary flow controller, but special attention is necessary when dealing with varying turnout flows.","feed forward; controller; actuator; feed back; Delta Mendota; ITRC; operational water control; water control; water management","en","master thesis","","","","","","","","2014-03-19","Civil Engineering and Geosciences","Water Management","","Water Resources","",""
"uuid:64668343-d8f6-4aec-ba7d-66c21ac1beb3","http://resolver.tudelft.nl/uuid:64668343-d8f6-4aec-ba7d-66c21ac1beb3","Blauw meer op straat! ZEPP (Zoeken naar Efficientie en Prestatieverhoging in Politieprocessen). Tijdsbeparing in politieprocessen door inzet van iCT en herinrichting.","Boonstra, P.D.","Verbraeck, A. (mentor); Den Hengst-Bruggeling, M. (mentor); Bouwman, W.A.G.A. (mentor)","2004","","","","master thesis","","","","","","","Campus only","","Technology, Policy and Management","","","","",""
"uuid:2573fea1-a11e-49e5-90ff-a3d76785e7e6","http://resolver.tudelft.nl/uuid:2573fea1-a11e-49e5-90ff-a3d76785e7e6","Water induced crack initiation in an aquifer. An elastic analytical approach","Oostveen, D.P.J.","Hassanizadeh, S.M. (mentor); De Koning, J. (mentor); Van Meerten, J.J. (mentor); Veling, E.J.M. (mentor); Schotting, R.J. (mentor); Molenkamp, F. (mentor)","2004","","","en","master thesis","","","","","","","","2012-10-30","Civil Engineering and Geosciences","Water Management","","Water Resources","",""
