"uuid","repository link","title","author","contributor","publication year","abstract","subject topic","language","publication type","publisher","isbn","issn","patent","patent status","bibliographic note","access restriction","embargo date","faculty","department","research group","programme","project","coordinates"
"uuid:7479f3ec-c1ad-4076-be86-d4c02e548d6c","http://resolver.tudelft.nl/uuid:7479f3ec-c1ad-4076-be86-d4c02e548d6c","The profitable influence of lease incentives for new office developments: A research on the phenomenon of office real estate developments (out)competing existing assets on effective rent levels without loss of quality","Harding, B.T.","Remøy, H.T. (mentor); Koppels, P.W. (mentor)","2012","Dutch developers are thought to have been able to outcompete the owners of existing office space on rental pricing (the phenomenon). For tenants it was more inexpensive to move to newly proposed (not yet existent) office space than to remain where they are, or move to other existing office space. Three theoretical reasons were identified for the phenomenon to exist: 1) rent price lagging of existing assets to new market information, 2) lower production costs for the new development and 3) the creation of margin between development costs and asset selling price. Especially the latter has had influence on the phenomenon's existence. Three main aspects are identified for the creation of margin: 1) A period of Yield Compression (2004-2008) enabled great selling prices to be obtained. Thereby margin was created. It also led to a decrease in financing costs and allowed for the neglect of given lease incentives by developers, 2) the use of the normative residual land value method enabled margin to exist altogether and allowed for additional margin to be created, and 3) the use of Lease Incentives by the developer has shown to have an amplifying effect: Profit Sharing/the High-Low Method effectively lowers the rent level of the tenant by making maximum use of the created margin. Sources used: literature, expert interviews, key-actor interviews, dataset analysis and sensitivity analysis.","incentive; lease incentive; effective rent; contract rent; market rent; high-low method; hoog-laag; price lagging; yield compression; real estate; office; vacancy; normative residual land value; residual land value; residual land value method; municipal competition","en","master thesis","","","","","","","","2012-10-31","Architecture","Real Estate & Housing","","Real Estate Management","",""
"uuid:d3a04532-ec41-422c-b7e5-0069fb787ac9","http://resolver.tudelft.nl/uuid:d3a04532-ec41-422c-b7e5-0069fb787ac9","Een modelonderzoek naar bermongevallen: Een correlatieonderzoek naar bermongevallen en het dwarsprofiel, plus een handreiking voor de ontwikkeling van nieuwe ongevallenvoorspellingsmodellen en een nieuwe onderzoeksdatabase van wegkenmerken op basis van de ontwikkeling van de BGT","Van Petegem, J.W.H.","Wegman, F.C.M. (mentor); Wiggenraad, P.B.L. (mentor); Dijkstra, A. (mentor); Verbree, E. (mentor); Verpuij, J. (mentor)","2012","Nederland heeft de ambitie om het aantal dodelijke en ernstige ongevallen met 25% te reduceren. De ontwikkeling van ongevallenvoorspellingsmodellen (OVM’s) kan hier een bijdrage aan leveren. Op basis van de ontwikkeling van OVM’s kunnen allereerst de effecten van het wegontwerp op de verkeersveiligheid beter worden ingeschat dan in de huidige situatie het geval is. Daarnaast bieden OVM’s de mogelijkheid een preventief verkeersveiligheidsbeleid vorm te geven door middel van de identificatie van relatief onveilige wegen op basis van verkeergegevens en wegkenmerken. Binnen dit onderzoek is een nieuwe stap gezet met de ontwikkeling van een OVM van Bermongevallen, waarbij een schatting van de ongevalsfrequentie wordt gegenereerd op basis van de hoeveelheid verkeer en een selectie van wegkenmerken. Voor een verdere ontwikkeling van OVM’s is een aanvulling van de onderzoeksdatabase noodzakelijk. Een tekort aan onderzoeksgegevens is namelijk een belangrijk knelpunt in de ontwikkeling van OVM’s. Met de identificatie van nieuwe databronnen binnen dit onderzoek is echter een stap gezet richting de ontwikkeling van een grootschalige onderzoeksdatabase van wegkenmerken. Dit biedt perspectief voor een verdere ontwikkeling van OVM’s.","Ongevallenvoorspellingsmodel; accident prediction model; bermongevallen; correlatieonderzoek; modelonderzoek; wegontwerp; dwarsprofiel; BGT; Basisregistratie Grootschalige Topografie; GIS","nl","master thesis","","","","","","","","","Civil Engineering and Geosciences","Transport & Planning","","Traffic Safety","",""
"uuid:5723cc4c-6d7b-4523-a990-99728be66b95","http://resolver.tudelft.nl/uuid:5723cc4c-6d7b-4523-a990-99728be66b95","A Mobile Inspecting Tool for Wireless SensorNetworks","Avramescu, D.I.","Dulman, S. (mentor); Vitaletti, A. (mentor)","2012","The number of wireless sensor networks is constantly increasing. In the deployment phase of the WSNs projects it is common for failures to appear. These can be caused by software or hardware faults or by environmental factors. In order to find the source of these problems, the WSN needs to be inspected. Since the deployments of WSN are often made in inaccessible or hazardous area, the inspection operation can have a high degree of risk. In order to facilitate these intervention, the design and implementation of a WSN mobile monitoring tool is proposed.The tool is composed of an application built for a Neo FreeRunner smartphone which interfaces a TelosB mote via USB. The TelosB mote acts a sniffer and sends the data to the smartphone which analyzes it and displays packet information. The system is also able to use passive or active monitoring and track other nodes using a method of estimating distances to nodes using the RSSI value. The tool can be also used as a debugger for WSNs by replaying the last session and setting breakpoints. To evaluate this prototype, the localizing method is tested, together with the capacity of the sniffer mote process packets and the collision detection accuracy.","smartphones; wireless sensor networks; sniffer; monitoring; inspection","en","master thesis","","","","","","","","","Electrical Engineering, Mathematics and Computer Science","Embedded Software","","Embedded Systems","",""
"uuid:2dce79f2-2957-44b8-a6c6-4988afab1ee6","http://resolver.tudelft.nl/uuid:2dce79f2-2957-44b8-a6c6-4988afab1ee6","How to help design engineers ""sell"" their ideas and designs via artifacts?","Sun, K.","Stappers, P.J. (mentor); Henze, L.A.R. (mentor)","2012","Launching a new product involves the efforts from design development and market development, which requires cross-functional collaboration. When the novelty of a project is high, it would be rather difficult for co-workers to cross boundaries since the shared knowledge is relatively limited. These knowledge barriers might lead to communication problems, which decrease the efficiency of collaboration. The process of collaboration requires certain facilitation to bring up the team performance. Some artifacts are created to help design engineers to present their research outcomes from new product development, such as prototypes, documents and technical notes. However, these artifacts still seem insufficient to support cross-functional collaboration. Based on the upper mentioned problem, this graduation project aims at finding a design solution to help design engineers to “sell” their ideas or designs to internal stakeholders via artifacts, thus to reduce the barriers in collaboration. “Selling” ideas and designs is a process of sharing understanding between different disciplines. The main approach of this project is research through design: testable prototypes were built to reflect on the finding of research. The project started with a contextual understanding, followed with a literature search and a context study. A cross-functional team was selected as the target for the research. The grounded theory method was used for data analysis. According to the findings of literature study, there are two approaches for knowledge integration in R&D collaboration. One approach is to traverse knowledge by transferring, translating and transforming it, thus the individuals with different expertise could share and assess each other’s knowledge by crossing knowledge boundaries. The other approach is to transcend knowledge instead of clarifying the knowledge differences. Actions are taken to minimize the knowledge difference and aim at finding solutions for design problems. Thus the new product development could be done without understanding tacit knowledge in depth. The studies on the R&D team showed that telling good stories of their research outcomes is quite essential during new product development. To convince clients, design engineers need to show how they take the feedback from clients into account, and how they manage risks to ensure that the concept could be launched in the market successfully. In addition, besides knowledge barriers, creative tension also exists among stakeholders. Design engineers have to face various choices and deal with uncertainties. Based on the upper mentioned findings, six design directions were generated, which would be further explored in the design phase. To better guide the design phase, a design statement was generated, which is to design an artifact/ artifacts that help R&D team to better demonstrate their research and development process, thus to improve the communication among stakeholders and working performance of the team. Increasing interactions and presenting rich and clear information in the new product development process are the two focus of the final design. Further context research was conducted to narrow down the design direction. In the end, a system design was delivered. There three main usages of the system, which are rich research outcome demonstration, flexible prototype presentation, and facilitating effective and direct discussion. The system design consists of four items: the Container A, the Container B, the Carrier and the Wall rack. The Container A is a paper box for storing finished prototypes. The Container B is used as a temporary storage for the prototypes that are still in use. The carrier is designed for users to carry prototypes around in a decent and safe way. The wall rack is designed for organizing prototypes storage and presenting research outcomes. The design could encourage the users to present and make use of the research outcomes, and noticeably, it could bring different roles involved in the project together. Furthermore, by gathering and organizing information, design engineers could be aware of the situation and have a better understanding of common knowledge.","designs; artifacts","en","master thesis","","","","","","","Campus only","","Industrial Design Engineering","Industrial Design","","Master of Science Design for Interaction","",""
"uuid:af4f9074-774e-4ff9-bab2-b58970b1c990","http://resolver.tudelft.nl/uuid:af4f9074-774e-4ff9-bab2-b58970b1c990","Sample reusability in importance-weighted active learning","Van Tulder, G.","Loog, M. (mentor)","2012","Recent advances in importance-weighted active learning solve many of the problems of traditional active learning strategies. But does importance-weighted active learning also produce a reusable sample selection? This thesis explains why reusability can be a problem, how importance-weighted active learning removes some of the barriers to reusability and which obstacles still remain. With theoretical arguments and practical demonstrations, this thesis argues that universal reusability is impossible: because every active learning strategy must undersample some areas of the sample space, classifiers that depend on the samples in those areas will learn more from a random sample selection. This thesis describes several reusability experiments with importance-weighted active learning that show the impact of the reusability problem in practice. The experiments confirm that universal reusability does not exist, although in some cases – on some datasets and with some pairs of classifiers – there is sample reusability. This thesis explores the conditions that could guarantee the reusability between two classifiers.","active learning; importance-weighted active learning; sample reusability; importance weighting; machine learning","en","master thesis","","","","","","","","","Electrical Engineering, Mathematics and Computer Science","Intelligent Systems","","Pattern Recognition Lab","",""
"uuid:86ba0239-9864-4506-9f9a-4dcdef9778c6","http://resolver.tudelft.nl/uuid:86ba0239-9864-4506-9f9a-4dcdef9778c6","Self sustaining solar roofing","Van de Ven, M.L.V.G.","Santema, S.C. (mentor); Kopecka, J.A. (mentor)","2012","Over the years renewable energy slowly has grown to a bigger and bigger market, not only available for idealist and proactive environmental aware consumers, but also for customers that would like to have a fair return of their investment. Looking to solar energy, more specific photovoltaic (PV) solar products this return on investment rate is getting better but still for most consumers and companies not quite interesting enough to invest. Only exceptions are countries like Germany where the government heavily subsidizes the sustainable energy industry. Furthermore the photovoltaic solutions that are available on the market are simply not available for most of the consumers and companies due to several technical limitations, such as too light roof constructions that cannot bear the extra weight and stress from an installation or wrongly aimed and angled roofs (today’s crystalline photovoltaic modules need a specific angle for good yield values) . Limitations like these make it impossible for quite some consumers and companies to choose for sustainable energy solutions. Flexroof could be the answer to all these restrictions and limitations. Flexroof might able companies as well as consumers to invest in photovoltaic installations, having a fair return of investment, even better, it can be a profitable investment","thin film; photovoltaic; solar","en","master thesis","","","","","","","Campus only","","Industrial Design Engineering","Product Innovation Management","","Strategic Product Design","",""
"uuid:453690c8-05c4-4997-932e-6a17661c2d81","http://resolver.tudelft.nl/uuid:453690c8-05c4-4997-932e-6a17661c2d81","BIM bij kleine projecten - De voordelen van BIM voor een zelfstandige bouwkundig adviseur","Jägers, F.","Koutamanis, A. (mentor); Prins, M. (mentor)","2012","De interesse in en het gebruik van Bouw Informatie Model (BIM) neemt steeds verder toe in de bouwbranche in Nederland. Wetenschappelijk onderzoek, vakliteratuur en publieke opinie geven diverse inzichten in het gebruik van BIM. Gebruik van BIM wordt door velen gezien als de oplossing om faalkosten te voorkomen. Het toepassen van BIM kan diverse voordelen hebben ten opzichte van het traditionele proces. Het is onduidelijk welke voor- en nadelen BIM kan hebben bij initiatieffase, ontwerpfase en werkvoorbereidingsfase van kleine opdrachten bij zelfstandige bouwprojectmanagers. In dit onderzoek wordt gekeken naar de bijdrage van BIM bij kleine projecten voor zelfstandige projectmanagers. The interest in and use of Building Information Model (BIM) is increasing in the Dutch construction industry. Scientific research, literature and public opinion give different insights into the use of BIM. Use of BIM is seen by many as the solution to prevent failure costs. The application of BIM can have a variety of advantages compared to the traditional process. It is unclear what advantages and disadvantages BIM can have at initiation phase, design phase and preparation phase of small construction projects of independent construction project managers. This study examines the contribution of BIM in small projects for independent project managers.","BIM; Building Information Modeling; Bouw Informatie Model; Faalkosten; automatisering; integratie; Project management","nl","master thesis","","","","","","","","","Architecture","Real Estate & Housing","","Design & Construction Management","",""
"uuid:297a89ff-5285-4324-aac9-9bd63bd71a37","http://resolver.tudelft.nl/uuid:297a89ff-5285-4324-aac9-9bd63bd71a37","Communiceren in het bouwproces wanneer BIM wordt toegepast","Beelen, C.M.","Koutamanis, A. (mentor); Sjoer, E. (mentor)","2012","Op basis van de DNR zou het communicatieproces in de design- en engineeringfase sturing krijgen. Dit blijkt echter niet het geval; projectleiders geven zelf richting aan het communicatieproces. Dit proces bestaat uit verschillende stappen die doorlopen worden om alle informatie definitief te krijgen. In elke stap vindt communicatie plaats. In dit onderzoek is gekeken naar drie aspecten, namelijk: drijvers, BIM in het communicatieproces en de knelpunten die kunnen ontstaan in het communicatieproces. Deze aspecten worden hier dan kort besproken. Het communicatieproces wordt beïnvloed door drijvers (contractafspraken, inkoopafspraken, fasering en fysieke samenstelling van het team). Deze drijvers hebben invloed op verschillende stappen in het proces. In het communicatieproces wordt BIM gebruikt bij een aantal stappen. Vanaf het moment dat informatie gegenereerd wordt is BIM ingezet bij de verschillende cases. Tot het moment dat oplossingen gezocht moeten worden, vonden de stappen plaats met gebruik van BIM. In het communicatieproces kunnen knelpunten ontstaan. Deze knelpunten kunnen om vier verschillende redenen ontstaan: werd over de juiste inhoud gesproken (“wat”), vindt de communicatie plaats tussen de juiste personen( “wie”), vond de stap plaats op het juiste moment (“wanneer”) en werd het juiste middel gebruikt (“hoe”)? In drie stappen zijn frequenter dezelfde knelpunten voorgekomen. Dit is (1) bij het afstemmen van randvoorwaarden, (2) het coördineren van informatie en (3) het oplossen van problemen en het zoeken van een verantwoordelijke. Niet in alle stappen ontstaan echter knelpunten voor alle vier de redenen, “wie”, “wat”, “wanneer” en “hoe”. Dit is alleen het geval bij het coördineren van informatie. Dit komt onder andere door het gebruik van BIM. Naast de knelpunten in de specifieke stappen ontstonden er ook knelpunten gedurende het gehele proces. Veel van de knelpunten gaan iteraties tegen. De iteraties die mogelijk zijn in het communicatieproces zijn nodig voor het ontwerpproces. Wanneer deze worden tegengehouden zullen problemen niet, of te laat naar voren komen. Knelpunten kunnen niet alleen iteraties tegenhouden, maar zij kunnen ook onnodige iteraties veroorzaken. Door verkeerde communicatie kunnen onnodige iteraties ontstaan. Concluderend is in dit onderzoek het communicatieproces in kaart gebracht en vormgegeven, is het proces geanalyseerd op knelpunten en is de rol van BIM in dit proces aan de orde gekomen. De knelpunten in het communicatieproces bieden kansen voor optimalisatie in de toekomst.","","nl","master thesis","","","","","","","","2014-01-31","Architecture","Real Estate & Housing","","Design for construction management","",""
"uuid:3ace65a8-4fc6-4c6f-b8b4-afaa3c08dabe","http://resolver.tudelft.nl/uuid:3ace65a8-4fc6-4c6f-b8b4-afaa3c08dabe","'Make or buy’ in the base oil storage industry: Case research on the variables influencing the sourcing decision strategies regarding product storage","Van Loosbroek, J.W.","Correlje, A.F. (mentor)","2012","","","en","master thesis","","","","","","","Campus only","","Technology, Policy and Management","Economics of Infrastructures","","MOT","",""
"uuid:463dce22-b134-4555-8f28-ec5117719e85","http://resolver.tudelft.nl/uuid:463dce22-b134-4555-8f28-ec5117719e85","Design of the RooT Electric Scooter: The Full Functioning Prototype","De Mooij, G.L.T.","Flipsen, S.F.J. (mentor); Schwab, A.L.J. (mentor); Van der Grinten, B. (mentor)","2012","The RooT is an electric scooter designed to create a new user experience that enhances the advantages of electric mobility: it is quiet, clean and intuitive. It moves with you like a “flying carpet”. In the previous projects, the RooT concept has already been developed until a first prototype. This first prototype was still a very primitive version of what RooT will become. The first prototype only had the function to test the flying carpet experience in a forward acceleration and deceleration. It is not able to steer. The assignment is to develop a prototype that is able to steer. The functioning of the suspension system must be incorporated in the design. The end product must be a fully functioning prototype that is able to do test drives with test persons. The aesthetics are not the main focus for this assignment, but they will also be taken into account. For getting a deeper understanding in some aspects that where important for the new design, some research was made. This can be found in the Analysis part. From every research area, the conclusions will be summarized. The conclusions will eventually lead to the design brief, this is a list of demands and wishes for the new design on which the new prototype should fulfil. With the Design brief as the basis, the first ideas are drawn as a set of possible Solutions. Parts of these Principle Solutions can be documented into a morphological chart. From this chart, all the best combinations of ideas will be brought together into ideas. The best ideas will be developed into concepts. In the embodiment phase, the final concept will be chosen. First all concept series will be modelled with the help of Working model. The chosen concept series can be equipped with multiple types of steering mechanisms. The best steering mechanism will be chosen. With help of the J-Bike6 software, the chosen steering mechanism will be analyzed. With all the test data from Working Model and J-Bike6 in mind, and the latest design features, the final design could be made. The final design was completely done in Solidworks. The last hand drawings and sketches where made right after the working model tests. In this chapter the final design process is reported. After the design was made, construction started. The building process took a few months and is summarized in the chapter Final Testing and Design. In the final part of this chapter also the driving tests of the new build prototype will be discussed. To continue the project after the graduation, some recommendations are written down that can help improving a possible next prototype. Also the references, and additional information that was not present in this thesis can be found with the help of this chapter.","Electric; Scooter; Mobility; Driving Experience; Prototype; RooT; Novox; Steering Mechanism; Tilting Mechanism; Vehicle Dynamics; J-Bike6; Two wheeler Dynamics; Driving Tests","en","master thesis","","","","","","","Campus only","2013-10-31","Industrial Design Engineering","Design Engineering","","Master of Science Integrated Product Design","",""
