"uuid","repository link","title","author","contributor","publication year","abstract","subject topic","language","publication type","publisher","isbn","issn","patent","patent status","bibliographic note","access restriction","embargo date","faculty","department","research group","programme","project","coordinates"
"uuid:cc9f1189-ebe2-463e-b685-8819172844c4","http://resolver.tudelft.nl/uuid:cc9f1189-ebe2-463e-b685-8819172844c4","Modelling and implementing future scenarios on Industrial Process Heat generation to quantify future environmental impacts: Using an Integrated Assessment Model's projections to futurise ecoinvent's database heat markets across Industrial Sectors for Prospective LCA Assessments","Myridinas, Maria (TU Delft Technology, Policy and Management)","Steubing, Bernhard (mentor); Blok, K. (mentor); Delft University of Technology (degree granting institution)","2022","This study builds upon the existing work on futurizing the ecoinvent database at the service of the prospective LCA method that requires a temporally matched foreground and background system. It is a first effort in modelling future scenarios of Industrial Process Heat (IPH) generation using projections from the IMAGE Integrated Assessment Model (IAM) following the SSP2-baseline, SSP2-RCP2.6 and SSP2- RCP1.9 scenarios from 2020 to 2050. These scenarios are then implemented in the ecoinvent database (version 3.8, cut-off) and used to quantify the environmental impacts of generating 1MJ of IPH across four markets in twenty-six regions for three different scenarios. The markets under study are chemicals, food and tobacco, pulp and paper, while the rest of the sectors without cement and steel are grouped under the “other industries” category, as per IMAGE classification. We quantify and analyze the climate change impact and cumulative decarbonization potential of the future IPH generation markets across sectors and regions. Furthermore, we quantify their performance across fifteen additional impact categories to check for potential burden shift. On top of IMAGE projections, we also explore whether coupling CHP with CCS impacts our results.<br/><br/>By 2050, even in the best-case scenario (SSP2-RCP1.9), fossil fuels are still expected to be responsible for the generation of 48% of the global IPH demand for food and tobacco, 51.4% for the Other industries category, 64% for chemicals and 88% for pulp and paper. Nevertheless, heat from coal is expected to reduce its share in the global IPH generation market mixes in a range of -56% to -95% across sectors, being one of the main reasons why climate change impact shows a decrease in the range of 31-60% across sectors when compared to the baseline (pulp and paper: -31%, food and tobacco: -57%, Other industries: -60%, chemicals: -34%).<br/><br/>By 2050, in the best-case scenario, the direct combustion of biomass is expected to supply 25% of the global IPH demand for food and tobacco and 20.8% of the global IPH demand for other industries category. Biofuels are expected to provide 1/3 of the IPH demand in the chemicals sector with little impact on climate change but at the cost of contributing with a significant share in other environmental impact categories such as marine eutrophication (63.4%), terrestrial eutrophication (57.8%), non-carcinogenic human toxicity (70.2%), land use (98%), water use (91.8%) and minerals depletion (80.6%). Electrification is expected to take a more prominent role mainly in food and tobacco and other industries sectors offsetting emissions by -9.07% and -13.7% but at the cost of increasing the ionising radiation impact from electricity production.<br/><br/>The results from the other environmental categories highlight a decrease in impacts across most of the environmental impact categories except for land use, ionising radiation, water use and minerals depletion, which emphasized the potential burden shift that the decarbonization efforts may cause.<br/> <br/><br/><br/>Our results also show that the most optimal outcomes are received when the decarbonization of the heat supply is combined with the demand reduction. The demand reduction across sectors as well as the respective decarbonization of IPH generation market mixes, results in a cumulative decarbonization potential of 85.78 Gt CO2-eq. (RCP2.6) and 105.29 Gt CO2-eq. (RCP1.9).<br/><br/>Implementing CHP with CCS is beneficial to climate change but may decline the improvement potential for many impact categories compared to when CHP is not coupled with CCS.<br/><br/>By 2050, the highest emitters of CO2-Eq. emissions are the regions that drive the global IPH demand: China (CHN), India (INDIA), Middle East (ME), USA and Western Europe (WEU), responsible for at least 70% of the global carbon footprint across scenarios.<br/><br/>This study is the first trial of this sort, and as a consequence, there is a lot of potential for improvement of future IPH generation scenarios, which requires further research for the following aspects:<br/><br/>• Enriching IMAGE projections with shares of conversion technologies for IPH generation<br/>• Enriching the ecoinvent database with lifecycle inventories of cleaner heat generation technologies<br/>• Enriching IMAGE with projections for renewable heat sources and cleaner fuels for IPH generation<br/>• Enriching IMAGE scenarios with projections on GHG emissions reductions for IPH generation as well as projections on CCS implementation for IPH generation<br/>• Disaggregating the “Other Industries” category<br/>• Improving ecoinvent lifecycle inventories for the manufacturing processes in the most carbon- intensive industries that do not disaggregate fuels used for IPH generation versus feedstocks<br/><br/>Considering the data scarcity, time limitations and unresolved uncertainties, it is essential to treat these results as potential future trends rather than in absolute terms.<br","","en","master thesis","","","","","","","","","","","","Industrial Ecology","",""
"uuid:7495c90d-c073-45b0-a038-88dde4a1e9a3","http://resolver.tudelft.nl/uuid:7495c90d-c073-45b0-a038-88dde4a1e9a3","The increase of dike stability due to unsaturated soil strength: A study of the spatially and temporally varying presence of matric suction","Mascini, Marjolijn (TU Delft Civil Engineering & Geosciences)","Lanzafame, R.C. (mentor); van den Eijnden, A.P. (graduation committee); Koopmans, Rimmer (graduation committee); Huizer, Sebastian (graduation committee); Delft University of Technology (degree granting institution)","2022","River dikes in the eastern part of the Netherlands are characterized by a relatively low daily water table. In the unsaturated zone above the water table, a negative pore pressure (matric suction) is present that binds the soil particles together. Suction can be especially large in soils with small grains, such as clay, and increases the strength of a soil due to higher effective stress. High suction in soils has been proven to significantly increase the stability of dikes. However, due to water level variations and other climatic influences such as precipitation and evapotranspiration, suction in a dike will vary over the year and throughout the cross section. The research described in this report aims at evaluating whether there are parts of a cross-section of a dike where soil suction remains throughout a high water event in a river such that an increase in the strength of the soil can be used in stability analyses. The analysis is centered around a case study of an existing dike in the east of the Netherlands and uses time-dependent unsaturated groundwater flow models to simulate the spatially and temporally varying suction for a number of different initial conditions and climatic influences defined by scenarios. The results show that it is very unlikely that suction in the dike will be lost during the summer months. Due to high evapotranspiration, the water content in the dike is low, which results in a lower water table during a high water event and less infiltration in the dike occurs during precipitation. During winter, the probability that suction is lost throughout the dike cross-section is larger and will occur after heavy precipitation with a long duration where the return period is 1 – 10 years. Although in most scenarios some suction will remain present, the amount of suction during the winter is generally low, between 0.5 and 1 meter, which results in an apparent cohesion of 2 – 4 kPa. A simple stability calculation illustrates that the increase in strength in the dike due to suction does not result in a significant increase in the stability of the dike during high water conditions.","Suction; Unsaturated Zone; Dike; macro stability; apparent cohesion; transient flow; Unsaturated flow","en","master thesis","","","","","","","","","","","","Civil Engineering | Hydraulic Engineering","","51.971375, 5.965101"
"uuid:9743a666-6320-4787-9713-8517203c9c64","http://resolver.tudelft.nl/uuid:9743a666-6320-4787-9713-8517203c9c64","Aerodynamic assessment of sub-scale aircraft model: A multi-fidelity approach","Baliga, Adithya (TU Delft Aerospace Engineering)","la Rocca, G. (mentor); Delft University of Technology (degree granting institution)","2022","Novel designs like the Flying-V, Prandtl-Plane and Blended Wing-Body show promise towards sustainable aviation. In the preliminary design phase, Sub-scale Flight Test (SFT) is a reliable method to get insight into the flight behavior of these designs. The effectiveness and value provided by SFT depends on the similitude between the SFT model and the full-scale aircraft. The method of<br/>computational scaling is a state-of-the-art method into designing SFT models, that maximizes the similitude. However, this method is often infeasible because of large computational costs. Of the various analyses in this methodology, the aerodynamic analysis is computationally most expensive. Therefore, this research developed a multi-fidelity approach for the assessment of aerodynamic<br/>characteristics of SFT model. The approach utilized a blend of Reynolds- Averaged Navier-Stokes (RANS) and 3D-Panel Method (3DPM). This provided a good tradeoff between accuracy and computational cost, making the method of computational scaling a feasible method into design of SFT models.","Multi-fidelity; RANS; 3D Panel Method; Computational Scaling; Sub-scale Aircraft Model Design","en","master thesis","","","","","","","","","","","","Aerospace Engineering","",""
"uuid:f1093df3-1db4-4277-8ec5-c4fe0f480364","http://resolver.tudelft.nl/uuid:f1093df3-1db4-4277-8ec5-c4fe0f480364","Quantifying effects of upper motor neuron degeneration on the wrist in amyotrophic lateral sclerosis","Plouvier, just (TU Delft Mechanical, Maritime and Materials Engineering)","van der Helm, F.C.T. (mentor); Delft University of Technology (degree granting institution)","2022","Background: Amyotrophic lateral sclerosis (ALS) is a motor neuron disease that is characterized by the degeneration of upper and lower motor neuron (UMN, LMN). A defining feature of ALS is its heterogeneous presentation, with varying sites of disease onset and progression rate. Diagnosing ALS requires the observation of both UMN and LMN degeneration in multiple regions of the body. Signs of UMN degeneration are difficult to observe in ALS. The goal of this study was to determine if reflexive parameters were related to UMN dysfunction in ALS patients. <br/><br/>Methods: A robot applied continuous torque perturbations to the right wrist of the subjects. Subject were asked to perform 4 different tasks, each provoking different control strategies. Closed-loop system identification was used to estimate the joint dynamics. A neuromuscular model was then fitted to the estimated joint dynamics to express the contribution of intrinsic and reflexive pathways in physiologically relevant parameters.<br/><br/>Results: We show that patients are able to alter their joint dynamics in order to comply with the tasks. During the relax task patients had visibly higher admittance than controls, in the active tasks the patients were able to lower their admittance similar as controls. Patients with pathologically increased reflexes had significantly increased reflexive feedback during the force tasks compared to controls. <br/><br/>Conclusion: In this study we have demonstrated the ability of neuromechanical parameters to detect hyperreflexia in patients diagnosed in ALS. Therefore the proposed method of closed-loop system identification and parameters estimation could be used to monitor the progression of ALS.<br","","en","master thesis","","","","","","","","","","","","Biomedical Engineering","",""
"uuid:a2976e84-b359-4b78-a907-ca7c0abb7353","http://resolver.tudelft.nl/uuid:a2976e84-b359-4b78-a907-ca7c0abb7353","Effect of Hail Impact on Leading Edge Polyurethane Composites","Savana, Reshab (TU Delft Aerospace Engineering)","Rans, C.D. (mentor); Teuwen, Julie J.E. (mentor); Delft University of Technology (degree granting institution)","2022","The growing demand for renewable energy has led to significant developments in wind turbine technology. The ever increasing size of turbine blades and their exposure to a variety of environmental factors can affect their annual energy production and service life. Erosion caused by rainfall and hailstones is identified as two of the most detrimental types of environmental factors to the life of a turbine blade. Hailstone impact in particular is expected to affect the aerodynamic profile of the leading edge as well as cause significant damage to the composite substrate. <br/><br/>The aim of this research study is to investigate the effect of varying hailstone sizes on the damage mode in leading edge polyurethane coated composites subjected to hail impact. The coated glass fibre composite samples were experimentally tested using an impact gas cannon. The impact parameters were determined based on real-life scenarios of blade tip speeds and hailstone sizes. Simulated hail ice (SHI) were manufactured using de-ionized water to form monolithic ice spheres. SHI of 15 mm and 20 mm diameter were used in the research for conducting the hail impact experiments. The coated composite samples were evaluated using non-contact profilometry (optical microscopy) and non-destructive testing (ultrasonic c-scan). Observations revealed that the polyurethane coatings remain largely intact throughout the hail impacts and no visible sign of damage or delamination between the coating and substrate was noticed during damage analysis. The damage mode of matrix cracks in the substrate for the impact parameters used, remained the same for both hailstone sizes. Further, it was seen over the experiments that there exists a failure threshold energy (FTE) for each hailstone size and sample thickness, below which no surface/sub-surface damage is visible. It is hypothesized based on observations in literature that a smaller hailstone will have a lower FTE compared to a larger hailstone and will be more lethal, owing to the concentrated area of contact. Future research to develop further awareness of damage evolution in the coated composites is recommended and discussed.","Hail; Impact; Composites; Wind Turbine Blade","en","master thesis","","","","","","","","","","","","Aerospace Engineering","",""
"uuid:87dc87b9-4c92-414e-95e8-5c39682f855f","http://resolver.tudelft.nl/uuid:87dc87b9-4c92-414e-95e8-5c39682f855f","Evaluating the relation between spatial healthcare access and mortality during the COVID pandemic: Case Study from GOA State, India","Banda, Sercinho (TU Delft Technology, Policy and Management)","Verma, T. (mentor); Hinrichs-Krapels, S. (graduation committee); van Beers, Cees (graduation committee); Delft University of Technology (degree granting institution)","2022","In India the COVID-19 pandemic resulted in a nationwide lockdown from March 25, 2020 till the end of May 2020. During this time public and private transportation activities were limited, economic activities came to a standstill and healthcare resources were redistributed. India’s healthcare system faced problems prior to the COVID-19 pandemic such as insufficient availability, suboptimal healthcare services and high out-of-pocket expenditures. The exponential rise in patient care during the COVID-19 pandemic exacerbated existing problems in the Indian healthcare system while introducing new ones. Realizing optimal care during the health crisis became more challenging as the focus was on mitigating the spread of the virus. The absent of public transportation and the pressure on healthcare resources impacted the healthcare accessibility of different demographic groups. During this study we assessed how access to healthcare was influenced due to the policy interventions that were meant to mitigate the spread of COVID-19. The hypothesis is that healthcare access for different demographic groups was negatively impacted by the policies meant to curb the spread. In order to analyse the impact, we performed a case study in the state of Goa using the Network-based Health Accessibility Index Method (NHAIM). This gravitational model allows us to study the spatial distribution of healthcare resources in the state of Goa. Based on our findings we can conclude that healthcare access is unevenly distributed in the state of Goa. Furthermore, we concluded that there is no significant correlation between healthcare availability and the urban and rural mortality rate for the state of Goa. However, there is a significantly strong positive correlation between geographical healthcare access and the urban and rural mortality for the state of Goa.<br","healthcare accessibility; COVID-19; Spatial distribution","en","master thesis","","","","","","","","","","","","Engineering and Policy Analysis","",""
"uuid:a32e8e04-d74c-4284-bb5d-2ac698ad7f06","http://resolver.tudelft.nl/uuid:a32e8e04-d74c-4284-bb5d-2ac698ad7f06","Scaling digital twins: A roadmap to address operational planning uncertainties of container terminals","van der Velden, Mick (TU Delft Civil Engineering and Geosciences)","van Nederveen, G.A. (mentor); Chan, P.W.C. (graduation committee); Feijen, Bram (graduation committee); Woolley, Mark (graduation committee); Delft University of Technology (degree granting institution)","2022","Container terminals are critical infrastructure for the economy, and the need to digitalize is felt in the industry. One solution is to combine digital integration and process automation with a digital twin. This is an ideal tool to identify weaknesses and opportunities in the operations of a container terminal. However, digital twins are often developed for a single terminal with unique characteristics, which means that the tool cannot be easily scaled to other sites. To optimize operations at multiple container terminals, it is necessary to explore how the twin can be scaled. Such a strategy for scaling digital twins at container terminals cannot be found in literature. Therefore, this research aims to fill this gap by developing a criteria-based roadmap for the senior management of global container terminals. The scaling strategy focuses on scaling up to multiple locations instead of scaling out to several processes on the same terminal.<br/><br/>After a detailed review of the literature and conducting interviews, the main findings were combined into design criteria for the roadmap. The three phases for the timeline are shown as three columns in the roadmap. The phases are 'developing the digital twin', 'using the digital twin' and 'scaling the use of the digital twin'. Most used in transformation projects is the People, Process and Technology (PPT) framework, so people (key actors), process (operations and strategy) and technology (data, hardware and software) are the three themes and shown as rows in the roadmap.<br/><br/>When all criteria were established and the roadmap template was designed, the logical steps of the roadmap were identified for each of the three phases. These steps were complemented and validated to see if important information was missing. For each step, it was determined which themes (people, process and technology) were applicable. After the first design, several interviews with experts from the container terminal industry were conducted to validate the roadmap. Based on their feedback, the roadmap was improved. Six stages were added to the final phase to emphasize the scaling phase. Each stage describes an essential element for scaling up and it is important to understand these to establish successful scaling procedures.<br/><br/>In conclusion, the roadmap developed in this study is useful for container terminals looking to scale up digital twins. It provides insight into the steps required to develop, use, and ultimately deploy digital twins on a larger scale. Especially for terminals that have no experience with such projects, it serves as a starting point to define the strategy and free up resources within the organization. Because the roadmap was developed at a strategic level, not all steps are very detailed, so an organization will need to do further research to determine its strategy. Each organization can determine for itself which steps are familiar and which steps require more attention. Therefore, this roadmap serves as a solid starting point for senior management looking to scale digital twin solutions.","Digital Twin; Container terminals; Scaling; Roadmap; Digitalization; Research through Design","en","master thesis","","","","","","","","","","","","Civil Engineering | Construction Management and Engineering","",""
"uuid:8f3d479a-d5c2-4851-b5c0-8bfe7859493e","http://resolver.tudelft.nl/uuid:8f3d479a-d5c2-4851-b5c0-8bfe7859493e","Design of a Solar Array Drive Mechanism for CubeSats: A scalable, modular and reliable SADM for CubeSats in Low-Earth orbit","Ravichandran, Rahul (TU Delft Aerospace Engineering)","Speretta, S. (mentor); Monna, Bert (graduation committee); Delft University of Technology (degree granting institution)","2022","CubeSats have risen in popularity since its first launch in the year 2003. The low mass, lower launch cost, lower development cost, possibility for piggyback with larger satellites and lower development time involved compared to larger satellites have opened them to be commercialised by private companies. In contrast to being used for educational, research and technology demonstration purposes in their early years, they are now used for varied applications such as communications, Earth observation, military surveillance, in-orbit manufacturing, asteroid exploration, Internet-of-things and interplanetary exploration missions. Their lucrative features make them favourable over their larger counterparts. As a result, they are predicted to launch in higher numbers in the coming years, considering their preference for missions involving constellations or distributed space systems. This trend of increasing demand for CubeSats and their application in advanced missions requires more electrical power for their operation. The increased electrical power demand can be solved using a Solar Array Drive Mechanism. The SADM allows relative rotary motion of the solar arrays with respect to the satellite structure so that the solar panels are always perpendicularly positioned to the Sun independent of the payload pointing requirements. They can produce up to 185% more power than the panels just deployed in the case of a 3U CubeSat. Only a handful of six such SADM products were found in the commercial market, and four of them had a very similar design that drove two solar arrays and could be used in limited panel mounting configurations. A need in the commercial market for a SADM system that is modular and scalable was identified. Space mechanisms such as the SADM were found to be one of the major causes of mission failure after communications and unknown causes. It was found that tribological elements were the prominent root cause of such space mechanism failure. A research gap was identified to find the root causes of tribological failure in space mechanisms and design a SADM system that minimises failure caused due to tribological elements. This thesis has succeeded in designing a SADM that is scalable to multiple sizes of CubeSats (3U to 12U), applicable to more than three panel mounting configurations that were possible with the existing SADM and minimising failure chances due to tribological elements. The current SADM has minimised the chances of failure due to common tribological elements such as roller bearings and sliprings by eliminating the cause of failure. This includes eliminating rolling elements, liquid lubricants and metals in the case of bearings and a novel power and data transfer mechanism alternative to sliprings called ""Flex-wrap"" has been designed in this project. The current SADM is the smallest in the market in dimensions (70x50x6.9 mm) and applies to 5 different solar array mounting configurations.","Mechanism Design; tribology; Solar power; CubeSat; Mechatronic System Design; Systems engineering","en","master thesis","","","","","","","","2024-10-01","","","","Aerospace Engineering","",""
"uuid:1620d353-3e4c-4a60-9edb-a16b838b4e21","http://resolver.tudelft.nl/uuid:1620d353-3e4c-4a60-9edb-a16b838b4e21","Boiling Heat Transfer with Nanofluids: An Experimental Study","Tregnago, Chiara Lucia (TU Delft Mechanical, Maritime and Materials Engineering; TU Delft Process and Energy)","Delfos, R. (mentor); Pecnik, R. (graduation committee); Peeters, J.W.R. (graduation committee); Hooman, K. (graduation committee); Fateh, Sana (graduation committee); Delft University of Technology (degree granting institution)","2022","Recent advancements in the field of nanotechnology have proven to offer viable alternatives for energy production, transport, and storage. As far as thermal energy is concerned, nanofluids have emerged as a novel method to enhance heat transfer. Indeed, nanofluids exhibit superior thermal capabilities, which may be able to meet the requirement of high heat dissipation rate in limited space advanced by various high-tech industries.<br/>In particular, boiling heat transfer is an efficient heat removal mechanism that may be further improved by using nanofluids. Indeed, it has been reported that nanoparticles play a crucial role in affecting the parameters which have major impact on the boiling process (i.e. thermophysical properties of the fluid, heating surface morphology, near-surface hydrodynamics). Being boiling very sensitive to surface characteristics, the latter factors have been found to have a significant influence on the boiling heat transfer coefficient. Hence, the aim of the present research is to elucidate the physical mechanisms underlying pool boiling of nanofluids.<br/>Based on this framework, a pool boiling test facility has been designed and validated, thus enabling to conduct a comparative study on boiling of a pure fluid (water) and a water-alumina 0.1% &#x1d464;&#x1d461; nanofluid. The pool boiling experiments were performed on six aluminium samples, which were characterized by SEM (scanning electron microscopy) and WLI (white light interferometry) before and after boiling in order to highlight the change in surface topography.<br/>The research efforts were targeted at correlating the trend of the boiling curves and the surface parameters of the corresponding sample. Nonetheless, due to the limited dataset and the inconsistencies in the behaviour of the tested nanofluid, further investigation is required to assess the potential of nanofluids as more efficient heat transfer media.","Boiling heat transfer; Nanofluid; Nanoparticles deposition","en","master thesis","","","","","","","","","","","","Mechanical Engineering | Process and Energy Technology","",""
"uuid:96ab302d-9ecb-496f-bcae-b44e29bc9ffb","http://resolver.tudelft.nl/uuid:96ab302d-9ecb-496f-bcae-b44e29bc9ffb","Seismic response of monopile foundations for offshore wind turbines: from 3D to 1D modelling of soil-foundation interaction","Delavinia, Dimitra (TU Delft Civil Engineering and Geosciences)","Pisano, F. (mentor); Tsouvalas, A. (graduation committee); Kementzetzidis, E. (graduation committee); Panagoulias, S. (graduation committee); Delft University of Technology (degree granting institution)","2022","New offshore wind farms consisting of monopile-founded Offshore Wind Turbines (OWTs) are to be built in earthquake-prone areas. To design the monopile foundation and to accurately define the dynamic response of an OWT, the soil-monopile-superstructure interaction should be modelled properly. Due to the fact that the Three-Dimensional (3D) Finite Element (FE) analyses are complex and computationally expensive, research is focused on One-Dimensional (1D) FE models, in which the soil-monopile interaction is traditionally described via distributed translational springs representing the soil lateral load. Nevertheless, the increase of monopile diameter, followed by the monopile length-to-diameter ratio (L/D) decrease, implies the contribution of additional resistant components such as distributed moment, base shear and moment.<br/><br/>This thesis examines the 3D mechanisms to be accounted for in the 1D FE modelling of the soil-monopile-superstructure seismic response in case of a single-phased, linear visco-elastic soil layer. Both 3D and 1D FE analyses are conducted with the FE software OpenSees. The 1D analyses are simulated in two consecutive steps: first a Site Response Analysis is performed, next the recorded displacements over the soil layer depth are applied to the spring supports and the dynamic interaction of the system is simulated. Three different monopiles are considered with L/D equal to 26, 9 and 5. Two superstructures are examined, which are modelled as Single-Degree-of-Freedom systems. Distributed translational springs are assigned to the slender monopile (L/D=26), while for the stubbier monopiles the contribution of distributed rotational springs is examined as well. Lastly, the effect of considering the base moment and shear is also examined.<br/><br/>The stiffness of the soil reaction curves is calibrated by applying a monotonic lateral load and moment at the pile head, in case of the translational and rotational springs, respectively. The spring stiffness values are assumed uniform along the monopile length. As a next step, the dynamic response of the calibrated 1D models is examined in steady-state conditions, under the action of mono-harmonic excitation, and compared to the 3D results. Ultimately, the seismic response of the 1D models is examined in case of two earthquake excitations with different frequency contents.<br/><br/>In case of the monopiles with L/D=9 and 5, it is concluded that the use of monotonically-calibrated distributed translational and rotational springs provides a good match between 3D and 1D regarding the monopile head and superstructure response under seismic loading. Nevertheless, these 1D FE models cannot predict the base moment, for which a base rotational spring should be employed. In case of the stubbier monopile, with L/D=5, the base shear seems to positively affect the moment profile as well. Lastly, regarding the monopile with L/D=26, the employment of translational springs alone seems sufficient for the accurate prediction of the seismic response; however, the hereby monotonically-calibrated distributed translational springs result in a mismatch between 3D and 1D.<br","Monopile foundation; Offshore Wind Turbine; Winkler foundation; 1D Finite Element Modelling; Seismic response; Dynamic interaction","en","master thesis","","","","","","","","","","","","Civil Engineering","",""
